ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΒΑΔΙΚΟΛΙΟΥ ΦΩΤΕΙΝΗ του Θεοδώρου,ΒΕΡΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΔΡΟΥΜΠΛΗ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Φιντία,ΖΑΡΑΚΗ ΕΥΘΑΛΙΑ (ΝΑΤΑΛΙ) του Παντελή,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΥΜΠΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Αριστείδη,ΣΑΒΒΙΔΟΥ ΙΟΡΔΑΝΑ του Αναστασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΚΑΛΠΑΤΣΙΝΙΔΟΥ ΕΥΔΟΞΙΑ (ΕΥΗ) του Απόστολου,ΚΑΡΙΠΟΓΛΟΥ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΠΑΖΟΓΛΟΥ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΣΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,Κ.Κ.Ε.,ΒΕΛΙΩΤΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΔΙΜΗΖΑΣ ΠΕΤΡΟΣ του Ηλία,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαράλαμπου,ΣΙΔΕΡΗ ΜΕΤΑΞΙΑ (ΞΕΝΙΑ) του Γεωργίου,ΤΟΥΣΚΑ ΕΛΕΝΗ του Μιχαήλ,ΦΑΡΜΑΚΗΣ ΠΑΥΛΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ελληνική Λύση - Κ. Βελόπουλος,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΟΥΛΑΣ ΠΕΤΡΟΣ του Ιωάννη,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,ΧΟΥΡΟΥΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΕΝΙΟΥ ΦΩΤΕΙΝΗ του Αθανασίου,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΚΟΤΡΩΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΜΠΟΥΝΤΟΥΡΙΔΗΣ ΘΩΜΑΣ του Δημοσθένη,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΠΙΣΚΙΟΥΛΗΣ ΜΙΧΑΗΛ του Αλέξανδρου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Αναστάσιου,ΠΑΤΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΕΤΡΑΚΙΔΟΥ ΦΩΤΕΙΝΗ του Ευστρατίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΜΠΑΪΡΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΗΝΑΚΑΚΗ ΝΕΦΕΛΗ του Βασιλείου,ΣΤΑΝΙΤΣΑΣ ΑΝΕΣΤΗΣ του Γεωργίου,Κίνημα 21,ΣΜΥΡΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΛΗΜΝΑΙΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΒΙΔΟΠΟΥΛΟΥ ΦΑΝΗ του Κωνσταντίνου,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΚΩΣΤΟΠΟΥΛΟΣ ΑΡΧΟΝΤΗΣ του Αλεξάνδρου,ΝΙΚΟΛΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,ΝΙΚΗ,ΒΑΡΩΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΔΑΝΔΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΜΑΛΑΜΟΓΛΟΥ ΕΥΔΟΚΙΑ του Ιωάννη,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΣΙΤΖΙΡΑ-ΜΠΟΛΛΑ ΚΛΕΟΝΙΚΗ του Εμμανουήλ,κοινωνία αξιών,ΦΕΝΕΚΟΥ ΜΑΛΒΙΝΑ-ΑΓΓΕΛΙΚΗ του Στυλιανού,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΙΑΜΑΝΤΑΚΟΥ ΘΕΟΔΩΡΑ - ΜΑΡΙΑ του Γεώργιου,ΔΟΦΑΛΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Σίμων,ΖΥΜΒΡΑΓΑΚΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΣΙΡΟΥ ΔΗΜΗΤΡΑ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΚΑΦΟΥΡΟΥ ΜΑΡΙΑ του Εμμανουήλ,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδων,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Χρήστου,ΚΑΡΑΠΑΛΙΣΗ ΕΥΑΓΓΕΛΙΑ του Θεοδώρου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ένωση Κεντρώων,ΒΡΟΤΣΟΥ ΜΑΡΙΕΤΤΑ του Δημητρίου,ΕΚΟΥΤΣΙΔΗΣ ΜΑΡΙΟΣ του Αβραάμ,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΤΖΙΑΒΑΣΙΛΗ ΚΑΤΕΡΙΝΑ του Ζαχαρία,ΠΑΛΙΑΤΣΙΟΣ ΔΗΜΗΤΡΙΟΣ του Στέργιος,ΦΩΤΙΑΔΗΣ ΣΑΒΒΑΣ του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΜΑΞΟΠΟΥΛΟΣ ΗΛΙΑΣ του Στεφάνου,ΓΙΩΣΑΣ ΑΠΟΣΤΟΛΟΣ του Αθανασίου,ΕΛΑΙΑΣ ΑΝΔΡΕΑΣ του Γρηγορίου,ΤΟΡΛΑΚΙΔΟΥ ΣΟΦΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΑΜΒΑΚΑΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΡΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ ΜΑΡΙΑ του Ευάγγελου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΚΩΝΗΣ ΠΕΤΡΟΣ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΟΥ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΔΗΜΗΤΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Κίμωνα,ΚΑΡΡΑΣ ΔΗΜΗΤΡΙΟΣ του Δαμιανού,ΝΙΚΟΛΑΪΔΗΣ ΣΤΑΥΡΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΚΟΥΤΣΗ ΑΙΚΑΤΕΡΙΝΗ του Βασίλ,ΕΑΝ...,ΓΕΩΡΓΙΑΔΗ ΣΑΒΒΑΣ του Θωμά,ΘΕΟΔΟΣΙΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΑΒΒΙΔΗΣ ΣΑΒΒΑΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΑΓΓΕΛΙΔΟΥ ΚΑΛΛΙΟΠΗ του Ιωάννη
8 - Σερρών,209 E.T. Δήμου Νέας Ζίχνης,255,132,1,1,2,130,51,26,3,2,6,10,7,26,14,0,8,3,3,7,0,0,40,1,26,4,2,4,7,30,3,0,0,0,1,0,0,1,5,2,1,3,1,0,1,1,2,0,1,1,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
8 - Σερρών,210 E.T. Δήμου Νέας Ζίχνης,328,180,3,0,3,177,89,48,0,1,3,33,18,41,33,0,20,7,1,13,0,10,30,1,20,9,5,1,1,5,4,1,1,0,1,1,1,0,5,0,2,4,1,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,3,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,2,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8 - Σερρών,211 E.T. Δήμου Νέας Ζίχνης,483,269,4,2,6,263,130,41,9,13,1,77,20,55,42,0,24,9,2,13,0,3,30,6,1,7,5,1,3,19,21,4,7,3,9,1,1,4,13,5,1,8,1,0,2,1,4,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,4,2,3,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,4,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2
8 - Σερρών,212 E.T. Δήμου Νέας Ζίχνης,476,277,9,2,11,266,131,46,17,7,7,73,21,52,60,0,36,14,3,22,1,2,21,1,3,9,4,0,6,9,7,4,1,0,0,0,0,0,17,6,1,8,1,4,2,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,2,1,2,2,1,0,0,0,9,7
8 - Σερρών,213 E.T. Δήμου Νέας Ζίχνης,474,258,8,1,9,249,114,48,7,4,2,66,17,54,41,0,27,7,5,6,3,1,25,3,1,7,7,2,5,14,19,4,4,1,10,3,1,1,10,2,3,4,0,0,2,0,10,6,2,2,1,3,1,2,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,6,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,2,0,1,0,0,0,4,1,2,4,1,1,0,0,0,0,0,1,0,0,1,0,0,7,5
8 - Σερρών,214 E.T. Δήμου Νέας Ζίχνης,498,282,3,3,6,276,143,62,6,10,9,73,17,62,38,0,23,6,1,10,0,2,35,0,4,14,7,3,6,22,18,5,6,0,4,0,1,3,12,3,3,7,2,1,0,0,7,2,1,1,2,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,3,1,1,2,1,0,6,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,5,5
8 - Σερρών,215 E.T. Δήμου Νέας Ζίχνης,457,266,0,0,0,266,135,64,6,8,1,94,19,38,39,0,27,10,0,9,2,1,28,2,2,14,8,1,3,13,14,6,4,1,7,1,0,1,6,1,1,4,0,1,2,0,5,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,2,2,0,0,5,2,1,1,2,1,8,3,3,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,4,2,1,3,2,0,0,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,2,1,1,0,1,1,0,0,6,4
8 - Σερρών,216 E.T. Δήμου Νέας Ζίχνης,456,203,4,1,5,198,98,32,1,5,0,40,23,54,25,0,16,2,2,6,0,0,24,4,2,4,0,1,7,20,6,1,0,0,2,3,0,4,14,1,4,9,2,0,0,2,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,7,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,8,6
8 - Σερρών,217 E.T. Δήμου Νέας Ζίχνης,519,304,8,1,9,295,177,75,4,14,6,61,45,90,31,0,22,0,3,4,0,0,28,2,0,1,6,5,2,22,15,9,6,1,5,0,3,4,16,5,3,9,2,1,0,2,3,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,1,1,0,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,2,1,1,2,0,0,0,0,0,3,2,1,1,0,0,0,0,4,2
8 - Σερρών,218 E.T. Δήμου Νέας Ζίχνης,415,243,7,2,9,234,121,33,6,13,4,74,32,36,27,0,12,10,2,2,0,2,22,1,1,2,7,2,3,11,21,2,15,4,1,9,0,3,17,8,3,7,1,2,0,0,2,0,0,0,0,0,0,0,4,4,1,2,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,0,0,1,1,2,4,1,1,1,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1
8 - Σερρών,219 E.T. Δήμου Νέας Ζίχνης,428,196,5,0,5,191,97,43,3,10,3,62,11,42,20,0,10,2,1,5,0,4,24,2,1,3,6,1,9,12,7,6,1,1,0,1,1,1,11,1,1,7,1,0,1,2,3,0,1,0,0,1,0,2,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,1,1,6,5,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,5,1,2,0,1,3,0,0,0,0,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4
8 - Σερρών,220 E.T. Δήμου Νέας Ζίχνης,449,223,5,0,5,218,110,40,3,14,8,60,15,43,33,0,23,2,2,3,0,4,19,3,2,7,3,3,2,15,6,3,1,1,0,1,1,1,17,1,4,7,2,3,2,3,3,0,0,1,0,2,1,0,1,1,0,1,0,0,0,0,0,0,2,0,1,0,1,1,1,0,3,1,0,1,1,0,10,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,5,2
8 - Σερρών,221 E.T. Δήμου Νέας Ζίχνης,460,228,5,4,9,219,97,39,6,9,6,51,17,30,39,0,21,9,6,6,3,5,26,2,1,4,6,5,0,20,7,2,2,2,2,4,1,0,19,1,7,5,4,0,0,1,2,0,0,0,0,1,1,0,4,2,1,2,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,8,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,3,2,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2
8 - Σερρών,222 E.T. Δήμου Νέας Ζίχνης,461,248,7,1,8,240,102,44,3,22,2,41,14,49,29,0,13,6,3,7,1,4,42,4,2,3,14,6,8,31,13,6,3,2,0,3,1,0,17,3,1,10,3,2,2,1,3,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,13,1,5,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,6,0,6,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,4,4
8 - Σερρών,223 E.T. Δήμου Νέας Ζίχνης,597,295,5,3,8,287,109,26,1,7,0,60,30,49,87,0,86,14,0,2,0,2,41,4,8,9,11,2,12,18,11,3,1,4,1,2,7,0,10,1,0,5,0,0,0,3,5,1,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,3,1,0,2,2,2,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,3,2
8 - Σερρών,224 E.T. Δήμου Νέας Ζίχνης,493,240,6,1,7,233,109,44,4,3,2,57,28,40,31,0,15,2,0,7,0,4,36,3,7,10,5,1,2,20,16,7,6,0,4,2,2,3,17,3,4,13,3,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,0,2,2,1,0,1,0,1,0,0,3,3,1,0,1,1,0,0,2,2
8 - Σερρών,225 E.T. Δήμου Νέας Ζίχνης,478,201,7,0,7,194,94,36,1,1,4,37,31,43,15,0,13,1,0,2,0,0,42,3,2,10,14,0,3,22,12,6,3,5,1,2,1,1,16,6,3,10,1,1,1,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1,1,2,0,0,0,4,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
8 - Σερρών,226 E.T. Δήμου Νέας Ζίχνης,487,198,1,1,2,196,107,48,1,4,1,65,21,32,5,0,4,1,0,0,0,0,40,3,1,16,8,0,1,22,11,4,6,1,2,1,4,1,12,4,5,4,2,1,0,0,2,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,7,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
8 - Σερρών,227 E.T. Δήμου Νέας Ζίχνης,460,219,3,2,5,214,103,41,1,1,5,41,30,40,30,0,18,3,2,6,0,3,39,4,1,16,13,0,5,27,14,6,6,0,4,2,5,1,7,2,1,4,4,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,9,1,4,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,3,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8 - Σερρών,228 E.T. Δήμου Νέας Ζίχνης,404,226,2,0,2,224,127,58,5,4,9,70,17,47,31,0,17,4,1,7,0,2,36,1,0,18,5,6,5,18,5,0,0,1,2,0,0,2,1,0,0,1,0,0,0,0,4,1,1,1,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,5,0,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
8 - Σερρών,229 E.T. Δήμου Νέας Ζίχνης,418,216,0,0,0,216,111,37,1,7,16,77,21,38,24,0,20,4,1,6,2,3,43,1,0,20,5,18,2,40,2,1,1,0,0,1,0,0,14,6,3,5,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,3,0,0,2,0,0,2,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
8 - Σερρών,230 E.T. Δήμου Νέας Ζίχνης,350,168,7,0,7,161,82,41,0,3,0,36,20,42,16,0,9,0,0,2,1,0,20,1,1,14,2,0,3,13,15,4,10,0,11,0,1,1,7,0,0,4,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,6,0,0,5,0,0,4,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
8 - Σερρών,231 E.T. Δήμου Νέας Ζίχνης,377,199,9,1,10,189,90,49,1,1,3,31,13,47,10,0,6,0,0,0,1,1,29,1,2,13,5,4,1,17,20,7,10,1,10,0,4,0,13,0,1,11,0,7,1,0,5,1,0,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,5,1
8 - Σερρών,232 E.T. Δήμου Νέας Ζίχνης,458,249,1,2,3,246,119,44,11,4,5,72,8,38,32,0,18,3,1,6,1,2,31,1,4,7,10,5,7,9,8,1,2,2,0,3,1,3,18,4,4,5,4,2,2,0,7,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,11,7,2,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,1,0,0,0,2,2,7,6
8 - Σερρών,233 E.T. Δήμου Νέας Ζίχνης,254,111,2,0,2,109,60,33,0,0,0,46,11,20,11,0,10,4,0,4,0,0,11,1,1,0,6,0,0,8,1,1,0,1,0,0,0,0,7,2,1,4,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
