ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΒΑΔΙΚΟΛΙΟΥ ΦΩΤΕΙΝΗ του Θεοδώρου,ΒΕΡΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΔΡΟΥΜΠΛΗ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Φιντία,ΖΑΡΑΚΗ ΕΥΘΑΛΙΑ (ΝΑΤΑΛΙ) του Παντελή,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΥΜΠΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Αριστείδη,ΣΑΒΒΙΔΟΥ ΙΟΡΔΑΝΑ του Αναστασίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΚΑΛΠΑΤΣΙΝΙΔΟΥ ΕΥΔΟΞΙΑ (ΕΥΗ) του Απόστολου,ΚΑΡΙΠΟΓΛΟΥ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΠΑΖΟΓΛΟΥ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΣΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,Κ.Κ.Ε.,ΒΕΛΙΩΤΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΔΙΜΗΖΑΣ ΠΕΤΡΟΣ του Ηλία,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαράλαμπου,ΣΙΔΕΡΗ ΜΕΤΑΞΙΑ (ΞΕΝΙΑ) του Γεωργίου,ΤΟΥΣΚΑ ΕΛΕΝΗ του Μιχαήλ,ΦΑΡΜΑΚΗΣ ΠΑΥΛΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ελληνική Λύση - Κ. Βελόπουλος,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΟΥΛΑΣ ΠΕΤΡΟΣ του Ιωάννη,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,ΧΟΥΡΟΥΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΕΝΙΟΥ ΦΩΤΕΙΝΗ του Αθανασίου,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΚΟΤΡΩΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΜΠΟΥΝΤΟΥΡΙΔΗΣ ΘΩΜΑΣ του Δημοσθένη,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΠΙΣΚΙΟΥΛΗΣ ΜΙΧΑΗΛ του Αλέξανδρου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΘΑΝΑΣΙΑΔΗΣ ΕΥΑΓΓΕΛΟΣ του Αναστάσιου,ΠΑΤΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΠΕΤΡΑΚΙΔΟΥ ΦΩΤΕΙΝΗ του Ευστρατίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΜΠΑΪΡΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΗΝΑΚΑΚΗ ΝΕΦΕΛΗ του Βασιλείου,ΣΤΑΝΙΤΣΑΣ ΑΝΕΣΤΗΣ του Γεωργίου,Κίνημα 21,ΣΜΥΡΝΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΛΗΜΝΑΙΟΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΒΙΔΟΠΟΥΛΟΥ ΦΑΝΗ του Κωνσταντίνου,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΚΩΣΤΟΠΟΥΛΟΣ ΑΡΧΟΝΤΗΣ του Αλεξάνδρου,ΝΙΚΟΛΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,ΝΙΚΗ,ΒΑΡΩΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΔΑΝΔΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Θεοδώρου,ΜΑΛΑΜΟΓΛΟΥ ΕΥΔΟΚΙΑ του Ιωάννη,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΣΙΤΖΙΡΑ-ΜΠΟΛΛΑ ΚΛΕΟΝΙΚΗ του Εμμανουήλ,κοινωνία αξιών,ΦΕΝΕΚΟΥ ΜΑΛΒΙΝΑ-ΑΓΓΕΛΙΚΗ του Στυλιανού,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΙΑΜΑΝΤΑΚΟΥ ΘΕΟΔΩΡΑ - ΜΑΡΙΑ του Γεώργιου,ΔΟΦΑΛΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Σίμων,ΖΥΜΒΡΑΓΑΚΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΠΑΠΑΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΣΙΡΟΥ ΔΗΜΗΤΡΑ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΚΑΦΟΥΡΟΥ ΜΑΡΙΑ του Εμμανουήλ,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδων,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Χρήστου,ΚΑΡΑΠΑΛΙΣΗ ΕΥΑΓΓΕΛΙΑ του Θεοδώρου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ένωση Κεντρώων,ΒΡΟΤΣΟΥ ΜΑΡΙΕΤΤΑ του Δημητρίου,ΕΚΟΥΤΣΙΔΗΣ ΜΑΡΙΟΣ του Αβραάμ,ΛΕΒΕΝΤΗ ΕΛΕΝΗ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΤΖΙΑΒΑΣΙΛΗ ΚΑΤΕΡΙΝΑ του Ζαχαρία,ΠΑΛΙΑΤΣΙΟΣ ΔΗΜΗΤΡΙΟΣ του Στέργιος,ΦΩΤΙΑΔΗΣ ΣΑΒΒΑΣ του Ιωάννη,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΒΡΑΜΙΔΟΥ ΒΑΣΙΛΕΙΑ του Κυριάκου,ΑΜΑΞΟΠΟΥΛΟΣ ΗΛΙΑΣ του Στεφάνου,ΓΙΩΣΑΣ ΑΠΟΣΤΟΛΟΣ του Αθανασίου,ΕΛΑΙΑΣ ΑΝΔΡΕΑΣ του Γρηγορίου,ΤΟΡΛΑΚΙΔΟΥ ΣΟΦΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΑΜΒΑΚΑΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΡΟΠΟΥΛΟΥ ΟΥΡΑΝΙΑ ΜΑΡΙΑ του Ευάγγελου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΚΩΝΗΣ ΠΕΤΡΟΣ του Αποστόλου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΣΛΑΝΙΔΟΥ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΔΗΜΗΤΡΙΑΔΟΥ ΔΕΣΠΟΙΝΑ του Κίμωνα,ΚΑΡΡΑΣ ΔΗΜΗΤΡΙΟΣ του Δαμιανού,ΝΙΚΟΛΑΪΔΗΣ ΣΤΑΥΡΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΚΟΥΤΣΗ ΑΙΚΑΤΕΡΙΝΗ του Βασίλ,ΕΑΝ...,ΓΕΩΡΓΙΑΔΗ ΣΑΒΒΑΣ του Θωμά,ΘΕΟΔΟΣΙΟΥ ΑΝΑΣΤΑΣΙΑ του Γεωργίου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΜΙΧΑΗΛ του Βασιλείου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΑΒΒΙΔΗΣ ΣΑΒΒΑΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΕΥΑΓΓΕΛΙΔΟΥ ΚΑΛΛΙΟΠΗ του Ιωάννη
8 - Σερρών,184 E.T. Δήμου Ηράκλειας,375,236,2,0,2,234,94,33,1,15,3,46,9,50,22,0,4,4,2,9,0,4,50,13,5,10,4,4,13,21,16,2,10,1,2,9,2,1,20,2,1,14,0,1,4,13,1,0,1,0,0,1,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,11,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,5
8 - Σερρών,185 E.T. Δήμου Ηράκλειας,387,256,5,0,5,251,117,34,0,8,1,54,26,68,16,0,9,0,3,5,0,3,35,7,6,12,3,3,9,12,15,6,5,5,1,4,1,1,30,4,3,12,3,2,1,17,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,14,3,6,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,2,8,6
8 - Σερρών,186 E.T. Δήμου Ηράκλειας,431,230,5,0,5,225,69,38,0,0,1,26,19,25,32,0,16,4,1,6,0,6,25,0,2,2,7,0,2,18,4,0,2,1,1,0,2,0,25,2,2,16,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0,1,0,1,0,34,17,9,12,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,4,4,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,0,3,2,15,11
8 - Σερρών,187 E.T. Δήμου Ηράκλειας,397,216,3,1,4,212,54,27,1,1,2,32,19,15,29,0,16,0,4,3,1,3,43,1,5,7,10,1,1,30,3,1,0,2,0,0,0,0,24,5,6,14,1,2,3,2,8,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,14,6,1,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,1,2,1,0,0,0,0,3,2,0,0,0,0,2,1,15,10
8 - Σερρών,188 E.T. Δήμου Ηράκλειας,471,225,2,0,2,223,128,51,7,5,3,75,18,54,35,0,13,4,4,15,3,7,20,4,9,2,7,1,1,5,6,1,0,1,0,2,1,0,11,3,0,3,3,0,3,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,1,1,1,0,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,2,2,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,0,1,0,0,1,1
8 - Σερρών,189 E.T. Δήμου Ηράκλειας,473,192,2,0,2,190,94,48,2,2,2,48,13,37,35,0,10,5,2,16,0,15,14,1,8,5,0,0,2,4,10,4,1,1,1,0,3,1,19,4,2,10,4,0,0,9,2,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,3,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1
8 - Σερρών,190 E.T. Δήμου Ηράκλειας,472,194,4,0,4,190,120,64,9,8,4,52,17,46,14,0,7,4,1,2,0,4,6,0,2,0,0,0,2,2,6,3,1,1,1,2,0,0,14,2,2,7,3,0,2,2,4,3,2,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,5,3,3,1,0,0,1,1,0,9,4,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
8 - Σερρών,191 E.T. Δήμου Ηράκλειας,467,206,4,1,5,201,113,48,3,3,9,60,21,46,25,0,12,2,4,11,1,8,21,1,14,7,2,3,1,7,1,0,0,1,0,1,0,0,15,4,2,9,6,0,1,4,2,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,4,2,3,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,4,4,5,5
8 - Σερρών,192 E.T. Δήμου Ηράκλειας,472,236,9,0,9,227,147,52,14,1,5,73,37,68,27,0,17,4,0,9,0,3,10,0,1,4,8,0,2,1,6,1,5,0,1,3,1,1,18,7,4,6,1,0,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,3,2,0,0,1,1,0,0,0,1,4,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,5,3
8 - Σερρών,193 E.T. Δήμου Ηράκλειας,405,225,7,1,8,217,81,28,2,1,19,40,15,30,40,0,10,0,3,16,5,4,14,0,8,0,3,0,1,4,2,0,0,0,0,2,0,2,39,7,4,11,1,3,10,15,3,2,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,2,2,0,0,3,1,1,0,1,1,0,0,0,0,6,4,0,3,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,0,9,6
8 - Σερρών,194 E.T. Δήμου Ηράκλειας,172,112,2,0,2,110,49,19,8,1,7,5,23,31,15,0,9,2,1,10,1,1,33,0,33,9,7,0,0,0,3,0,0,2,1,0,1,0,1,0,0,0,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8 - Σερρών,195 E.T. Δήμου Ηράκλειας,372,123,1,1,2,121,67,33,5,5,6,25,12,28,16,0,5,4,0,5,3,3,5,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,5,0,2,2,1,0,0,0,5,3,1,0,1,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,8,2,6,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
8 - Σερρών,196 E.T. Δήμου Ηράκλειας,415,144,0,0,0,144,105,62,1,4,12,32,18,48,11,0,3,1,0,3,0,8,12,1,6,1,2,2,3,5,2,0,0,0,0,0,0,1,5,0,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
8 - Σερρών,197 E.T. Δήμου Ηράκλειας,384,129,4,1,5,124,62,29,3,7,4,34,16,20,12,0,2,1,2,1,0,3,17,2,6,3,1,2,2,6,1,1,0,0,1,0,0,0,7,2,2,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0,10,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,8,3
8 - Σερρών,198 E.T. Δήμου Ηράκλειας,531,285,6,0,6,279,148,46,18,2,3,82,27,99,16,0,5,1,2,3,5,7,32,5,13,8,4,5,3,25,2,0,0,1,2,1,0,0,26,1,1,6,7,0,4,15,8,2,3,1,0,3,0,1,4,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,1,0,1,0,20,6,5,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,1,1,0,0,2,2,0,0,0,1,0,0,1,1,4,3,2,1,0,0,0,0,0,2,2,1,0,0,1,1,1,4,4
8 - Σερρών,199 E.T. Δήμου Ηράκλειας,520,255,7,0,7,248,135,57,11,3,6,93,27,47,19,0,11,2,2,5,1,4,13,0,6,1,3,8,0,4,1,1,0,0,0,0,0,1,24,4,2,6,1,0,4,15,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,16,0,0,0,0,16,12,7,7,4,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,3,2
8 - Σερρών,200 E.T. Δήμου Ηράκλειας,514,291,5,0,5,286,134,41,8,3,11,71,38,47,25,0,5,3,4,3,4,15,21,0,5,0,13,8,0,13,1,0,0,0,0,0,0,0,31,5,1,6,2,1,4,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,4,0,0,0,0,4,19,12,6,8,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,32,28,6,3
8 - Σερρών,201 E.T. Δήμου Νέας Ζίχνης,527,287,5,0,5,282,113,31,8,8,4,54,26,48,50,0,33,10,6,8,0,4,41,5,6,9,9,0,10,25,14,3,4,5,5,1,3,3,25,5,0,8,5,1,7,3,5,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,1,1,10,7,1,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,4
8 - Σερρών,202 E.T. Δήμου Νέας Ζίχνης,524,272,6,0,6,266,122,28,8,2,1,61,42,61,32,0,10,9,5,9,0,2,35,7,3,8,6,1,7,20,10,3,2,1,3,1,0,0,31,8,2,18,4,2,8,3,4,2,2,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,4,2,1,1,2,0,10,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,4,4
8 - Σερρών,203 E.T. Δήμου Νέας Ζίχνης,535,301,3,0,3,298,158,41,9,9,3,88,33,65,40,0,23,12,2,5,0,1,26,5,4,3,5,2,8,10,9,1,2,2,2,0,0,0,30,6,6,11,5,5,6,0,3,0,0,0,0,1,1,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,7,5
8 - Σερρών,204 E.T. Δήμου Νέας Ζίχνης,518,266,4,1,5,261,124,35,2,4,3,55,22,69,34,0,15,4,2,8,0,0,26,2,6,3,3,0,7,11,13,6,6,2,1,1,1,0,29,6,3,14,11,4,0,3,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,2,1,2,0,1,0,0,0,0,0,8,3,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,10,8
8 - Σερρών,205 E.T. Δήμου Νέας Ζίχνης,501,248,8,3,11,237,114,45,6,6,0,59,16,59,36,0,17,10,1,11,0,2,25,3,7,3,3,3,3,11,8,1,4,1,4,3,0,0,21,7,4,6,5,1,4,0,8,0,3,3,2,0,1,3,3,2,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,8,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,0,0,0,0,0,0,3,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,2
8 - Σερρών,206 E.T. Δήμου Νέας Ζίχνης,385,185,0,2,2,183,116,39,2,3,3,61,45,52,7,0,6,2,0,1,1,0,22,5,0,1,9,4,6,11,6,0,0,4,2,2,0,0,11,3,2,2,3,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,3,0,2,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,2,0,0,1,1,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,5,4
8 - Σερρών,207 E.T. Δήμου Νέας Ζίχνης,376,216,3,3,6,210,114,56,4,0,3,46,39,55,24,0,15,2,0,7,1,1,28,3,3,6,10,3,2,21,9,2,1,3,1,1,1,0,4,0,0,3,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,2,3,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,3,0,1,1,0,0,0,2,0,0,0,0,0,7,5
8 - Σερρών,208 E.T. Δήμου Νέας Ζίχνης,196,67,1,0,1,66,27,9,2,0,1,15,5,12,15,0,5,4,2,1,0,4,11,0,3,0,3,1,2,5,0,0,0,0,0,0,0,0,4,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
