ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΓΙΑΝΝΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αριστείδη,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ (ΝΙΚΗ) του Οδυσσέα,ΣΑΡΑΛΙΩΤΟΥ ΜΑΡΙΑ του Θεοδώρου,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ (ΔΙΟΝΥΣΗΣ) του Ευαγγέλου,ΣΥΡΙΖΑ,ΔΑΝΤΣΗ ΠΑΡΑΣΚΕΥΗ (ΕΥΗ) του Τρύφωνα,ΜΠΑΛΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΜΠΑΜΠΑΛΗΣ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Χρήστου,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΥΡΙΔΟΥ ΣΟΦΙΑ του Κωνσταντίνου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΝΟΥΣΗΚΥΡΟΥ ΑΛΚΙΒΙΑΔΗΣ (ΑΛΚΗΣ) του Γεωργίου,ΞΥΛΟΥΡΓΙΔΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΤΣΑΛΤΑΦΕΡΙΔΗΣ ΑΠΟΣΤΟΛΟΣ του Στυλιανού,Κ.Κ.Ε.,ΚΟΥΤΟΥΦΗΣ ΘΕΟΦΑΝΗΣ του Χριστόδουλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΜΠΑΛΑΤΣΟΥ ΠΕΡΙΣΤΕΡΑ ΣΤΕΛΛΑ του Ιωάννη,ΞΕΦΤΕΡΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΑΡΙΔΟΥ ΣΟΦΙΑ του Ευριπίδη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΥΠΙΔΗΣ ΣΟΦΟΚΛΗΣ του Κωνσταντίνου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΜΠΑΡΜΠΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΤΖΙΓΚΑΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΤΣΑΚΙΡΙΔΗΣ-ΠΑΛΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΧΑΡΗΣ) του Σάββα,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΚΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΒΟΝΤΣΗ ΣΩΤΗΡΙΑ του Δημητρίου,ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευαγγέλου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΛΚΑΝΗ ΙΦΙΓΕΝΕΙΑ του Ιωάννη,ΚΑΤΛΑΜΟΥΣΗ ΙΩΑΝΝΑ του Δημητρίου,ΚΕΧΑΓΙΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,Κίνημα 21,ΓΟΥΓΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΖΙΑΝΝΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΟΥΦΑΛΗΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνος,ΛΙΑΚΟΥΛΗ ΦΑΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΝΙΚΗ,ΒΑΣΙΛΕΙΑΔΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΓΑΛΑΝΤΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΚΑΡΑΣΑΒΒΙΔΗΣ ΓΕΩΡΓΙΟΣ του Βιτάνη,ΜΑΚΡΙΔΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΜΑΡΑΝΤΙΔΟΥ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΑΒΟΥΛΑΡΗ ΕΛΕΝΗ του Αναστασίου,κοινωνία αξιών,ΧΑΡΑΛΑΜΠΟΥΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΙΑΝΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ευάγγελου,ΔΗΜΗΤΡΙΑΔΟΥ ΑΝΤΩΝΙΑ του Κυριάκου,Ο.Α.Κ.Κ.Ε.,ΓΚΙΟΥΛΑΚΗΣ ΣΤΕΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Κωνσταντίνου,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΠΟΥΤΑΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Θεμιστοκλή,ΣΤΡΕΠΚΟΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΒΑΝΙΔΟΥ ΒΑΣΙΛΙΚΗ του Προδρόμου,ΚΥΖΥΡΙΔΟΥ ΕΙΡΗΝΗ του Θεόφιλου,ΤΣΟΥΜΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΡΟΥΤΙΟΥΝΙΑΝ- ΔΗΜΗΤΡΙΑΔΟΥ ΙΡΜΑ- ΕΙΡΗΝΗ του Ράφαελ,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΩΣΤΑ ΑΘΑΝΑΣΙΑ του Σταύρου,ΟΥΡΕΪΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΕΛΤΣΟΥ ΜΑΡΙΑ του Οδυσσέα,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΧΑΤΖΗΜΙΧΑΗΛ ΑΝΤΩΝΙΟΣ του Ζαχαρία,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΕΑΝ...,ΔΕΛΗΧΑΤΖΟΓΛΟΥ ΠΡΟΔΡΟΜΟΣ του Ελευθερίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΛΕΥΚΗ ΜΑΡΙΝΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,204 E.T. Δήμου Πέλλας,398,273,9,1,10,263,138,92,12,55,4,10,39,38,5,2,0,7,8,31,40,26,7,3,15,6,3,3,2,0,0,1,0,1,21,5,17,0,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,10,2,8,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1
11 - Πέλλας,205 E.T. Δήμου Πέλλας,464,230,6,0,6,224,95,45,5,43,4,1,32,31,5,5,0,4,6,21,25,11,2,2,13,0,0,3,0,0,0,0,0,2,34,4,25,3,2,0,0,6,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,3,14,2,11,2,2,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,4,1
11 - Πέλλας,206 E.T. Δήμου Πέλλας,458,201,3,1,4,197,89,41,9,47,8,6,36,34,7,5,2,8,7,18,11,7,1,0,2,3,0,6,0,3,1,0,0,2,18,4,14,1,0,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,1,5,14,3,8,1,5,7,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,7,5
11 - Πέλλας,207 E.T. Δήμου Πέλλας,430,207,3,2,5,202,98,40,6,45,4,2,46,23,3,3,2,7,1,12,20,6,1,3,7,6,3,9,0,2,1,0,0,8,21,3,15,1,2,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,1,19,8,18,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
11 - Πέλλας,208 E.T. Δήμου Πέλλας,444,306,7,2,9,297,113,75,15,22,26,5,47,80,17,4,6,14,6,62,16,4,5,7,1,0,4,1,0,0,1,0,0,0,35,5,19,11,1,2,4,4,1,2,0,2,1,2,3,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,32,6,29,4,2,7,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,5,4
11 - Πέλλας,209 E.T. Δήμου Πέλλας,446,301,4,1,5,296,171,104,31,42,20,13,112,57,12,2,2,6,10,49,14,8,3,7,1,0,1,3,0,2,0,0,1,0,18,8,6,1,1,0,2,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,2,1,1,0,0,0,2,0,0,1,2,18,2,18,0,3,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0
11 - Πέλλας,210 E.T. Δήμου Πέλλας,448,328,2,1,3,325,118,59,3,48,11,16,47,109,21,2,2,2,16,102,24,13,1,3,6,6,1,4,2,0,1,1,2,0,30,11,12,6,4,2,4,9,0,3,0,1,2,1,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,3,11,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,5,2
11 - Πέλλας,211 E.T. Δήμου Πέλλας,532,313,8,1,9,304,121,71,3,33,4,4,61,44,5,11,12,6,7,23,45,34,11,3,2,5,6,3,2,2,0,0,0,2,36,18,7,4,3,5,5,8,3,1,0,2,0,3,1,1,1,1,1,0,0,1,0,0,0,0,4,3,3,1,1,2,0,16,8,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,3,2,1,0,14,9
11 - Πέλλας,212 E.T. Δήμου Πέλλας,530,330,3,0,3,327,143,86,0,32,5,5,66,35,3,4,2,5,2,18,47,26,11,3,6,6,7,5,0,2,1,0,0,0,42,23,7,7,6,1,5,5,0,2,0,0,2,3,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,30,13,17,1,1,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2,0,1,1,1,0,6,5
11 - Πέλλας,213 E.T. Δήμου Πέλλας,514,322,4,2,6,316,142,71,2,43,3,8,73,57,4,9,13,12,1,38,35,11,14,0,4,5,11,9,3,5,2,0,0,4,22,12,6,3,0,1,2,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,24,15,11,2,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,8,5
11 - Πέλλας,214 E.T. Δήμου Πέλλας,529,292,4,1,5,287,139,86,2,24,3,6,72,31,2,6,4,2,1,25,27,17,13,1,0,2,4,4,1,0,2,0,0,3,25,13,9,2,1,5,1,11,2,3,0,1,1,8,0,0,1,0,0,1,1,2,1,0,0,1,1,1,2,1,0,0,1,25,13,17,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,2,2,2,0,0,0,0,1,0,0,0,1,0,2,2,8,4
11 - Πέλλας,215 E.T. Δήμου Πέλλας,567,383,6,1,7,376,167,140,24,14,4,82,0,64,9,4,9,19,6,36,74,69,6,1,3,11,1,7,4,2,2,0,0,1,30,15,29,0,0,2,2,3,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,3,0,1,0,1,0,1,0,0,6,4,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,1,1,0,0,0,0,3,3,1,1,10,5
11 - Πέλλας,216 E.T. Δήμου Πέλλας,549,372,2,1,3,369,192,140,8,30,9,7,76,44,2,2,4,23,5,28,66,56,8,3,3,6,5,10,2,2,1,2,0,4,20,7,5,1,2,2,1,3,1,0,0,0,0,2,1,1,0,0,0,0,0,4,0,0,4,1,1,0,2,1,0,0,0,14,3,10,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,7,6
11 - Πέλλας,217 E.T. Δήμου Πέλλας,551,384,3,0,3,381,168,88,6,35,6,9,95,70,8,2,6,21,2,40,66,55,6,2,8,11,0,3,0,0,0,0,0,3,23,9,8,2,1,2,3,5,1,2,0,0,1,0,1,1,0,0,0,0,0,4,1,0,2,2,2,1,3,2,1,1,1,17,5,5,1,1,4,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,2,0,0,0,10,7
11 - Πέλλας,218 E.T. Δήμου Πέλλας,599,392,6,1,7,385,186,111,12,52,16,8,60,59,7,7,5,8,5,44,32,15,10,1,5,2,6,11,4,2,2,2,0,2,24,5,6,1,2,2,3,5,4,1,2,1,1,0,1,0,1,1,1,0,0,2,1,0,2,1,0,0,2,1,1,0,0,24,15,15,3,0,2,1,0,0,0,0,0,0,0,1,1,7,0,6,4,0,2,1,1,0,0,4,2,6,6,4,0,0,4,3,3,2,1,1,2,1,2,0,7,6
11 - Πέλλας,219 E.T. Δήμου Πέλλας,407,282,0,0,0,282,129,89,7,41,17,1,22,45,3,0,3,16,1,36,29,14,11,3,4,11,0,6,1,1,0,1,1,0,32,13,14,3,2,0,5,5,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,2,13,2,11,3,1,0,3,0,0,0,0,0,0,0,1,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,1,0,0,0,7,5
11 - Πέλλας,220 E.T. Δήμου Πέλλας,535,280,1,0,1,279,116,85,5,33,5,5,55,46,7,7,11,14,12,26,38,27,13,3,8,1,7,7,1,3,1,1,1,0,24,15,5,7,3,1,5,4,1,0,0,2,0,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,3,20,10,12,0,2,3,4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,3,2,0,1,0,0,0,0,0,0,0,2,2,1,0,2,2,0,0,2,2,5,4
11 - Πέλλας,221 E.T. Δήμου Πέλλας,522,314,9,1,10,304,148,107,3,30,7,13,52,47,4,2,2,17,8,34,39,26,12,5,4,7,12,4,0,0,1,0,0,1,31,21,9,0,1,0,6,6,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,14,9,7,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,5,4,0,0,0,0,0,0,0,0,3,3
11 - Πέλλας,222 E.T. Δήμου Πέλλας,538,280,4,1,5,275,112,81,4,24,4,6,63,40,6,4,5,9,7,28,45,32,4,3,12,12,8,13,2,2,5,3,1,1,17,8,7,3,3,0,3,9,2,2,0,1,0,2,1,1,0,0,0,0,0,2,2,1,0,1,0,0,1,0,0,0,0,16,7,13,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,2,0,0,3,3,0,0,0,0,0,0,1,0,11,10
11 - Πέλλας,223 E.T. Δήμου Πέλλας,536,317,5,0,5,312,114,87,5,25,3,3,58,81,4,3,14,33,11,58,52,36,20,7,5,11,8,2,1,0,0,0,0,0,22,15,6,2,2,0,5,4,0,1,1,0,2,1,2,2,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,16,8,11,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,2,2,0,0,1,1,1,1,0,0,1,0,1,0,8,8
11 - Πέλλας,224 E.T. Δήμου Πέλλας,557,294,2,0,2,292,137,90,5,40,4,3,67,56,4,2,7,26,4,38,39,27,14,5,9,4,6,4,2,0,1,1,0,3,22,13,2,2,4,0,8,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,19,13,12,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2
11 - Πέλλας,225 E.T. Δήμου Πέλλας,420,293,6,2,8,285,125,72,28,21,5,3,56,39,5,4,3,9,2,30,35,25,13,3,5,8,5,5,2,2,1,0,0,0,51,48,6,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,13,5,11,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,6
11 - Πέλλας,226 E.T. Δήμου Πέλλας,435,306,9,1,10,296,155,81,22,45,5,3,76,31,2,6,3,10,1,18,18,15,6,3,1,3,2,12,1,4,5,0,0,2,38,36,1,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,20,7,14,4,1,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,6,5,2,1,0,0,1,0,0,0,4,3
11 - Πέλλας,227 E.T. Δήμου Πέλλας,422,278,5,0,5,273,114,74,7,24,1,11,41,56,4,2,2,11,2,48,38,29,8,2,3,6,1,5,1,2,1,2,0,2,26,6,10,2,2,6,5,5,1,1,0,1,1,1,4,3,0,0,0,0,0,2,1,0,1,1,1,1,0,0,0,0,0,8,2,2,0,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,3
11 - Πέλλας,228 E.T. Δήμου Πέλλας,292,223,1,0,1,222,129,83,21,35,4,1,33,29,4,5,5,7,1,24,6,3,0,1,1,0,0,13,2,3,0,5,0,2,18,5,10,0,2,2,1,7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,9,0,8,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3
11 - Πέλλας,229 E.T. Δήμου Πέλλας,459,319,8,1,9,310,115,57,3,42,7,7,47,47,2,4,4,12,4,35,50,26,4,3,12,15,1,7,1,3,1,1,1,3,19,4,10,3,3,1,1,1,0,0,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,46,4,46,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,1,1,2,2,0,1,1,0,0,0,0,0,0,2,2,0,0,9,9
11 - Πέλλας,230 E.T. Δήμου Πέλλας,463,329,5,0,5,324,146,87,5,45,4,6,72,66,8,2,1,10,2,56,45,28,8,7,5,10,3,8,2,1,3,0,1,1,21,6,9,0,3,4,3,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,28,8,24,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
11 - Πέλλας,231 E.T. Δήμου Πέλλας,461,313,8,1,9,304,107,44,8,32,8,7,52,72,10,4,5,20,3,57,48,23,7,10,10,12,3,14,0,6,4,2,0,1,15,6,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,3,1,0,0,1,32,2,30,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
11 - Πέλλας,232 E.T. Δήμου Πέλλας,456,348,10,0,10,338,110,52,4,34,12,2,51,105,8,3,3,43,19,79,61,32,9,13,24,11,2,0,0,0,0,0,0,0,10,4,5,0,1,0,1,4,0,2,0,0,1,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0,2,0,1,1,0,36,0,36,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
11 - Πέλλας,233 E.T. Δήμου Πέλλας,560,365,1,0,1,364,156,93,8,53,13,7,58,64,7,3,8,9,4,45,55,34,9,7,8,4,4,18,2,3,5,7,0,4,35,18,10,4,5,0,7,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,1,10,5,5,0,0,1,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,9,6
11 - Πέλλας,234 E.T. Δήμου Πέλλας,487,334,5,1,6,328,183,106,12,87,8,5,82,47,7,3,10,6,2,31,33,22,9,3,3,5,6,5,1,3,1,0,0,2,18,6,8,6,0,1,5,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,13,4,8,0,1,3,7,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,2,2,1,1,1,1,1,1,7,3
11 - Πέλλας,235 E.T. Δήμου Πέλλας,479,344,6,2,8,336,183,79,24,70,17,5,90,45,2,2,7,10,3,31,28,19,5,4,6,1,3,7,2,3,3,0,0,1,23,9,7,3,2,5,1,3,1,1,1,0,2,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,4,1,1,2,0,12,0,6,0,1,4,4,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,2,0,1,0,2,1,1,1,4,3,9,6
11 - Πέλλας,236 E.T. Δήμου Πέλλας,483,292,1,3,4,288,161,82,13,73,5,5,60,59,5,12,6,7,1,36,21,13,2,4,0,4,1,1,1,0,1,0,0,0,22,6,8,5,9,1,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,2,1,0,0,0,0,0,0,1,1,6,2
11 - Πέλλας,237 E.T. Δήμου Πέλλας,492,304,6,1,7,297,146,74,6,73,8,15,47,71,6,15,5,12,2,34,23,14,0,3,2,3,1,5,1,1,0,0,0,2,20,11,4,1,2,1,4,4,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,2,0,0,0,10,0,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,1,0,0,1,0,0,0,0,0,1,1,0,0,5,3
11 - Πέλλας,238 E.T. Δήμου Πέλλας,484,298,3,0,3,295,120,54,25,22,5,3,66,45,7,0,4,13,1,32,40,32,2,9,7,4,3,3,1,0,0,1,0,0,33,9,20,7,1,0,5,9,1,0,0,1,3,7,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,23,3,21,1,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,13,6
11 - Πέλλας,239 E.T. Δήμου Πέλλας,417,296,4,1,5,291,145,72,12,35,5,19,71,38,0,1,0,6,2,31,36,28,6,1,1,1,1,17,8,7,4,5,1,7,18,7,9,5,1,2,2,2,0,1,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,5,16,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0
