ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΓΥΦΤΕΑ ΜΑΡΙΑ-ΕΛΕΝΗ του Δημητρίου,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΙΚΑ ΠΑΝΑΓΙΩΤΑ του Ευαγγέλου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,ΣΥΡΙΖΑ,ΒΕΡΓΙΝΑΔΗ ΜΑΡΙΑ του Νικήτα,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ (ΓΙΟΥΛΑ) του Αντωνίου,ΚΙΟΥΡΗ ΧΑΡΙΚΛΕΙΑ (ΧΑΡΑ) του Δημητρίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΜΑΚΑΡΗΣ ΕΜΜΑΝΟΥΗΛ ΛΕΟΝΑΡΔΟΣ (ΜΑΝΩΛΗΣ) του Ιωάννη,ΣΤΕΦΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Λάμπρου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΔΑΜΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΚΑΖΑΚΟΥ ΑΡΙΣΤΕΑ του Παναγιώτη,ΛΥΜΠΕΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Αντωνίου,ΞΗΡΟΓΙΑΝΝΗΣ ΠΕΡΙΚΛΗΣ του Αλεξάνδρου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΠΩΡΟΣ ΣΠΥΡΟΣ (ΣΠΥΡΙΔΩΝ) του Γεωργίου,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΜΠΟΤΗΣ ΑΡΙΣΤΕΙΔΗΣ (ΑΡΗΣ) του Γεωργίου,ΚΟΥΚΟΥΜΗ ΕΙΡΗΝΗ του Σαράντου,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΡΝΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΝΕΓΡΕΠΟΝΤΗ ΑΝΝΑ του Αντωνίου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΑ του Θεοδώρου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΣΠΑΣΙΑ του Αλεξάνδρου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΠΕΤΡΟΜΙΧΕΛΗ ΠΑΥΛΙΝΑ- ΒΑΣΙΛΙΚΗ του Βασιλείου,ΣΑΚΕΛΛΑΡΙΑΔΗΣ ΗΛΙΑΣ του Παντελή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαραλάμπους,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΘΕΟΔΩΡΑ (ΔΩΡΑ) του Μιχαήλ,ΚΑΝΕΛΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΜΠΑΚΑΣ ΙΑΣΩΝ του Δημητρίου,ΧΡΙΣΤΟΠΟΥΛΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Θεοδώρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΙΑΝΝΕΛΟΥ ΣΟΦΙΑ του Παναγιώτη,ΛΟΥΚΑΚΟΣ ΜΙΛΤΙΑΔΗΣ του Κωνσταντίνου,ΣΟΦΤΣΗΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευστάθιου,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Ο.Κ.Δ.Ε.,ΣΠΙΝΟΣ ΝΙΚΟΛΑΟΣ του Ευστρατίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΕΥΣΤΑΘΙΑ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΧΑΡΙΚΛΕΙΑ του Ιωάννου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΚΟΣΜΑΣ ΑΠΟΣΤΟΛΟΣ του Χρήστου,ΜΑΡΑΝΤΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΝΙΚΟΥ ΔΟΝΑΤΟΣ του Γεωργίου,ΦΕΣΣΑ ΧΡΥΣΟΥΛΑ (ΣΥΛΒΙΑ) του Δημητρίου,Κίνημα 21,ΖΟΡΜΠΑΣ ΒΑΣΙΛΕΙΟΣ του Παύλου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΡΔΑΚΗ ΑΝΝΑ του Σπυρίδωνος,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΤΣΙΚΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,ΝΙΚΗ,ΑΔΑΜΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χαρίλαου,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΕΤΡΑΚΟΠΟΥΛΟΣ ΦΩΤΙΟΣ του Παναγιώτη,ΠΕΤΡΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Νικολάου,ΤΣΙΧΛΑΚΗ ΔΗΜΗΤΡΑ του Σταύρου,κοινωνία αξιών,ΣΙΑΒΕΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΝΔΡΕΑΔΟΥ ΝΑΤΑΛΙΑ του Γεωργίου,ΖΕΠΠΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΥΡΟΜΜΑΤΗ ΖΕΠΠΟΥ ΑΡΓΥΡΩ του Νικολάου,ΠΟΛΥΧΡΟΝΗΣ ΔΗΜΗΤΡΙΟΣ του Σίμου,ΦΩΤΕΙΝΟΣ ΚΩΝΑΣΤΑΝΤΙΝΟΣ του Ιωάννη,Ο.Α.Κ.Κ.Ε.,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διονυσίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΡΒΑΝΙΤΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΚΑΝΔΥΛΑΣ ΣΩΤΗΡΙΟΣ του Δημητρίου,ΠΑΥΛΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Ανδρέα,ΠΕΤΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδων,ΤΣΕΡΠΕΣ ΧΡΟΝΗΣ του Ευσταθίου,Ένωση Κεντρώων,ΓΑΛΛΟΥ ΠΑΝΑΓΙΩΤΑ του Αδάμ,ΔΙΟΝΥΣΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Σωτηρίου,ΚΑΖΑΝΗΣ ΔΗΜΟΣΘΕΝΗΣ του Κωνσταντίνου,ΜΠΕΤΣΙΟΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΨΑΡΡΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΙΖΑ ΚΑΛΛΙΡΟΗ του Κωνσταντίνου,ΚΑΡΑΜΠΑΤΣΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΑΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΛΑΖΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΙΧΑΛΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΒΕΛΑΣ ΒΑΣΙΛΕΙΟΣ του Αλεξίου,ΣΑΡΕΛΛΑ ΧΡΙΣΤΙΝΑ του Φωτίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΚΟΡΓΚΟΛΙΑ ΕΙΡΗΝΗ του Σταύρου,ΓΡΑΜΜΑΤΙΚΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χριστόδουλου,ΚΟΥΒΑΤΣΟΥ ΦΩΤΕΙΝΗ του Κωνσταντίνου,ΜΠΕΝΕΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΓΑΒΡΙΗΛ) του Δημητρίου,ΝΤΡΟΥΛΙΑΣ (ΔΡΟΥΛΙΑΣ) ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΑΝ...,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαραλάμπους,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΑΜΠΡΑΚΟΣ ΛΑΜΠΡΟΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΑΣΙΟΥΛΑ ΛΑΜΠΡΙΝΗ του Αλεξάνδρου
46 - Μεσσηνίας,26 E.T. Δήμου Δυτικής Μάνης,121,62,0,1,1,61,12,12,0,0,5,4,1,9,7,2,1,1,2,0,0,4,4,0,2,0,1,1,2,2,36,1,28,0,5,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,27 E.T. Δήμου Δυτικής Μάνης,186,52,1,0,1,51,13,13,3,1,6,2,2,3,17,8,0,0,3,1,4,13,6,3,2,2,1,3,0,0,7,0,2,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2
46 - Μεσσηνίας,28 E.T. Δήμου Δυτικής Μάνης,313,116,2,1,3,113,54,54,6,9,23,10,15,23,19,3,0,2,7,6,4,12,8,4,4,2,1,1,0,1,18,4,12,1,5,0,0,11,4,2,1,1,1,1,0,0,3,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
46 - Μεσσηνίας,29 E.T. Δήμου Καλαμάτας,477,199,6,1,7,192,79,79,13,10,24,18,8,23,72,9,1,21,7,27,5,30,19,3,10,5,2,2,2,0,2,0,0,0,2,2,0,0,12,4,1,2,3,3,1,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
46 - Μεσσηνίας,30 E.T. Δήμου Καλαμάτας,457,210,2,0,2,208,74,74,12,13,28,29,5,23,37,12,2,5,7,8,11,20,46,4,31,16,3,4,12,0,11,3,2,0,3,0,0,5,18,7,7,2,1,5,1,8,3,1,0,0,1,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,1,0,0,1,0,0,0,0,0
46 - Μεσσηνίας,31 E.T. Δήμου Καλαμάτας,467,231,8,3,11,220,98,98,17,8,39,43,8,29,40,10,2,7,5,16,6,12,38,10,16,13,5,3,4,1,4,0,2,0,3,1,0,0,17,2,6,3,1,2,2,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,2,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,2,0,1,0,1,1,1,1,0,0,5,4
46 - Μεσσηνίας,32 E.T. Δήμου Καλαμάτας,309,123,4,0,4,119,49,49,4,15,8,14,1,25,27,6,4,1,6,8,3,8,20,12,2,1,2,4,0,2,12,7,3,0,5,1,0,1,5,0,0,0,0,0,0,0,6,2,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,33 E.T. Δήμου Καλαμάτας,256,112,1,2,3,109,45,45,5,10,16,14,3,16,30,4,1,2,2,12,3,16,18,12,8,2,3,0,0,1,1,1,1,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
46 - Μεσσηνίας,34 E.T. Δήμου Καλαμάτας,155,94,0,0,0,94,53,53,18,11,7,17,3,23,10,3,0,0,1,5,0,6,15,7,12,3,1,2,0,1,4,2,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
46 - Μεσσηνίας,35 E.T. Δήμου Καλαμάτας,493,246,4,0,4,242,115,115,26,17,22,65,6,37,67,11,3,6,7,36,8,33,14,2,3,5,2,6,3,1,10,8,0,0,2,1,0,4,8,3,0,0,0,2,0,3,5,1,0,1,0,2,2,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,2,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,4,3
46 - Μεσσηνίας,36 E.T. Δήμου Καλαμάτας,213,123,1,0,1,122,71,71,7,10,20,49,0,22,20,3,1,7,1,6,5,6,11,1,5,0,0,8,0,0,13,7,2,1,7,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,37 E.T. Δήμου Καλαμάτας,508,298,6,2,8,290,128,128,23,11,54,46,7,49,80,7,3,20,18,40,6,34,27,9,12,9,3,6,0,5,9,4,4,0,1,0,0,4,12,3,2,3,1,2,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,0,0,6,0,1,0,0,2,7,2,2,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,1,0,0,2,1,1,1,0,1,1,0,1,0,0,1,0,1,1,3,2
46 - Μεσσηνίας,38 E.T. Δήμου Καλαμάτας,512,279,13,2,15,264,139,139,21,19,60,37,11,47,55,5,2,6,10,29,3,28,26,5,11,4,0,7,1,1,2,0,1,1,0,1,1,0,9,2,0,1,1,1,0,2,5,1,2,1,0,1,0,2,5,2,3,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,2,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,5,3
46 - Μεσσηνίας,39 E.T. Δήμου Καλαμάτας,510,277,8,5,13,264,115,115,10,15,45,37,12,40,62,1,8,11,7,24,6,23,18,6,7,3,2,6,1,0,18,5,2,2,4,4,0,1,28,7,3,2,4,5,3,13,9,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,2
46 - Μεσσηνίας,40 E.T. Δήμου Καλαμάτας,390,181,5,1,6,175,88,88,18,7,31,35,5,27,38,6,1,9,4,19,1,22,8,2,4,0,1,2,1,0,16,13,2,1,8,1,0,1,11,1,4,2,0,2,0,5,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
46 - Μεσσηνίας,41 E.T. Δήμου Καλαμάτας,226,117,0,2,2,115,57,57,12,6,23,16,3,27,21,0,0,2,4,5,5,9,12,3,5,5,1,0,0,1,10,8,1,1,5,0,0,2,7,4,4,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46 - Μεσσηνίας,42 E.T. Δήμου Καλαμάτας,213,104,3,0,3,101,58,58,8,4,26,28,1,18,11,2,1,4,1,4,0,2,8,3,4,1,0,0,1,0,10,2,0,1,4,1,1,0,6,0,1,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
46 - Μεσσηνίας,43 E.T. Δήμου Καλαμάτας,256,154,0,2,2,152,60,60,3,6,31,11,6,33,46,1,1,9,9,36,0,17,14,4,10,2,1,1,1,0,2,1,0,0,1,0,0,0,6,0,1,1,0,0,0,3,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,8,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,5,4
46 - Μεσσηνίας,44 E.T. Δήμου Καλαμάτας,388,237,2,1,3,234,92,92,18,11,38,34,5,26,73,17,5,11,11,34,4,26,15,2,9,1,0,10,0,0,13,6,0,1,3,0,0,1,12,5,0,1,1,3,2,2,7,1,4,1,0,3,0,0,3,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,6,6
46 - Μεσσηνίας,45 E.T. Δήμου Καλαμάτας,425,187,9,0,9,178,72,72,2,9,20,23,5,45,57,10,2,10,11,26,9,15,15,9,2,2,2,3,1,1,6,2,0,0,3,0,0,0,7,2,3,1,1,3,0,1,5,3,0,0,1,3,0,1,3,3,2,1,1,0,1,0,0,2,0,0,0,0,0,2,2,1,0,3,0,0,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,1
46 - Μεσσηνίας,46 E.T. Δήμου Καλαμάτας,435,159,1,1,2,157,90,90,3,18,22,21,9,51,26,3,0,8,7,10,1,9,15,0,10,2,1,3,5,2,5,2,0,1,0,1,0,0,7,2,1,2,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,2,1,2,0,1,0,0,0,0,0,2,1
46 - Μεσσηνίας,47 E.T. Δήμου Καλαμάτας,182,114,2,0,2,112,47,47,22,5,12,12,1,16,14,4,1,1,2,7,0,4,21,14,14,2,1,2,0,3,6,0,0,1,2,1,0,2,7,2,2,0,1,0,1,1,6,3,2,1,0,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,2,0,0,2,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
46 - Μεσσηνίας,48 E.T. Δήμου Καλαμάτας,429,267,11,3,14,253,106,106,25,6,37,27,5,57,79,12,1,17,36,16,7,28,8,2,1,1,1,0,0,2,18,8,1,1,5,1,1,2,19,6,4,3,2,5,1,3,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,6,5
46 - Μεσσηνίας,49 E.T. Δήμου Καλαμάτας,421,254,3,3,6,248,111,111,22,19,43,28,8,45,45,7,1,6,16,16,1,22,13,4,6,2,3,6,2,1,23,14,2,1,10,1,2,3,16,4,4,1,4,2,1,0,7,5,2,0,2,1,0,0,4,3,3,0,0,0,0,0,0,3,1,0,0,1,1,0,1,4,2,2,1,0,1,0,0,9,4,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,1
46 - Μεσσηνίας,50 E.T. Δήμου Καλαμάτας,425,255,5,2,7,248,113,113,11,18,54,18,4,54,60,15,2,5,14,26,6,42,7,5,2,1,0,1,1,0,8,3,0,1,2,0,1,0,11,3,1,4,1,4,1,2,17,6,7,1,1,2,0,4,3,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,3,0,0,0,0,0,0,6,5,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,2,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,1,0,7,3
46 - Μεσσηνίας,51 E.T. Δήμου Καλαμάτας,428,211,1,1,2,209,90,90,17,7,25,21,8,26,48,11,2,1,8,22,0,27,26,9,3,3,4,6,3,1,17,7,1,2,6,1,0,3,10,4,3,2,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1,2,2,2,1,0,0,0,0,0,2,2,0,0,2,0
