ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΩΤΣΗΡΑΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΛΙΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΠΑΡΑ ΕΥΓΕΝΙΑ του Γεωργίου,ΜΠΟΥΡΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΑΝΟΗΛΙΑ ΜΑΡΙΑ του Χρήστου,ΠΟΥΛΗΣ ΣΤΑΜΑΤΙΟΣ του Κυριάκου,ΣΥΡΙΖΑ,ΒΟΥΤΥΡΑΚΟΥ ΔΙΑΛΕΚΤΗ ΑΘΗΝΑ (ΔΙΑΝΑ) του Κωνσταντίνου,ΝΕΦΕΛΟΥΔΗΣ ΑΝΔΡΕΑΣ του Παύλου,ΠΑΝΤΖΑΣ ΓΕΩΡΓΙΟΣ του Σπυρίδωνα Αριστοτέλη,ΠΑΠΠΑ ΠΑΝΑΓΙΩΤΑ του Χαράλαμπου,ΣΤΕΦΑΤΟΥ ΔΙΟΝΥΣΙΑ του Παναγή,ΤΣΙΠΡΑΣ ΓΕΩΡΓΙΟΣ του Ηρακλή,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΚΑΜΙΩΤΑΚΗ ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΟΥΓΙΑΝΤΖΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΕΡΟΥΚΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Παντελή,ΣΤΑΜΟΥ ΔΗΜΗΤΡΙΟΣ του Σπυρίδωνος,ΥΨΗΛΑΝΤΗΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΧΑΤΖΗΛΕΡΗΣ ΚΥΡΙΑΚΟΣ του Γεωργίου,Κ.Κ.Ε.,ΓΚΙΝΗΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,ΘΕΟΔΩΡΟΥ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Παναγιώτη,ΜΕΝΙΔΙΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Ιωάννη,ΠΑΠΑΔΑΤΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΠΑΠΑΣΤΑΥΡΟΥ ΚΥΡΙΛΛΟΣ του Χρυσοστόμου,ΤΣΟΚΑΝΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΚΑΤΣΑΝΗΣ ΔΗΜΗΤΡΙΟΣ του Στέλιου,ΛΥΚΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Χαράλαμπου,ΣΑΒΒΙΔΟΥ ΔΕΣΠΟΙΝΑ του Χρήστου,ΤΑΜΗΛΙΑΣ ΣΠΥΡΟΣ του Αλέξανδρου,ΤΑΤΜΙΧΑΛΗΣ ΑΝΔΡΕΑΣ του Φίλιππου,ΤΟΛΗ ΧΡΥΣΟΥΛΑ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΓΙΟΜΥΡΓΙΑΝΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΛΕΝΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΚΑΛΥΒΑΣ ΕΥΑΓΓΕΛΟΣ του Βασιλείου,ΚΛΩΚΑ ΜΑΡΙΑΝΕΛΛΑ του Γεωργίου,ΠΟΛΥΧΡΟΝΗΣ ΒΑΣΙΛΕΙΟΣ του Πολυχρόνη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΒΑΠΟΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΚΑΡΥΑΝΔΗ ΑΘΗΝΑ του Αντωνίου,ΛΑΜΠΡΟΥ ΜΙΧΑΗΛ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΟΓΙΑ ΜΑΡΙΝΑ του Γεωργίου,ΤΣΟΠΕΛΑΚΗΣ ΗΡΑΚΛΗΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΜΠΑΡΔΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ηλία,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΚΙΟΚΑΣ ΑΓΓΕΛΟΣ του Αναργύρου,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΛΙΑ) του Γεωργίου,ΖΟΥΠΑ ΣΤΥΛΙΑΝΗ του Δημητρίου,ΚΑΤΑΡΑΧΙΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΟΛΥΔΩΡΟΣ  ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΤΡΙΧΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παύλου,Κίνημα 21,ΘΩΜΟΠΟΥΛΟΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΟΥ ΑΛΑΤΑ ΧΡΙΣΤΙΝΑ ΕΛΕΝΗ του Παύλου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗ ΤΑΤΙΑΝΑ του Ιωάννη,ΜΠΟΥΣΜΠΟΥΚΕΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΠΟΝΗΡΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΦΩΚΑΣ ΙΩΑΝΝΗΣ του Κοσμά,ΝΙΚΗ,ΑΜΠΑΔΟΓΙΑΝΝΗ ΕΥΑΝΘΙΑ του Νικολάου,ΚΟΤΣΟΧΕΙΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΥ ΓΕΩΡΓΙΑ του Ευάγγελου,ΠΑΛΑΙΤΣΑΚΗΣ ΓΙΩΡΓΟΣ του Ιωάννη,ΣΥΜΠΟΥΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΕΛΛΗΝΙΚΟ ΟΡΑΜΑ,ΤΣΑΝΕΚΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,κοινωνία αξιών,ΚΑΛΟΓΕΡΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΡΩΪΜΟΠΟΥΛΟΥ ΤΟΥΡΦΑΝΤΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,Ο.Α.Κ.Κ.Ε.,ΓΟΥΡΝΑΣ ΠΙΕΡΡΟΣ του Διονυσίου,Μ-Λ Κ.Κ.Ε.,ΑΡΓΥΡΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αργυρίου,Ελλήνων Συνέλευσις,ΜΑΥΡΟΥΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Συμεών,ΠΑΠΑΓΕΩΡΓΙΟΥ ΕΛΕΝΗ του Γεωργίου,ΠΡΙΦΤΗ ΕΥΓΕΝΙΑ του Ευάγγελου,ΡΕΝΤΟΥΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΣΟΛΕΡΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΚΟΚΚΙΝΑΣ ΝΙΚΟΛΑΟΣ του Τιμόθεου,ΜΕΝΤΕΣΙΔΟΥ ΕΡΑΣΜΙΑ του Κυριάκου,ΠΑΠΑΘΕΟΥ ΑΛΕΞΑΝΔΡΑ του Νικολάου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΑΓΑΛΙΩΤΗΣ ΝΙΚΟΣ του Στυλιανού,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΘΑΝΑΣΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΑΡΕΤΑ ΛΗΤΩ του Αθανασίου,ΔΕΔΕΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΜΠΙΝΙΩΡΗΣ ΑΛΕΞΑΝΔΡΟΣ του Χρήστου,ΦΡΑΝΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αποστόλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΩΝΣΤΑΝΤΑ ΕΥΑΓΓΕΛΙΑ του Μηνά,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΑΝΝΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΚΑΝΙΑΡΗΣ ΑΝΤΩΝΙΟΣ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΓΚΟΚΤΣΗ ΕΛΕΝΗ του Νικολάου,ΔΗΜΗΤΡΙΑΔΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΚΡΙΕΚΟΥΚΗ ΑΝΑΣΤΑΣΙΑ του Θεοδώρου,ΝΤΟΥΡΟΣ ΝΙΚΟΛΑΟΣ του Σωτηρίου,ΤΑΝΤΟΥΡΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωσήφ,Οικολόγοι Πράσινοι,ΠΑΠΑΔΟΥΚΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΕΑΝ...,ΠΑΪΤΕΡΗΣ ΒΑΣΙΛΕΙΟΣ του Αλέξανδρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΔΗΜΗΤΡΙΑΔΟΥ ΜΑΡΙΑ του Σάββα,ΚΑΡΑΓΙΑΝΝΟΠΟΥΛΟΣ ΝΕΚΤΑΡΙΟΣ του Παρασκευά,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΡΙΤΣΗ ΑΝΑΣΤΑΣΙΑ του Σάββα,ΦΟΥΦΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
64 - Β' Δυτικής Αττικής,135 E.T. Δήμου Μεγαρέων,505,335,2,4,6,329,146,103,27,4,64,8,26,62,14,12,9,15,10,31,39,12,1,4,6,24,3,6,2,0,5,1,1,0,25,16,5,6,6,0,3,4,3,1,0,1,2,2,2,0,1,1,0,0,0,0,0,2,2,1,0,0,0,0,6,6,2,1,7,2,1,3,3,7,0,0,2,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,2,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,9,7,6
64 - Β' Δυτικής Αττικής,136 E.T. Δήμου Μεγαρέων,483,326,4,1,5,321,148,107,22,11,64,15,12,57,13,7,12,10,16,29,27,8,2,5,3,17,1,21,3,1,15,0,7,0,17,8,1,5,7,1,1,11,5,3,0,1,8,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,6,1,5,3,1,0,1,0,0,8,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,7,4,4
64 - Β' Δυτικής Αττικής,137 E.T. Δήμου Μεγαρέων,486,274,6,1,7,267,104,69,25,7,49,10,13,64,9,5,4,6,9,38,36,10,1,6,3,23,3,3,0,0,0,0,0,0,12,7,1,4,1,0,4,9,4,1,1,1,1,2,1,1,1,0,0,0,0,0,0,5,2,1,2,1,0,1,2,2,2,1,2,2,0,1,1,4,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,4,2,2,1,1,0,0,0,4,1,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,5,3,2
64 - Β' Δυτικής Αττικής,138 E.T. Δήμου Μεγαρέων,464,319,8,3,11,308,148,120,25,5,56,4,24,36,8,4,5,7,12,12,52,12,0,2,6,39,1,19,9,2,11,3,7,0,14,8,5,3,6,0,2,6,3,0,0,1,2,2,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,7,3,1,1,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,5,1,0,5,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6
64 - Β' Δυτικής Αττικής,139 E.T. Δήμου Μεγαρέων,510,341,15,0,15,326,172,138,24,8,78,9,20,36,12,6,5,3,6,24,30,10,3,1,2,23,1,14,1,1,12,1,9,0,21,6,1,2,6,1,2,8,3,2,0,1,4,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,8,4,1,1,0,0,0,0,0,15,1,3,2,9,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,6,2,0,5,0,2,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,1,0,0,0,6,5,4
64 - Β' Δυτικής Αττικής,140 E.T. Δήμου Μεγαρέων,490,320,5,1,6,314,198,138,31,10,97,10,22,31,8,5,7,5,6,13,21,8,0,2,2,13,0,10,4,1,2,1,4,0,11,6,1,5,5,0,3,5,4,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,5,5,1,0,0,0,0,10,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,3,3,2,1,0,0,0,6,4,3
64 - Β' Δυτικής Αττικής,141 E.T. Δήμου Μεγαρέων,479,313,9,0,9,304,170,122,25,10,86,17,24,39,11,8,4,7,10,15,25,6,0,2,3,20,1,6,0,0,4,1,1,1,15,6,0,2,3,1,3,5,2,4,1,2,0,3,0,3,3,0,0,0,0,0,0,3,2,1,1,0,0,0,1,1,2,1,0,0,0,0,0,15,1,2,0,14,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,0,1,1,2,1,1,0,0,0,0,0,2,0,0,0,1,0,1,8,4,3
64 - Β' Δυτικής Αττικής,142 E.T. Δήμου Μεγαρέων,487,331,3,3,6,325,185,129,26,5,99,8,23,38,8,4,4,9,10,21,27,12,2,3,5,21,2,17,4,0,11,4,4,1,13,5,4,1,3,0,3,8,4,3,0,3,2,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,2,2,4,3,0,0,0,0,0,9,1,0,1,5,6,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,1,1,0,2,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,8,4,4
64 - Β' Δυτικής Αττικής,143 E.T. Δήμου Μεγαρέων,455,328,9,2,11,317,162,113,21,6,96,11,23,52,16,3,6,11,19,26,29,6,1,6,6,21,1,9,4,0,4,2,3,0,7,4,3,3,2,0,0,8,5,2,0,2,5,1,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,6,3,4,3,1,0,0,0,0,13,0,2,2,9,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,2,0,0,8,8,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,4
64 - Β' Δυτικής Αττικής,144 E.T. Δήμου Μεγαρέων,497,341,12,4,16,325,173,135,32,5,74,6,18,45,15,9,7,6,9,23,22,8,0,1,5,14,0,16,3,0,13,1,5,1,21,11,7,7,4,0,2,8,5,0,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,0,0,0,0,0,13,0,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,5,0,0,4,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,0,0,0,0,0,6,4,4
64 - Β' Δυτικής Αττικής,145 E.T. Δήμου Μεγαρέων,497,311,1,2,3,308,167,119,24,8,84,20,18,42,14,7,5,12,6,22,22,5,5,5,1,13,3,5,1,0,1,0,1,0,18,6,2,8,6,0,4,6,2,3,0,0,2,2,2,0,2,1,1,0,1,1,1,2,0,0,0,0,0,1,6,3,3,3,0,0,0,0,0,10,3,0,5,5,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4,3,0,4,0,0,1,1,2,1,1,1,0,0,0,0,0,0,2,1,1,1,0,0,0,10,6,6
64 - Β' Δυτικής Αττικής,146 E.T. Δήμου Μεγαρέων,482,301,9,1,10,291,158,110,15,7,81,12,28,41,7,4,9,10,12,21,28,8,2,2,4,22,1,11,2,0,7,2,5,0,11,3,2,3,3,1,2,6,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,0,1,0,0,1,1,7,3,1,0,4,3,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,12,6,6
64 - Β' Δυτικής Αττικής,147 E.T. Δήμου Μεγαρέων,509,362,3,1,4,358,178,140,27,4,79,16,18,53,7,12,7,20,10,19,43,7,1,1,2,38,5,10,6,0,7,1,2,0,12,4,1,3,2,0,6,8,6,0,1,1,5,4,2,0,4,0,0,0,0,0,0,3,1,1,0,0,0,1,5,5,5,4,0,0,0,0,0,15,2,0,1,13,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,1,0,4,1,0,1,1,1,1,1,1,2,1,0,0,0,0,3,1,0,0,0,0,0,8,7,6
64 - Β' Δυτικής Αττικής,148 E.T. Δήμου Μεγαρέων,485,361,5,0,5,356,186,116,30,10,99,20,24,53,7,5,11,11,14,30,31,10,3,5,4,18,5,9,5,1,6,0,0,1,14,4,3,4,3,1,4,10,5,2,1,1,5,3,1,3,2,0,0,0,0,0,0,3,2,1,2,0,1,0,2,0,4,4,1,0,1,1,0,8,3,1,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,3,0,0,0,0,2,1,1,1,0,0,0,0,0,0,1,0,2,2,1,1,0,18,12,10
64 - Β' Δυτικής Αττικής,149 E.T. Δήμου Μεγαρέων,489,294,10,1,11,283,129,96,27,2,31,9,19,53,12,8,6,16,12,31,26,8,2,3,2,18,3,13,3,0,9,2,5,1,17,8,3,2,5,0,1,13,8,3,0,1,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,1,0,1,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,4,1,0,1,0,1,0,0,2,0,2,1,3,0,1,0,0,1,1,1,1,1,0,0,0,5,4,2
64 - Β' Δυτικής Αττικής,150 E.T. Δήμου Μεγαρέων,482,305,7,3,10,295,149,96,30,3,73,5,16,49,6,10,2,7,10,17,28,3,0,3,3,19,4,8,2,0,3,4,2,0,5,2,1,1,1,1,1,8,4,0,0,0,6,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,7,1,2,2,0,0,0,0,0,14,1,0,0,9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,1,2,0,0,0,0,0,1,1,1,1,0,1,0,0,5,1,1,1,0,0,0,10,8,7
64 - Β' Δυτικής Αττικής,151 E.T. Δήμου Μεγαρέων,486,330,4,1,5,325,183,128,28,3,91,11,21,50,12,5,7,7,10,29,28,6,1,1,2,19,2,6,1,0,3,0,2,1,15,6,2,3,2,0,1,6,4,1,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,1,0,0,0,0,0,10,0,0,1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,4,0,1,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,2,1,0,0,0,5,2,3
64 - Β' Δυτικής Αττικής,152 E.T. Δήμου Μεγαρέων,489,305,4,1,5,300,161,107,26,7,86,17,20,55,13,8,7,10,16,27,22,7,1,4,3,15,1,8,3,0,3,0,2,0,15,6,3,3,3,0,4,10,3,0,0,0,6,2,1,0,0,1,1,1,0,0,0,3,2,1,1,1,1,0,3,1,0,0,0,0,0,0,0,6,3,1,1,3,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,5,4,3
64 - Β' Δυτικής Αττικής,153 E.T. Δήμου Μεγαρέων,451,307,10,7,17,290,159,111,24,7,74,7,22,36,2,7,2,1,15,15,20,3,1,0,2,14,2,14,2,2,6,4,0,1,19,6,4,6,6,1,2,6,2,1,0,3,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,1,1,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,6,4
64 - Β' Δυτικής Αττικής,154 E.T. Δήμου Μεγαρέων,462,280,5,1,6,274,128,93,23,3,67,14,26,42,12,9,2,9,12,18,28,8,1,0,1,25,1,15,3,1,10,0,7,0,9,3,0,3,1,0,4,10,7,2,1,4,3,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,5,5,2,2,1,2,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,9,2,1,7,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,2,1,1,3,2,1
64 - Β' Δυτικής Αττικής,155 E.T. Δήμου Μεγαρέων,398,214,8,1,9,205,88,66,12,5,38,4,10,63,6,12,2,8,18,28,18,5,0,2,1,12,1,4,0,0,1,0,0,0,10,5,2,3,1,0,3,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,3,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,0,0,2,0,1,1,0,0,0,0,0,2,1,1
64 - Β' Δυτικής Αττικής,156 E.T. Δήμου Μεγαρέων,511,339,9,3,12,327,147,107,27,4,68,5,18,76,18,10,6,12,14,35,29,11,4,2,4,18,1,22,2,0,16,5,2,1,16,7,4,4,5,0,4,9,5,1,0,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,7,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,1,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,5,4
64 - Β' Δυτικής Αττικής,157 E.T. Δήμου Μεγαρέων,549,392,4,2,6,386,219,154,35,8,107,15,33,53,20,13,7,7,9,24,33,16,3,1,2,28,2,12,6,0,10,3,1,0,17,8,3,4,5,0,5,13,8,2,1,2,5,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,3,3,0,1,0,2,6,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,2,1,6,0,0,2,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,12,10,7
64 - Β' Δυτικής Αττικής,158 E.T. Δήμου Μεγαρέων,539,370,4,5,9,361,199,139,38,7,90,9,28,41,14,4,2,7,7,20,32,6,1,3,3,26,2,17,1,1,12,1,6,1,18,6,2,2,6,0,3,12,5,2,2,0,5,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,3,2,1,0,0,0,0,7,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,7,3,1,6,0,2,0,0,0,0,1,1,1,0,0,0,0,0,2,1,2,2,1,1,1,8,7,5
64 - Β' Δυτικής Αττικής,159 E.T. Δήμου Μεγαρέων,533,372,8,5,13,359,180,139,29,5,84,11,28,59,17,7,4,9,8,30,32,10,0,2,0,20,1,21,3,2,14,3,7,0,11,3,2,1,2,1,1,13,8,2,1,2,4,2,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,1,2,0,0,0,0,11,1,0,1,4,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6,1,1,6,0,0,0,0,2,1,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,9,5,4
64 - Β' Δυτικής Αττικής,160 E.T. Δήμου Μεγαρέων,507,366,6,4,10,356,168,103,15,4,81,9,28,45,10,7,7,7,5,21,48,9,6,2,2,43,3,20,3,0,12,2,12,2,23,14,9,7,3,1,4,11,4,2,1,3,5,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,6,3,0,0,1,1,0,0,0,11,1,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,4,1,0,4,0,1,0,0,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,11,5,4
64 - Β' Δυτικής Αττικής,161 E.T. Δήμου Μεγαρέων,536,312,4,2,6,306,163,121,20,7,69,10,21,56,10,6,5,11,12,33,37,9,5,5,5,26,2,7,1,0,3,2,0,0,11,4,2,1,1,0,2,6,3,1,1,0,2,0,0,0,0,1,0,1,1,0,0,2,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,4,2,1,3,0,2,1,0,1,1,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,5,5,4
64 - Β' Δυτικής Αττικής,162 E.T. Δήμου Μεγαρέων,535,355,8,2,10,345,172,126,35,4,84,11,29,48,6,4,7,13,16,25,37,8,3,5,7,24,2,16,3,1,9,1,5,0,19,10,3,3,2,1,4,5,3,1,1,1,2,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,3,3,0,1,1,0,0,1,11,2,0,0,8,3,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,2,1,1,2,0,0,1,0,2,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,12,8,5
