ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΕΤ ΟΓΛΟΥ ΧΟΥΜΕΪΡΑ του Φεχμή,ΝΤΕΛΗ ΓΙΟΥΣΟΥΦ του Χουσεΐν,ΣΑΛΤΟΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΤΣΙΑΚΙΡΟΓΛΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Σωτηρίου,ΤΣΙΛΙΓΓΙΡΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΑΝΝΑΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αλέξανδρου,ΖΕΪΜΠΕΚ ΧΟΥΣΕΪΝ του Χασάν,ΚΥΝΗΓΟΠΟΥΛΟΥ ΑΘΗΝΑ του Απόστολου,ΣΤΟΓΙΑΝΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Κωνσταντίνου,ΤΖΑΜΠΑΖΗ ΜΑΡΙΑ του Ηλία,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΟΥΡΒΟΥΚΕΛΗΣ ΟΔΥΣΣΕΑΣ του Νικολάου,ΚΑΡΑΛΙΔΗΣ ΦΩΤΙΟΣ του Γεωργίου,ΜΠΑΡΑΝ ΜΠΟΥΡΧΑΝ του Νετζαντή,ΝΤΕΛΗ ΙΜΠΡΑΗΜ ΜΠΕΡΗΜ του Χαμδή,ΠΑΡΧΑΡΙΔΟΥ (ΚΟΥΤΣΟΥΜΠΑ) ΕΡΣΑΪΑ (ΕΡΣΗ) του Παύλου,Κ.Κ.Ε.,ΒΑΚΙΡΤΖΗΣ ΕΥΑΓΓΕΛΟΣ (ΜΠΑΚΕΡΟ) του Χρήστου,ΜΑΞΟΥΜ ΜΠΙΡΓΚΙΟΥΛ του Ισμέτ,ΜΑΧΑΙΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Βίκτορα,ΡΟΪΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Ιωάννη,ΦΩΤΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Πολύκαρπου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΣΤΗ ΚΑΛΛΙΟΠΗ του Ιωάννη,ΚΟΥΤΕΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΜΥΛΩΝΑΣ ΓΕΩΡΓΙΟΣ του Ανέστη,ΠΑΥΛΙΔΟΥ ΕΥΔΟΚΙΑ του Αποστόλου,ΤΡΑΜΠΑ ΤΖΕΜΑΛΗ του Σαμπρή,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΟΣΜΙΔΗΣ ΝΙΚΟΣ του Αντωνίου,ΜΟΥΣΑ ΓΚΙΟΚΜΕΝ του Τζεμήλ,ΠΑΠΑΔΟΥΔΗΣ ΑΝΤΩΝΙΟΣ του Χριστόφορου,ΠΑΣΣΑ-ΖΟΥΝΧΙΑ ΑΝΝΟΥΛΑ (ΑΝΝΑ) του Ιωάννη,ΤΣΑΜΠΑΖΗ ΖΑΦΕΙΡΩ (ΗΡΩ) του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΡΑΝΙΤΗΣ ΙΩΑΝΝΗΣ του Δημοσθένη,Κ.Κ.Ε. (μ-λ),ΑΣΒΕΣΤΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευσταθίου,ΜΑΡΚΟΓΛΟΥ ΙΩΑΝΝΑ του Μιττάκου,ΝΟΥΡΗ ΟΓΛΟΥ ΝΤΑΜΛΑ του Γιουξέλ,ΧΑΤΖΗΣΑΒΒΑΣ ΣΤΕΦΑΝΟΣ του Αποστόλου,Ο.Κ.Δ.Ε.,ΝΤΟΥΡΟΥ ΕΛΕΥΘΕΡΙΑ του Θωμά,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΕΞΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Ευαγγέλου,ΠΡΟΔΡΟΜΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΑΡΙΔΑΚΗΣ ΜΑΤΘΑΙΟΣ του Τζαννή,Κίνημα 21,ΜΠΕΧΛΗ ΜΑΙΡΗ του Αθανασίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΑΛΑΝΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΝΑ ΖΩΗ του Γεωργίου,ΞΗΡΟΜΕΡΙΤΗ ΜΑΡΙΑ του Ιωάννη,ΝΙΚΗ,ΓΕΩΡΓΙΑΔΗΣ ΔΗΜΟΣΘΕΝΗΣ του Δημητρίου,ΠΑΠΑΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Σεβαστού,ΦΡΑΓΚΟΥ ΔΕΣΠΟΙΝΑ του Γεωργίου,κοινωνία αξιών,ΒΑΛΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημοσθένους,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΣΑΧΙΝΙΔΗΣ ΑΝΕΣΤΗΣ του Παναγιώτη,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,Ελλήνων Συνέλευσις,ΣΙΜΙΤΑΣ ΑΔΑΜΑΝΤΙΟΣ του Χρήστου,ΤΟΤΙΕΦ ΕΙΡΗΝΗ του Σέργιου,ΧΑΣΑΠΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΧΜΕΤ ΕΡΓΗΝ του Αλή,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΛΥΣΙΜΑΧΟΥ - ΜΕΝΤΕΣΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Θεοδώρου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΛΤΑΤΖΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΤΣΙΚΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΟΤΑΜΠΑΣΙΔΟΥ ΔΙΑΜΑΝΤΟΥΛΑ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΤΣΙΒΙΛΗΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΤΣΟΡΜΠΑΤΖΟΓΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΣΧΟΥ ΑΝΝΑ του Παναγιώτη,Οικολόγοι Πράσινοι,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΕΑΝ...,ΛΑΜΨΙΔΗΣ ΓΑΒΡΙΗΛ του Θεοκλήτου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΚΛΗΝΟΣ ΙΩΑΝΝΗΣ του Ρίζου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΥΡΕΝΤΙΑΔΗΣ ΓΙΑΝΝΗΣ του Πέτρου
3 - Ξάνθης,196 E.T. Δήμου Ξάνθης,534,359,10,1,11,348,142,1,3,34,49,44,62,32,2,2,9,6,47,12,13,2,0,14,12,2,1,2,2,3,16,2,3,6,3,0,13,5,0,1,3,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,4,1,3,0,31,28,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,3,2,0,0,0,0,9,7
3 - Ξάνθης,197 E.T. Δήμου Ξάνθης,542,329,5,2,7,322,123,1,5,21,38,45,62,18,10,3,12,8,41,9,13,4,2,9,10,4,1,1,4,0,20,2,0,11,2,0,6,1,0,1,0,2,0,0,1,1,0,0,0,0,0,1,0,0,1,3,2,0,0,0,0,23,18,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,3,1,2,0,0,1,1,5,5,0,0,0,0,3,3,2,1,4,3,0,0,0,0,12,5
3 - Ξάνθης,198 E.T. Δήμου Ξάνθης,552,298,4,2,6,292,122,1,6,25,35,40,47,18,4,3,7,3,43,3,10,13,0,12,6,1,0,0,1,2,15,3,2,8,1,0,6,0,1,1,2,1,2,1,1,0,0,1,0,0,0,1,0,0,1,2,2,6,0,4,0,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,2,0,0,2,2,4,2,1,1,7,6,1,1,2,1,6,2
3 - Ξάνθης,199 E.T. Δήμου Ξάνθης,538,334,15,4,19,315,139,3,2,33,50,43,46,20,2,5,3,10,50,9,18,3,0,14,10,1,0,1,2,1,12,0,2,5,1,0,8,3,0,2,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,2,2,0,0,0,0,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,1,0,0,1,1,1,1,1,1,2,2,0,0,0,0,13,10
3 - Ξάνθης,200 E.T. Δήμου Ξάνθης,547,380,8,4,12,368,153,0,1,30,65,47,59,22,6,2,8,12,43,4,17,6,1,15,7,3,1,0,0,1,23,2,4,6,5,0,13,2,0,2,0,5,2,0,2,0,0,1,0,0,0,1,1,0,0,3,3,6,3,1,0,24,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,0,0,2,2,2,2,0,0,3,2,1,1,4,1,12,8
3 - Ξάνθης,201 E.T. Δήμου Ξάνθης,538,336,2,4,6,330,137,5,3,24,33,54,46,21,5,2,6,6,53,7,15,4,1,22,25,6,0,2,4,5,17,5,2,2,3,0,9,2,0,2,0,2,3,2,0,0,0,0,0,0,0,1,1,0,0,3,0,6,1,4,0,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,1,1,2,0,3,2,0,0,0,0,4,1
3 - Ξάνθης,202 E.T. Δήμου Ξάνθης,540,352,3,1,4,348,133,3,1,41,36,38,71,30,11,4,6,5,40,8,4,14,1,10,22,5,0,2,1,10,23,0,3,14,2,0,8,1,0,2,1,0,0,0,5,0,0,4,1,0,0,0,0,0,0,2,1,4,0,3,0,16,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,3,2,7,3,0,0,0,0,1,0,0,0,2,1,1,1,1,0,7,3
3 - Ξάνθης,203 E.T. Δήμου Ξάνθης,542,345,6,2,8,337,148,3,2,35,41,53,72,31,12,2,13,8,35,9,10,5,0,8,6,1,1,2,0,0,10,0,1,3,1,0,8,2,1,0,1,1,0,0,4,0,0,1,2,0,0,1,0,1,0,1,1,3,2,0,0,16,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,2,4,2,0,0,0,0,3,2,1,1,6,3,0,0,0,0,15,9
3 - Ξάνθης,204 E.T. Δήμου Ξάνθης,455,187,9,1,10,177,46,6,28,0,7,3,70,0,55,0,2,7,56,0,3,48,3,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,205 E.T. Δήμου Ξάνθης,469,177,5,6,11,166,42,4,22,2,3,9,63,4,52,2,1,1,48,0,8,37,0,0,2,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,206 E.T. Δήμου Ξάνθης,315,137,3,2,5,132,65,1,0,20,17,17,22,8,0,8,2,0,19,1,6,0,0,9,4,1,0,1,1,1,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,2,2,0,0,2,1,3,2,0,0,0,0
3 - Ξάνθης,207 E.T. Δήμου Ξάνθης,313,128,1,0,1,127,52,2,0,14,20,14,25,10,0,7,3,3,15,0,10,0,0,5,3,0,0,0,0,3,12,1,0,5,1,0,4,1,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,4,3
3 - Ξάνθης,208 E.T. Δήμου Ξάνθης,296,139,5,1,6,133,47,0,6,15,12,12,36,27,0,1,3,0,18,6,3,0,0,8,5,0,0,1,2,1,12,0,4,6,1,0,2,0,0,1,0,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3 - Ξάνθης,209 E.T. Δήμου Ξάνθης,294,127,0,0,0,127,43,1,2,17,9,12,25,21,0,2,1,0,25,2,13,0,0,9,9,1,0,0,0,8,5,1,2,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,1,1,0,0,4,4
3 - Ξάνθης,210 E.T. Δήμου Ξάνθης,369,117,5,0,5,112,39,0,1,26,5,5,26,21,2,1,1,1,13,0,2,0,0,11,0,0,0,0,0,0,9,0,0,5,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,1,1,4,2,1,1,1,1,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,1,1,2,2,1,1,0,0,0,0,0,0,1,1,1,1,1,0,4,3
3 - Ξάνθης,211 E.T. Δήμου Ξάνθης,385,149,0,0,0,149,72,1,6,24,18,21,28,21,1,1,0,3,11,2,1,0,0,7,0,0,0,0,0,0,12,1,5,3,0,0,3,1,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,4,3
3 - Ξάνθης,212 E.T. Δήμου Ξάνθης,397,150,0,0,0,150,76,0,0,13,25,35,19,9,0,5,1,4,9,0,4,0,0,5,1,0,0,0,0,1,15,4,6,3,1,0,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,1,4,4,2,1,1,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,5,1
3 - Ξάνθης,213 E.T. Δήμου Ξάνθης,391,148,2,0,2,146,71,0,1,28,17,19,20,16,0,1,1,0,16,1,9,0,0,5,5,1,0,2,2,0,18,0,2,7,4,0,5,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,2
3 - Ξάνθης,214 E.T. Δήμου Ξάνθης,449,115,1,1,2,113,47,0,0,1,18,26,14,10,0,0,0,0,19,4,10,0,0,4,1,0,0,0,0,0,11,5,3,1,0,1,2,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1
3 - Ξάνθης,215 E.T. Δήμου Ξάνθης,427,190,0,2,2,188,95,1,3,28,21,35,20,8,0,2,2,3,17,1,7,0,0,5,5,1,0,3,0,1,18,0,14,2,0,0,7,0,0,0,3,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,1,4,3,0,0,3,2,3,1,0,0,0,0,2,2,0,0,1,0
3 - Ξάνθης,216 E.T. Δήμου Ξάνθης,421,190,1,2,3,187,87,1,4,22,24,29,25,12,0,2,1,4,22,0,12,0,1,8,11,5,0,0,1,3,12,1,6,3,1,0,4,0,0,0,3,0,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,1,0,1,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,11,7
3 - Ξάνθης,217 E.T. Δήμου Ξάνθης,443,200,3,3,6,194,80,0,0,37,18,22,22,14,1,1,0,5,31,2,5,2,1,18,4,1,0,1,1,1,19,2,11,3,0,0,7,3,0,0,1,2,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,10,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,12,6
3 - Ξάνθης,218 E.T. Δήμου Τοπείρου,467,239,6,0,6,233,36,4,5,8,5,14,138,25,41,0,6,60,42,6,2,31,1,1,1,1,0,0,0,0,1,0,0,1,0,0,4,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,1,0,0,0,0
3 - Ξάνθης,219 E.T. Δήμου Τοπείρου,463,247,10,3,13,234,41,8,12,6,3,11,124,21,52,0,8,33,47,4,1,37,0,4,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,3,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0
3 - Ξάνθης,220 E.T. Δήμου Τοπείρου,545,304,11,5,16,288,124,9,6,14,22,67,85,8,48,1,2,12,45,10,3,25,1,3,5,0,0,0,4,0,7,0,1,4,1,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,2,1,2,2,0,0,0,0,2,0,0,0,0,0,1,1
3 - Ξάνθης,221 E.T. Δήμου Τοπείρου,655,288,8,1,9,279,158,13,5,23,6,102,46,8,13,1,3,12,29,1,4,21,0,1,9,0,0,0,8,0,3,0,0,1,1,0,6,0,1,3,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,10,7,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,1,1,0,0,1,1,0,0,8,3
3 - Ξάνθης,222 E.T. Δήμου Τοπείρου,410,199,11,3,14,185,16,1,3,2,1,9,94,10,57,0,16,1,72,6,2,59,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
3 - Ξάνθης,223 E.T. Δήμου Τοπείρου,396,207,6,2,8,199,25,4,7,3,2,9,78,14,44,0,6,6,93,19,0,65,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,224 E.T. Δήμου Τοπείρου,330,156,8,1,9,147,38,8,3,1,0,26,62,15,34,1,5,1,44,3,1,35,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,225 E.T. Δήμου Τοπείρου,347,166,4,2,6,160,39,7,2,2,1,25,63,11,44,0,3,0,52,2,0,42,4,3,1,0,1,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,226 E.T. Δήμου Τοπείρου,533,307,3,1,4,303,127,15,6,11,9,85,57,10,45,0,1,0,95,2,2,88,0,3,1,0,0,0,0,0,4,0,2,0,0,0,5,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3,1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3 - Ξάνθης,227 E.T. Δήμου Τοπείρου,522,212,3,2,5,207,45,10,9,1,1,23,89,15,60,0,5,4,66,1,1,54,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3 - Ξάνθης,228 E.T. Δήμου Τοπείρου,556,224,8,0,8,216,32,12,3,5,1,11,113,23,66,0,11,3,65,0,0,61,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,229 E.T. Δήμου Τοπείρου,280,152,5,0,5,147,39,14,6,0,0,0,48,1,46,0,0,0,53,14,0,30,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,230 E.T. Δήμου Τοπείρου,486,308,5,3,8,300,75,29,9,3,1,30,54,6,37,0,1,1,164,8,0,134,20,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0
3 - Ξάνθης,231 E.T. Δήμου Τοπείρου,557,321,6,1,7,314,110,0,0,38,22,42,53,39,1,0,7,1,56,7,32,0,0,15,11,3,0,3,2,3,20,3,2,6,2,0,8,3,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2,2,2,2,0,0,21,9,1,8,0,0,0,0,0,1,1,2,1,2,1,0,1,1,0,0,1,0,5,4,5,5,0,0,1,0,0,0,0,0,4,3,0,0,0,0,8,5
3 - Ξάνθης,232 E.T. Δήμου Τοπείρου,538,308,20,1,21,287,84,1,1,27,20,33,49,36,0,1,9,3,56,6,34,7,0,9,7,5,0,0,1,0,14,2,6,4,1,0,7,4,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,3,3,9,3,5,1,21,12,5,4,0,0,0,0,0,2,2,0,0,1,0,1,0,2,0,2,0,0,3,3,8,8,1,1,3,3,1,1,1,1,1,1,1,1,0,0,11,11
3 - Ξάνθης,233 E.T. Δήμου Τοπείρου,485,313,0,1,1,312,141,0,2,23,31,78,28,14,0,2,10,1,80,19,32,2,0,23,10,4,0,0,1,1,16,2,1,7,3,0,7,1,0,1,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,12,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,4,3,0,0,3,2
3 - Ξάνθης,234 E.T. Δήμου Τοπείρου,439,253,1,0,1,252,128,0,1,9,38,77,29,19,0,1,7,2,13,4,1,0,0,7,15,3,0,2,7,2,19,3,2,9,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,4,0,15,14,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,2,1,0,0,1,0,0,0,2,2,1,1,0,0,1,0,14,13
3 - Ξάνθης,235 E.T. Δήμου Τοπείρου,386,184,2,1,3,181,75,0,1,11,17,39,30,12,0,2,8,4,23,3,11,5,0,4,1,0,0,0,0,1,17,1,3,8,1,0,0,0,0,0,0,0,7,6,1,0,1,0,0,0,0,0,0,0,0,4,3,2,2,0,0,4,3,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,2,1,1,0,2,2,0,0,4,4
3 - Ξάνθης,236 E.T. Δήμου Τοπείρου,387,129,6,1,7,122,45,0,2,6,6,28,16,4,1,0,9,0,22,2,5,5,7,2,1,0,0,1,0,0,8,0,2,3,1,0,5,2,1,1,0,1,6,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,1,1,0,0,1,1
