ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ-ΧΟΥΒΑΡΔΑ ΕΥΤΥΧΙΑ (ΕΦΗ) του Βασιλείου,ΚΑΘΗΝΙΩΤΗ ΟΥΡΑΝΙΑ του Λουκά,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΑΡΑΜΠΑΤΖΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Αλέξανδρου,ΔΡΑΜΗΤΙΝΟΣ ΜΑΤΘΑΙΟΣ (ΜΑΝΘΟΣ) του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΣΤΑΧΤΟΥ ΕΥΘΑΛΙΑ (ΘΑΛΕΙΑ) του Παναγιώτη,ΦΑΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΟΣΠΟΔΙΝΗ (ΑΣΠΑ) ΑΝΑΣΤΑΣΙΑ - ΑΣΠΑΣΙΑ του Δημητρίου,ΚΑΝΑΒΟΣ ΑΠΟΣΤΟΛΟΣ του Λάμπρου,ΟΥΤΑ ΜΑΡΙΑ του Σωτηρίου,ΣΚΡΙΜΠΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΤΖΟΥΜΑΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΤΣΕΚΟΥΡΑ ΠΑΡΑΣΚΕΥΗ (ΒΙΚΥ) του Κωνσταντίνου,ΤΣΙΜΠΑΝΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Κ.Κ.Ε.,ΓΕΩΡΓΑΔΑΚΗΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,ΜΕΤΑΞΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΙΩΑΝΝΑ του Χριστόφιλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΤΑΛΑΔΙΑΝΟΥ ΕΥΛΑΛΙΑ (ΕΥΗ) του Νικολάου,ΤΑΣΟΛΑΜΠΡΟΥ ΧΡΥΣΟΥΛΑ του Θεοδώρου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΡΑΦΙΩΤΗΣ ΑΓΓΕΛΟΣ του Παναγιώτη,ΑΛΕΞΙΟΥ ΕΙΡΗΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΑΪΡΑΜΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΑΡΙΤΣΟΥΔΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΑΛΑΜΟΥΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΝΕΛΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗ ΑΓΑΠΗ του Γεωργίου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΤΖΑΝΕΤΟΥΛΑΚΟΥ ΕΥΤΥΧΙΑ (ΦΑΙΗ) του Σπυρίδωνα,ΨΑΘΑΣ ΒΑΣΙΛΕΙΟΣ-ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΣΤΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Ο.Κ.Δ.Ε.,ΠΡΙΓΚΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΡΟΓΙΑΚΟΜΟΥ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ανδρέα,ΕΥΑΓΓΕΛΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΚΑΤΣΙΑΜΠΟΥΡΑ ΑΣΠΑΣΙΑ του Νικολάου,ΡΕΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΤΣΙΟΥΝΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΓΕΡΟΔΗΜΟΥ ΑΓΓΕΛΑ του Απόστολου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΜΩΡΑΪΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΣΑΜΠΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΛΙΒΙΤΣΑΝΟΥ ΕΙΡΗΝΗ του Λάμπρου,ΝΙΚΗ,ΓΕΩΡΓΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΓΙΩΤΑΚΟΣ ΑΠΟΣΤΟΛΟΣ του Δημοσθένη,ΜΠΑΓΛΑΤΖΗ ΞΕΝΙΑ- ΣΟΦΙΑ του Γεωργίου,ΣΕΚΕΡΤΖΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΣΚΟΥΡΓΙΑ ΕΛΕΝΗ του Νικολάου,κοινωνία αξιών,ΡΟΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΟΥΞΗ (ΜΠΑΛΟΥΞΗ) ΓΕΩΡΓΙΑ του Δημητρίου,ΚΑΡΑΔΗΜΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΣΙΩΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΓΡΗΓΟΡΙΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΜΑΡΓΑΡΙΤΗΣ ΓΑΒΡΙΗΛ του Σταύρου,Ελλήνων Συνέλευσις,ΡΟΪΔΗ ΙΩΑΝΝΑ ΜΑΡΙΑ του Βασιλείου,Ένωση Κεντρώων,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ - ΕΛΕΥΘΕΡΙΑ του Κωνσταντίνου,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΟΥΤΣΟΡΙΖΟΣ ΑΓΓΕΛΟΣ - ΝΙΚΟΛΑΟΣ του Τιμολέωντα,ΦΟΥΡΝΑΡΗΣ ΑΠΟΣΤΟΛΟΣ - ΓΕΩΡΓΙΟΣ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ (ΚΕΡΗ) του Παναγιώτη,ΠΑΠΑΔΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Νικολάου,ΤΖΙΒΙΝΙΚΟΣ ΘΕΟΔΩΡΟΣ του Αθανασίου,ΦΥΚΑΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΤΣΟΥΡΑ ΕΥΑΓΓΕΛΙΑ του Τριαντάφυλλου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ - ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Δημητρίου,ΛΕΒΕΝΤΗΣ ΣΤΕΦΑΝΟΣ του Θεμιστοκλή,ΜΑΚΡΟΓΙΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΠΑΖΑΝΟΣ ΑΛΕΞΑΝΔΡΟΣ - ΣΤΕΦΑΝΟΣ του Νικολάου,ΦΥΣΕΚΗ ΣΟΦΙΑ του Νικολάου,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΦΥΣΕΝΤΖΙΔΗΣ ΚΩΣΤΑΣ του Πέτρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΝΤΟΓΙΑΝΝΗ ΑΝΝΑ του Λαυρεντίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΓΚΟΥΡΙΤΣΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα,ΠΟΛΥΖΟΥ ΙΩΑΝΝΑ του Αθανασίου,ΦΡΑΓΚΟΥΔΑΚΗ ΕΥΓΕΝΙΑ του Ελευθερίου
23 - Μαγνησίας,95 E.T. Δήμου Βόλου,535,387,15,3,18,369,156,14,4,40,48,18,58,66,69,10,11,31,28,12,4,20,31,10,5,1,3,1,8,6,24,1,6,2,5,2,10,2,13,6,3,1,0,1,4,2,14,0,4,2,3,1,5,2,0,0,0,0,0,0,2,0,3,2,0,0,0,0,1,1,1,0,1,1,1,1,0,11,5,1,3,2,5,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,7,1,3,3,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,7,5,1,0,0,0,21,1,2,1,2,7,2,3
23 - Μαγνησίας,96 E.T. Δήμου Βόλου,549,375,6,1,7,368,203,8,6,54,77,30,67,66,57,9,11,19,17,16,1,9,17,6,2,0,5,2,5,4,21,1,4,2,8,3,3,2,9,2,0,1,2,0,3,0,14,0,3,1,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,13,6,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,1,3,2,1,1,0,0,1,1,3,1,1,2,2,1,1,0,0,0,0,1,6,0,2,1,0,0,9,1,1,2,2,2,2,2
23 - Μαγνησίας,97 E.T. Δήμου Βόλου,546,335,2,3,5,330,162,8,3,41,50,23,60,68,49,9,7,17,14,8,2,7,17,4,6,2,3,0,3,3,23,8,5,5,4,1,5,3,16,5,2,0,2,1,7,1,10,2,3,1,2,2,0,3,1,1,1,0,0,0,0,0,3,2,0,0,0,2,0,0,1,1,0,0,7,5,4,10,5,0,3,2,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,1,3,0,0,1,0,0,0,0,3,2,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,16,2,3,2,1,4,3,0
23 - Μαγνησίας,98 E.T. Δήμου Βόλου,549,354,1,1,2,352,172,11,2,48,57,20,61,63,58,8,12,20,17,7,2,17,23,9,2,1,5,4,6,11,15,2,4,4,3,3,3,2,13,5,1,0,0,0,2,4,18,2,6,2,3,1,10,4,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,3,2,0,0,3,1,1,20,7,7,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,1,0,2,2,1,0,0,1,1,1,0,0,0,0,4,3,0,0,0,0,13,1,2,1,0,1,3,4
23 - Μαγνησίας,99 E.T. Δήμου Βόλου,536,359,3,1,4,355,160,9,7,44,64,27,51,49,69,13,16,21,24,5,1,15,24,11,6,2,4,1,1,6,25,4,5,5,4,4,4,1,13,2,4,0,3,2,6,1,9,1,2,1,1,2,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,1,1,0,6,2,3,7,1,0,1,2,3,0,0,0,0,0,0,0,0,0,0,1,1,5,1,3,1,0,1,0,0,2,1,1,0,0,0,0,0,2,1,4,2,3,2,1,1,0,0,0,0,0,0,1,1,2,2,1,0,12,0,3,3,1,4,5,6
23 - Μαγνησίας,100 E.T. Δήμου Βόλου,543,365,5,2,7,358,164,10,5,42,59,25,60,74,62,6,13,26,18,5,5,15,38,15,5,3,12,3,6,13,25,0,2,3,7,4,3,3,12,4,1,0,4,2,2,2,12,2,4,0,1,0,2,5,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,2,0,0,1,1,0,0,0,6,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,3,2,1,1,0,0,21,2,4,3,4,6,3,3
23 - Μαγνησίας,101 E.T. Δήμου Βόλου,530,362,6,0,6,356,177,11,5,37,58,25,47,79,69,11,16,22,28,15,1,11,18,3,6,2,1,2,2,3,15,0,4,1,6,4,3,1,9,2,2,1,1,1,2,2,13,1,1,5,3,0,5,3,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,1,4,1,2,1,4,1,1,5,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,6,2,1,2,1,1,0,0,1,1,3,3,3,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,20,3,3,2,2,5,4,2
23 - Μαγνησίας,102 E.T. Δήμου Βόλου,541,364,5,1,6,358,178,10,5,46,54,15,67,73,72,10,16,25,28,11,3,15,23,5,6,2,4,1,7,6,13,0,1,1,6,1,2,3,7,5,2,1,0,0,3,1,22,2,8,3,5,1,2,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,4,2,0,0,2,2,2,8,4,2,2,2,5,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,15,3,3,3,2,5,4,3
23 - Μαγνησίας,103 E.T. Δήμου Βόλου,538,372,6,3,9,363,160,11,5,48,46,23,51,72,77,8,19,21,31,17,1,14,27,8,5,4,7,1,7,8,17,1,6,4,4,3,4,1,5,0,1,0,0,2,0,3,13,4,5,1,0,1,2,4,3,1,0,0,0,0,1,0,5,2,1,0,1,1,1,1,3,1,3,1,3,1,1,9,4,2,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,2,0,1,0,0,1,1,2,2,2,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,19,8,1,5,5,4,1,2
23 - Μαγνησίας,104 E.T. Δήμου Βόλου,527,373,4,4,8,365,158,16,8,53,39,21,50,66,74,10,15,27,25,10,1,22,29,9,3,0,5,3,5,15,28,4,9,3,4,4,7,4,18,11,1,1,1,3,8,2,6,1,2,0,0,0,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,3,3,0,0,2,1,1,12,4,1,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,4,2,2,1,1,0,0,0,0,0,0,0,4,2,1,0,2,2,16,1,0,3,1,7,3,4
23 - Μαγνησίας,105 E.T. Δήμου Βόλου,476,330,13,1,14,316,132,5,0,32,34,29,42,62,69,8,23,22,21,9,3,14,24,8,2,1,2,1,3,9,23,3,1,4,10,0,5,2,8,4,1,0,0,1,1,1,10,2,2,1,2,0,6,1,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,1,3,3,1,0,2,2,2,9,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,0,0,0,0,3,1,1,1,0,1,1,0,0,0,0,1,5,1,2,1,0,0,12,1,3,4,1,2,2,4
23 - Μαγνησίας,106 E.T. Δήμου Βόλου,535,357,8,2,10,347,159,17,2,36,55,34,45,69,66,7,12,25,18,12,2,21,28,7,7,1,9,2,4,12,28,5,6,7,11,3,4,6,11,6,1,2,1,0,2,1,4,1,1,0,1,0,3,1,3,1,4,2,2,1,0,0,4,0,1,0,0,0,0,2,2,0,3,3,1,0,0,7,1,1,3,2,2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0,0,3,0,2,2,0,1,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,2,0,1,0,3,2,11,1,2,1,1,3,1,2
23 - Μαγνησίας,107 E.T. Δήμου Βόλου,548,382,4,5,9,373,156,14,4,35,48,28,41,65,92,11,13,45,36,8,7,21,18,3,4,1,4,2,6,8,25,4,5,4,10,2,2,3,12,4,3,2,2,1,2,2,18,0,12,1,6,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,2,1,0,4,4,1,12,3,2,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,3,6,1,3,0,0,1,0,0,0,0,2,2,1,1,1,1,0,1,0,0,0,1,2,1,1,1,1,1,12,1,0,1,4,3,3,1
23 - Μαγνησίας,108 E.T. Δήμου Βόλου,538,349,9,3,12,337,137,9,3,30,43,13,50,42,58,5,8,19,22,6,0,17,25,4,9,0,3,5,4,7,22,2,3,4,6,1,6,5,10,5,1,1,2,2,1,0,5,1,1,1,0,0,1,1,3,3,1,1,0,0,0,0,2,0,0,0,0,0,0,0,7,2,8,6,8,5,3,13,4,1,3,1,7,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,2,5,1,3,2,0,1,0,0,0,0,4,3,0,3,2,4,1,3,0,0,0,0,1,0,0,0,3,3,13,1,0,1,1,3,0,0
23 - Μαγνησίας,109 E.T. Δήμου Βόλου,536,352,9,4,13,339,128,6,4,25,50,25,41,55,81,12,14,27,28,12,2,22,27,6,6,2,1,3,4,8,19,1,3,3,5,6,1,3,17,11,5,2,2,1,2,2,8,1,4,1,2,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3,1,2,1,6,2,2,20,5,5,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,2,1,1,0,1,0,0,1,0,1,1,0,0,0,3,1,1,0,0,1,1,1,1,2,2,2,2,11,1,4,1,3,0,3,3
23 - Μαγνησίας,110 E.T. Δήμου Βόλου,549,359,21,2,23,336,136,10,7,42,50,22,31,50,72,16,10,32,21,10,2,10,30,7,11,1,5,2,7,3,18,1,7,3,12,1,1,3,12,5,1,0,4,0,1,0,15,3,5,1,0,0,4,4,1,1,1,1,0,1,0,0,2,1,0,1,0,2,0,0,0,0,0,0,3,3,2,14,2,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,1,1,0,0,0,0,0,3,2,2,1,1,3,1,3,0,1,1,0,3,1,0,0,0,0,16,1,1,5,2,9,3,2
23 - Μαγνησίας,111 E.T. Δήμου Βόλου,552,367,8,0,8,359,155,15,9,30,60,22,44,57,68,10,10,29,20,9,2,15,32,15,6,1,3,1,4,16,21,0,7,2,10,0,5,1,11,6,1,1,4,0,4,2,17,1,5,2,3,1,4,2,3,2,0,0,0,0,0,0,2,1,1,1,0,0,0,0,2,1,4,4,3,3,2,7,4,1,0,1,2,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,0,0,0,1,1,3,0,2,2,1,0,0,0,1,1,6,5,0,1,0,2,2,1,1,0,0,0,4,3,1,1,3,2,7,0,1,0,0,2,4,2
23 - Μαγνησίας,112 E.T. Δήμου Βόλου,541,363,7,3,10,353,141,6,5,35,51,23,35,40,78,10,7,28,24,10,0,18,17,2,4,2,7,1,1,6,19,1,2,4,6,3,5,5,11,4,3,0,0,2,5,2,19,3,9,2,1,3,2,1,7,6,0,0,0,0,0,0,8,1,1,1,0,1,1,1,4,2,0,0,2,0,1,16,5,1,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,1,1,1,2,1,1,1,0,0,0,17,2,1,1,4,2,4,4
23 - Μαγνησίας,113 E.T. Δήμου Βόλου,538,364,9,1,10,354,136,6,3,29,45,24,47,55,86,16,10,40,23,16,6,26,29,4,2,2,3,1,5,9,17,1,4,5,6,3,2,2,15,6,6,1,2,4,2,1,15,2,3,4,4,2,3,6,1,1,3,2,1,0,0,0,3,0,1,0,0,1,0,1,3,1,2,1,1,1,0,9,4,1,2,2,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,4,3,1,0,0,0,1,1,5,5,3,0,0,1,0,0,0,0,0,1,2,2,2,2,0,0,13,2,3,3,3,2,2,1
23 - Μαγνησίας,114 E.T. Δήμου Βόλου,545,372,10,6,16,356,144,9,7,29,46,32,45,55,70,11,13,34,20,9,2,11,22,2,6,0,4,3,4,8,27,3,10,3,9,2,2,4,17,4,6,2,1,2,2,1,14,0,4,0,5,1,3,2,0,0,1,0,0,0,0,0,4,1,0,1,1,0,0,0,1,1,1,1,2,1,2,8,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,11,3,7,0,1,1,0,0,1,0,2,2,1,1,1,2,1,1,0,1,1,0,2,1,1,0,3,3,19,0,3,2,4,6,1,0
23 - Μαγνησίας,115 E.T. Δήμου Βόλου,534,346,7,2,9,337,124,9,7,34,49,20,31,54,72,11,9,35,23,13,3,17,23,5,3,1,7,2,3,7,17,3,1,2,2,3,7,4,10,7,3,0,2,0,2,0,20,4,6,1,3,3,3,2,1,0,0,0,0,0,0,0,4,2,0,1,1,2,0,1,2,1,0,0,3,3,2,18,8,3,5,5,9,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,0,0,9,2,3,2,2,2,0,0,1,1,7,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,17,2,4,1,2,8,4,2
23 - Μαγνησίας,116 E.T. Δήμου Βόλου,542,346,12,0,12,334,143,8,5,36,43,22,41,59,59,4,11,24,22,11,1,13,24,4,2,0,6,2,6,8,23,2,5,4,7,4,1,7,13,7,5,0,2,1,3,1,11,1,5,2,1,0,1,2,1,0,3,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,3,2,10,3,2,0,3,3,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,3,2,3,2,1,2,1,0,0,0,0,0,3,1,1,1,3,3,20,1,3,1,3,0,5,3
23 - Μαγνησίας,117 E.T. Δήμου Βόλου,538,361,4,1,5,356,134,10,6,34,36,27,37,48,84,8,17,31,29,10,4,21,27,9,5,0,3,1,7,7,27,2,4,4,6,3,6,4,7,1,2,0,1,3,1,2,14,1,4,2,3,0,2,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,3,1,0,2,1,2,12,5,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,3,3,0,0,0,0,1,0,0,0,0,3,2,3,2,2,0,0,0,0,0,0,1,1,2,1,21,2,2,2,4,3,4,2
23 - Μαγνησίας,118 E.T. Δήμου Βόλου,524,352,3,1,4,348,128,3,1,34,49,27,40,47,89,8,14,47,23,12,1,28,31,6,3,2,5,5,5,19,24,0,3,6,8,3,7,1,10,5,0,1,0,0,3,1,18,1,11,0,4,2,4,1,1,0,4,1,0,0,0,0,2,1,0,0,0,0,0,1,2,1,1,0,1,1,1,9,0,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,2,0,0,0,0,0,0,5,2,0,2,2,1,0,0,0,0,0,0,1,1,2,2,2,2,9,0,1,0,1,1,3,2
23 - Μαγνησίας,119 E.T. Δήμου Βόλου,528,347,14,1,15,332,127,6,6,23,38,26,48,55,77,10,15,32,26,11,0,13,22,5,5,2,7,3,7,6,20,0,6,2,10,3,4,4,13,5,2,1,0,1,3,0,14,1,6,1,2,2,3,0,1,1,0,0,0,0,0,0,8,1,0,4,0,2,0,0,0,0,2,2,3,3,3,11,3,3,6,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,4,2,1,0,0,0,0,2,2,0,3,2,2,0,0,1,0,1,0,2,1,2,2,2,0,13,3,1,3,2,5,5,2
