ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΤΩΝΙΟΥ-ΧΟΥΒΑΡΔΑ ΕΥΤΥΧΙΑ (ΕΦΗ) του Βασιλείου,ΚΑΘΗΝΙΩΤΗ ΟΥΡΑΝΙΑ του Λουκά,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΑΡΑΜΠΑΤΖΗΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Αλέξανδρου,ΔΡΑΜΗΤΙΝΟΣ ΜΑΤΘΑΙΟΣ (ΜΑΝΘΟΣ) του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΣΤΑΧΤΟΥ ΕΥΘΑΛΙΑ (ΘΑΛΕΙΑ) του Παναγιώτη,ΦΑΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΟΣΠΟΔΙΝΗ (ΑΣΠΑ) ΑΝΑΣΤΑΣΙΑ - ΑΣΠΑΣΙΑ του Δημητρίου,ΚΑΝΑΒΟΣ ΑΠΟΣΤΟΛΟΣ του Λάμπρου,ΟΥΤΑ ΜΑΡΙΑ του Σωτηρίου,ΣΚΡΙΜΠΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΤΖΟΥΜΑΣ ΝΙΚΟΛΑΟΣ του Βασιλείου,ΤΣΕΚΟΥΡΑ ΠΑΡΑΣΚΕΥΗ (ΒΙΚΥ) του Κωνσταντίνου,ΤΣΙΜΠΑΝΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Κ.Κ.Ε.,ΓΕΩΡΓΑΔΑΚΗΣ ΘΕΟΔΩΡΟΣ του Στυλιανού,ΜΕΤΑΞΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΙΩΑΝΝΑ του Χριστόφιλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΤΑΛΑΔΙΑΝΟΥ ΕΥΛΑΛΙΑ (ΕΥΗ) του Νικολάου,ΤΑΣΟΛΑΜΠΡΟΥ ΧΡΥΣΟΥΛΑ του Θεοδώρου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΓΡΑΦΙΩΤΗΣ ΑΓΓΕΛΟΣ του Παναγιώτη,ΑΛΕΞΙΟΥ ΕΙΡΗΝΗ ΑΙΚΑΤΕΡΙΝΗ του Ελευθερίου,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΒΑΪΡΑΜΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΜΑΡΙΤΣΟΥΔΗ ΑΘΑΝΑΣΙΑ του Δημητρίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΒΑΛΑΜΟΥΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΑΝΕΛΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗ ΑΓΑΠΗ του Γεωργίου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΤΖΑΝΕΤΟΥΛΑΚΟΥ ΕΥΤΥΧΙΑ (ΦΑΙΗ) του Σπυρίδωνα,ΨΑΘΑΣ ΒΑΣΙΛΕΙΟΣ-ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΜΑΣΤΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Ο.Κ.Δ.Ε.,ΠΡΙΓΚΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΡΟΓΙΑΚΟΜΟΥ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ανδρέα,ΕΥΑΓΓΕΛΑΚΟΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΚΑΤΣΙΑΜΠΟΥΡΑ ΑΣΠΑΣΙΑ του Νικολάου,ΡΕΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΤΣΙΟΥΝΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΓΕΡΟΔΗΜΟΥ ΑΓΓΕΛΑ του Απόστολου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΜΩΡΑΪΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΑΣΑΜΠΑΛΗΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου,ΛΙΒΙΤΣΑΝΟΥ ΕΙΡΗΝΗ του Λάμπρου,ΝΙΚΗ,ΓΕΩΡΓΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Στεφάνου,ΓΙΩΤΑΚΟΣ ΑΠΟΣΤΟΛΟΣ του Δημοσθένη,ΜΠΑΓΛΑΤΖΗ ΞΕΝΙΑ- ΣΟΦΙΑ του Γεωργίου,ΣΕΚΕΡΤΖΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΣΚΟΥΡΓΙΑ ΕΛΕΝΗ του Νικολάου,κοινωνία αξιών,ΡΟΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΒΑΛΟΥΞΗ (ΜΠΑΛΟΥΞΗ) ΓΕΩΡΓΙΑ του Δημητρίου,ΚΑΡΑΔΗΜΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΧΑΣΙΩΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,Ο.Α.Κ.Κ.Ε.,ΧΡΗΣΤΟΥ ΓΡΗΓΟΡΙΟΣ του Παναγιώτη,Μ-Λ Κ.Κ.Ε.,ΜΑΡΓΑΡΙΤΗΣ ΓΑΒΡΙΗΛ του Σταύρου,Ελλήνων Συνέλευσις,ΡΟΪΔΗ ΙΩΑΝΝΑ ΜΑΡΙΑ του Βασιλείου,Ένωση Κεντρώων,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ - ΕΛΕΥΘΕΡΙΑ του Κωνσταντίνου,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Γεωργίου,ΚΟΥΤΣΟΡΙΖΟΣ ΑΓΓΕΛΟΣ - ΝΙΚΟΛΑΟΣ του Τιμολέωντα,ΦΟΥΡΝΑΡΗΣ ΑΠΟΣΤΟΛΟΣ - ΓΕΩΡΓΙΟΣ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ (ΚΕΡΗ) του Παναγιώτη,ΠΑΠΑΔΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Νικολάου,ΤΖΙΒΙΝΙΚΟΣ ΘΕΟΔΩΡΟΣ του Αθανασίου,ΦΥΚΑΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΕΑ ΔΟΜΗ,ΠΟΛΥΖΟΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΓΡΗΓΟΡΙΟΥ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΑΤΣΟΥΡΑ ΕΥΑΓΓΕΛΙΑ του Τριαντάφυλλου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ - ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΚΑΡΒΕΛΗ ΙΩΑΝΝΑ του Δημητρίου,ΛΕΒΕΝΤΗΣ ΣΤΕΦΑΝΟΣ του Θεμιστοκλή,ΜΑΚΡΟΓΙΑΝΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΠΑΖΑΝΟΣ ΑΛΕΞΑΝΔΡΟΣ - ΣΤΕΦΑΝΟΣ του Νικολάου,ΦΥΣΕΚΗ ΣΟΦΙΑ του Νικολάου,Οικολόγοι Πράσινοι,ΠΟΛΙΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Φωκίωνα,ΕΑΝ...,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΦΥΣΕΝΤΖΙΔΗΣ ΚΩΣΤΑΣ του Πέτρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΝΤΟΓΙΑΝΝΗ ΑΝΝΑ του Λαυρεντίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΓΚΟΥΡΙΤΣΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα,ΠΟΛΥΖΟΥ ΙΩΑΝΝΑ του Αθανασίου,ΦΡΑΓΚΟΥΔΑΚΗ ΕΥΓΕΝΙΑ του Ελευθερίου
23 - Μαγνησίας,170 E.T. Δήμου Βόλου,514,345,9,3,12,333,111,5,1,22,48,9,31,51,74,20,6,40,20,9,0,14,40,5,12,6,2,0,15,8,25,4,11,3,9,0,1,4,13,5,2,0,3,2,5,0,5,0,3,0,1,0,0,2,1,1,1,0,0,0,1,1,3,1,0,0,0,1,0,0,3,2,0,0,7,3,2,12,6,1,2,5,4,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,5,2,3,2,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,4,2,1,1,3,1,17,3,6,7,3,1,3,2
23 - Μαγνησίας,171 E.T. Δήμου Βόλου,494,317,10,2,12,305,94,7,1,17,42,13,37,43,91,13,11,53,28,15,5,18,18,1,7,2,3,4,6,6,17,0,2,2,5,2,3,5,17,9,4,2,2,4,2,1,6,0,3,1,1,2,1,0,2,1,0,0,0,0,0,0,3,1,1,1,2,0,0,1,1,0,1,0,3,2,1,22,11,6,6,7,8,0,0,0,0,0,0,0,0,3,1,0,0,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,2,3,3,0,0,15,2,1,6,4,3,3,3
23 - Μαγνησίας,172 E.T. Δήμου Βόλου,535,212,8,1,9,203,87,7,3,20,28,16,31,31,40,2,5,24,11,12,0,8,16,3,6,0,2,1,3,5,12,2,1,2,5,4,3,0,11,4,2,0,1,2,1,1,7,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,1,7,4,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,3,2,1,1,0
23 - Μαγνησίας,173 E.T. Δήμου Βόλου,539,229,10,0,10,219,92,12,4,18,33,12,23,29,43,7,12,18,11,9,0,4,16,3,6,0,2,3,2,1,22,1,9,2,7,1,3,4,5,4,2,1,0,0,1,0,8,1,1,1,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,3,2,0,0,0,8,1,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,1,1,1,1,1,1,1,3,1,0,0,0,0,0,2,0,1,1,0,0,7,0,0,2,1,2,2,2
23 - Μαγνησίας,174 E.T. Δήμου Βόλου,539,203,6,1,7,196,86,2,2,16,30,6,19,45,28,5,4,11,2,5,2,4,15,3,1,0,1,2,5,3,17,3,5,5,5,2,3,4,9,4,1,0,0,0,3,0,9,1,3,4,2,0,1,2,3,2,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,3,0,2,1,2,8,1,0,4,1,2,1,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
23 - Μαγνησίας,175 E.T. Δήμου Βόλου,535,194,5,1,6,188,69,5,2,8,30,7,21,33,49,8,10,17,16,12,2,12,12,4,4,2,2,0,2,2,14,1,2,1,4,2,4,4,15,6,4,1,2,3,2,1,6,2,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,2,0,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,4,1,0,0,0,0,0,0
23 - Μαγνησίας,176 E.T. Δήμου Βόλου,537,259,7,0,7,252,110,7,5,32,30,24,31,35,40,6,11,14,6,4,0,17,17,2,9,3,1,0,1,6,18,1,1,3,6,5,5,6,10,3,2,1,1,3,3,0,10,1,4,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,2,2,2,7,1,1,1,2,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,1,1,0,0,1,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,1,1,1,2,0,0,0,14,2,1,5,0,3,5,2
23 - Μαγνησίας,177 E.T. Δήμου Βόλου,532,237,8,1,9,228,94,6,4,21,33,12,22,40,50,10,3,26,21,12,0,9,12,1,2,1,1,1,1,2,10,2,0,2,2,3,3,2,12,6,2,3,1,1,1,0,8,1,2,2,0,0,2,1,1,0,1,1,1,0,0,0,2,2,0,0,0,1,0,1,1,1,1,1,1,1,1,9,5,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,2,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,4,3,15,1,4,3,2,4,4,2
23 - Μαγνησίας,178 E.T. Δήμου Βόλου,530,249,8,5,13,236,102,5,6,23,35,22,36,41,55,14,8,24,15,8,4,16,12,3,5,0,1,0,1,7,13,4,2,4,3,1,2,3,5,3,1,0,0,0,0,0,8,0,1,1,3,0,3,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,5,1,1,1,1,1,8,3,1,1,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,4,1,1,1,0,0,12,3,2,1,1,4,3,4
23 - Μαγνησίας,179 E.T. Δήμου Βόλου,546,237,2,4,6,231,87,4,1,11,29,8,38,39,40,7,6,18,10,9,3,7,16,3,4,4,0,2,6,2,15,1,2,4,4,1,2,4,13,5,2,0,0,3,3,3,12,1,6,0,1,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,14,3,4,1,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,3,4,0,1,0,0,0,0,1,1,1,2,0,3,2,1,0,0,0,1,0,0,1,0,1,1,13,1,1,4,4,2,3,1
23 - Μαγνησίας,180 E.T. Δήμου Βόλου,538,237,4,0,4,233,103,4,3,25,28,26,32,41,47,5,7,20,18,8,0,10,11,2,6,0,2,0,3,0,14,2,3,1,2,0,3,4,10,3,2,0,0,0,2,2,7,0,0,2,1,1,1,2,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,5,0,0,5,2,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,1,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,1,1,3,2,0,0,9,0,1,3,3,4,0,0
23 - Μαγνησίας,181 E.T. Δήμου Βόλου,538,244,7,2,9,235,95,4,5,17,40,20,20,46,40,8,6,17,16,7,0,9,23,4,6,1,7,1,5,9,19,4,3,1,4,0,1,6,7,3,0,0,0,0,3,1,8,1,0,2,2,0,3,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,2,12,1,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,1,1,0,2,1,2,2,1,0,0,0,0,1,1,0,0,0,0,10,1,4,0,1,4,3,1
23 - Μαγνησίας,182 E.T. Δήμου Βόλου,521,269,10,1,11,258,105,4,3,17,39,15,31,56,53,7,16,27,15,6,2,15,22,5,1,4,6,1,4,5,15,4,3,3,3,2,2,7,6,4,4,0,1,1,0,1,6,1,2,0,0,0,2,1,2,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,3,2,1,9,8,4,11,1,6,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,1,0,0,0,0,4,2,0,3,2,1,1,1,0,0,0,0,1,0,0,0,0,0,10,2,2,1,2,4,1,1
23 - Μαγνησίας,183 E.T. Δήμου Βόλου,535,259,10,1,11,248,118,9,3,21,46,20,36,41,52,4,7,23,16,5,1,9,12,3,5,3,1,0,5,1,9,0,2,0,3,0,1,3,14,8,3,0,0,2,2,1,10,2,5,0,1,1,0,3,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,1,0,0,0,0,7,4,2,2,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,2,4,1,0
23 - Μαγνησίας,184 E.T. Δήμου Βόλου,541,284,19,2,21,263,116,10,2,30,32,21,39,63,36,7,3,18,11,8,0,9,16,3,1,2,6,2,2,4,16,1,9,4,1,3,4,3,9,4,2,1,2,1,1,0,9,1,2,1,1,0,2,2,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,3,4,3,2,1,2,12,2,0,2,7,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,1,1,1,7,2,3,2,1,1,0,0,0,0,3,2,0,3,2,0,0,0,0,0,0,0,0,0,3,1,1,1,12,1,2,1,0,3,2,5
23 - Μαγνησίας,185 E.T. Δήμου Βόλου,464,191,9,0,9,182,76,2,4,12,26,8,21,42,34,6,8,15,10,5,1,8,12,4,0,2,1,0,2,4,14,5,0,1,3,2,0,7,5,3,1,0,1,0,3,0,3,0,0,1,0,1,0,0,2,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,2,2,1,1,1,10,4,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,3,2,0,0,1,1,7,0,1,1,2,1,1,2
23 - Μαγνησίας,186 E.T. Δήμου Βόλου,551,396,9,5,14,382,136,6,4,33,46,40,47,41,90,8,21,39,31,10,3,25,24,2,6,3,5,3,2,9,35,7,13,3,16,3,2,7,20,17,3,0,2,4,5,1,13,0,5,2,3,0,2,4,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,6,3,1,0,0,18,4,4,3,6,8,0,0,0,0,0,0,0,0,5,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,3,2,1,0,0,0,0,0,1,1,1,1,1,6,3,9,3,3,0,1,2,3,0
23 - Μαγνησίας,187 E.T. Δήμου Βόλου,502,335,4,1,5,330,130,7,11,31,44,26,45,54,67,4,11,24,29,13,2,16,29,4,3,2,6,0,5,9,25,1,11,5,13,5,2,6,6,4,1,1,0,0,3,1,12,4,1,0,1,1,2,3,3,2,1,0,0,1,0,0,4,1,0,1,1,0,0,1,2,1,6,6,2,0,2,14,4,4,3,3,3,0,0,2,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,6,1,3,1,2,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,4,4,0,0,2,1,11,3,1,2,1,3,1,2
23 - Μαγνησίας,188 E.T. Δήμου Βόλου,492,361,5,7,12,349,139,13,6,17,58,27,45,60,67,11,13,33,20,10,1,18,29,9,4,1,7,1,14,5,24,0,9,4,9,2,3,4,19,9,6,1,1,2,5,4,10,0,3,0,0,2,1,3,3,2,0,0,0,0,0,0,8,1,0,5,1,0,0,1,4,2,0,0,6,2,0,9,4,1,2,0,6,2,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,1,1,6,1,5,0,2,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,3,2,2,1,0,0,9,1,3,1,1,2,2,2
23 - Μαγνησίας,189 E.T. Δήμου Βόλου,358,208,5,1,6,202,92,10,3,19,34,14,41,31,26,1,1,8,13,8,0,6,12,4,1,1,2,1,1,6,23,6,6,0,15,1,6,1,5,1,1,0,0,1,1,1,5,1,3,0,1,0,2,0,3,3,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,3,1,1,4,0,1,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,2,2,1,0,0,0,12,2,1,2,1,3,4,4
23 - Μαγνησίας,190 E.T. Δήμου Βόλου,377,243,8,3,11,232,98,14,9,24,27,24,22,29,41,6,6,19,22,6,0,5,10,1,0,2,1,1,3,1,25,2,8,0,16,2,5,4,2,1,0,0,1,0,1,0,13,1,5,1,2,0,3,1,1,0,1,0,0,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0,1,1,1,9,4,1,5,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,8,3,5,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,2,2,11,1,1,1,1,3,1,3
23 - Μαγνησίας,191 E.T. Δήμου Βόλου,349,188,8,0,8,180,59,3,0,4,25,17,13,27,30,4,3,9,5,7,0,9,7,1,1,1,2,0,2,2,23,12,4,3,4,2,0,1,12,6,5,0,2,1,1,0,6,0,1,3,1,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,0,0,8,4,2,1,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,11,5,5,3,0,2,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,2,1,1,1,1,1,6,1,1,1,0,1,0,1
23 - Μαγνησίας,192 E.T. Δήμου Βόλου,352,222,1,0,1,221,95,7,3,13,34,26,24,36,21,2,0,4,12,8,0,1,25,6,6,0,2,3,4,14,20,9,1,1,9,3,2,5,12,6,5,0,1,0,3,0,2,0,1,1,0,0,0,0,2,1,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,8,2,2,20,15,4,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,0,1,1,1
23 - Μαγνησίας,193 E.T. Δήμου Βόλου,499,347,5,2,7,340,202,3,0,29,45,11,33,172,56,11,6,19,21,3,2,25,26,3,11,4,6,0,3,9,9,0,2,0,4,0,0,1,15,8,3,0,3,0,2,1,9,3,3,0,1,1,3,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,2,2,1,1,1,1
23 - Μαγνησίας,194 E.T. Δήμου Βόλου,507,351,4,0,4,347,201,7,4,29,26,14,35,174,57,6,7,24,12,10,0,21,22,6,4,6,0,3,2,10,7,1,1,0,1,2,2,2,7,5,0,0,1,1,0,0,5,0,1,3,1,0,2,0,4,0,1,0,0,1,0,0,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,16,3,4,6,4,10,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,1,4,2,1,0,0,0,6,1,1,2,1,2,2,0
