ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΟΥΛΚΟΥΔΙΝΑΣ ΣΠΥΡΙΔΩΝ του Ευριπίδη,ΜΑΝΗ-ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΝΝΑ του Ευαγγέλου,ΜΠΑΡΑΛΙΑΚΟΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Ελευθερίου,ΜΠΕΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΑΒΡΟΖΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΠΗ) του Παναγιώτη,ΧΙΟΝΙΔΗΣ ΣΑΒΒΑΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Σωτηρίου,ΖΑΝΝΑΣ ΖΗΣΗΣ του Γρηγορίου,ΖΑΡΩΤΗΣ ΔΙΟΝΥΣΙΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΣΚΟΥΦΑ ΕΛΙΣΣΑΒΕΤ (ΜΠΕΤΤΥ) του Δημητρίου,ΧΑΪΛΑΤΖΙΔΟΥ ΘΕΟΔΟΣΙΑ (ΓΝΩΣΟΥΛΑ) του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΟΥΛΗ ΕΛΕΝΗ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Θωμά,ΚΟΥΤΡΟΥΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΜΑΛΤΖΑΡΗΣ ΙΩΑΝΝΗΣ του Αθανάσιου,ΜΙΧΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΓΟΥΡΑΣ ΑΝΔΡΕΑΣ του Νικήτα,Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΣ ΑΧΙΛΛΕΑΣ του Αθανασίου,ΚΟΥΛΑΟΥΖΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ορέστη,ΝΙΚΟΛΑΟΥ ΣΤΕΛΛΑ του Αντωνίου,ΝΤΟΤΣΙΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ανδρέα,ΠΑΠΑΓΕΩΡΓΙΟΥ ΑΡΧΟΝΤΙΑ του Ηλία,ΤΗΛΕΓΡΑΦΟΥ ΑΝΑΣΤΑΣΙΑ του Παντελή,Ελληνική Λύση - Κ. Βελόπουλος,ΖΕΪΜΠΕΚΗΣ ΝΙΚΟΛΑΟΣ του Κυριάκου,ΖΕΡΒΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΚΑΛΑΪΤΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιορδάνη,ΚΑΡΑΦΟΥΛΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΝΙΚΟΛΑΪΔΟΥ ΜΑΡΙΑ του Φίλιππου,ΤΣΙΟΜΠΑΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΟΥΖΟΥΚΛΙΔΟΥ ΣΩΤΗΡΙΑ του Αλέξανδρου,ΣΤΑΘΑΚΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Κωνσταντίνου,ΧΑΪΔΑΛΗΣ ΘΕΟΛΟΓΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΣΤΙΚΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Ηλία,Ο.Κ.Δ.Ε.,ΦΟΥΡΝΟΤΖΗΣ ΑΓΓΕΛΟΣ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΡΑΚΩΣΤΑ ΘΕΟΚΛΕΙΑ του Δημητρίου,ΠΛΙΑΤΣΙΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,Κίνημα 21,ΤΡΑΝΤΗΣ ΑΠΟΣΤΟΛΟΣ του Αριστείδη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗΣ ΑΡΓΥΡΙΟΣ του Μιχαήλ,ΜΠΟΧΤΗ ΕΛΕΝΗ του Κωνσταντίνου,ΝΤΙΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΦΙΛΙΠΠΟΥ ΠΑΝΑΓΙΩΤΑ του Ερμή,ΝΙΚΗ,ΔΕΛΒΕΡΟΥΔΗΣ ΚΟΜΝΗΝΟΣ του Βαγιάνου,ΙΝΤΖΕΣ ΙΩΑΝΝΗΣ του Μόσχου,ΚΑΖΕΠΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΡΑΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Ελευθερίου,ΤΣΕΡΤΙΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,κοινωνία αξιών,ΘΗΡΑΙΟΣ ΜΙΧΑΗΛ του Ιακώβου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΝΙΚΗΤΑ ΚΡΥΣΤΑΛΛΕΝΙΑ του Νικολάου,ΧΩΡΙΚΗΣ ΣΤΥΛΙΑΝΟΣ του Θεόδωρου,Ο.Α.Κ.Κ.Ε.,ΚΕΧΑΓΙΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ελλήνων Συνέλευσις,ΚΟΥΤΡΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΡΑΧΑΝΑ ΑΝΔΡΟΝΙΚΗ του Δημητρίου,Ένωση Κεντρώων,ΚΑΡΔΑΚΟΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΝΤΖΙΑΛΑ ΧΡΥΣΟΥΛΑ του Γεωργίου,ΠΑΞΙΜΑΔΗΣ ΘΕΟΔΩΡΟΣ του Αντωνίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΕΣΤΟΡΑΣ ΒΑΣΙΛΗΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΑΖΑΚΑΣ ΓΕΩΡΓΙΟΣ του Αστερίου,ΓΙΑΛΤΟΥΡΙΔΗΣ ΜΙΧΑΗΛ του Ευσταθίου,ΚΛΕΤΣΑ ΦΩΤΕΙΝΗ του Διονυσίου,ΜΕΝΟΥΝΟΥ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΚΡΕΠΕΤΟΥ ΝΙΚΟΛΕΤΤΑ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΥΦΑΝΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΥΝΤΟΣ ΑΝΔΡΕΑΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΣΟΥΡΜΠΑΤΗ ΠΑΡΑΣΚΕΥΗ του Λαζάρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΩΠΑΚΗ ΧΑΡΙΚΛΕΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΝΤΕΚΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Τριαντάφυλλου
13 - Πιερίας,195 E.T. Δήμου Κατερίνης,488,279,3,2,5,274,120,44,35,48,9,7,29,52,20,14,2,9,16,11,17,1,1,10,3,4,3,12,3,2,5,2,3,1,23,5,6,7,5,10,1,3,3,1,0,2,5,3,0,0,0,0,0,0,0,3,2,2,0,0,0,0,13,4,6,0,6,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,3,1,1,1,0,0,3,3,4,4,0,0,4,1,0,0,6,5
13 - Πιερίας,196 E.T. Δήμου Κατερίνης,486,271,1,2,3,268,101,27,37,46,12,9,26,48,17,9,3,7,16,16,30,3,6,20,5,14,2,13,2,3,4,1,3,3,24,13,6,9,2,5,3,4,3,0,2,0,2,2,0,0,0,0,0,0,0,6,5,3,2,2,1,0,25,9,7,4,12,5,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,2,1,0,0,6,6
13 - Πιερίας,197 E.T. Δήμου Κατερίνης,475,250,7,4,11,239,79,19,26,34,6,6,27,51,13,27,5,7,13,17,16,2,3,6,3,10,0,15,1,1,10,0,3,1,31,9,13,11,2,2,0,3,1,1,1,0,0,0,1,1,1,1,0,0,0,4,3,2,1,2,0,0,18,3,4,4,2,5,3,0,0,0,0,0,0,0,0,0,2,2,2,1,1,1,0,2,2,3,2,0,1,0,1,0,0,0,5,3,0,0,1,1,0,0,3,3
13 - Πιερίας,198 E.T. Δήμου Κατερίνης,493,301,8,0,8,293,118,32,57,52,11,11,21,36,21,3,4,5,7,12,36,8,2,22,4,16,2,14,4,2,5,1,6,3,19,5,5,2,4,7,1,12,7,4,3,2,4,3,1,0,0,0,1,0,0,1,1,3,1,1,0,0,25,4,12,6,11,2,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,0,1,0,0,0,2,1,2,2,0,0,2,0,0,0,10,8
13 - Πιερίας,199 E.T. Δήμου Κατερίνης,491,286,6,0,6,280,97,28,51,30,6,13,23,58,29,16,4,11,10,11,30,8,1,14,11,10,2,30,7,2,17,0,4,4,23,8,3,4,3,5,1,5,2,1,2,1,0,0,0,0,0,0,0,0,0,4,4,4,2,2,0,0,20,5,6,4,7,3,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,6,4
13 - Πιερίας,200 E.T. Δήμου Κατερίνης,486,281,2,1,3,278,95,26,38,34,5,14,33,49,22,13,3,10,9,19,21,5,1,11,4,12,1,14,5,1,13,0,6,1,42,8,13,11,10,14,2,7,3,4,2,1,1,1,0,0,0,0,1,0,1,3,3,9,5,4,2,4,22,8,6,4,3,7,3,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7,6
13 - Πιερίας,201 E.T. Δήμου Κατερίνης,455,256,4,0,4,252,90,26,32,35,12,7,30,30,11,7,1,4,12,10,32,4,2,18,9,10,2,13,6,2,6,1,5,0,32,11,9,7,9,13,2,9,4,2,1,5,1,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,24,6,8,2,8,7,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,3,4,4,0,0,2,2,1,0,5,3
13 - Πιερίας,202 E.T. Δήμου Κατερίνης,477,284,2,1,3,281,134,48,39,79,3,8,49,23,7,2,1,3,9,8,19,2,0,10,7,8,1,8,5,0,2,2,2,3,28,8,11,4,5,6,2,2,1,1,0,0,1,1,0,0,0,0,1,1,1,5,3,1,1,0,1,0,30,13,6,4,8,3,5,0,0,2,2,2,0,0,0,0,2,1,2,1,0,0,0,1,1,2,1,1,0,0,0,0,2,1,3,2,0,0,3,2,5,2,8,7
13 - Πιερίας,203 E.T. Δήμου Κατερίνης,463,293,4,2,6,287,132,40,60,68,7,7,31,38,15,11,2,7,8,8,27,6,1,13,3,13,1,4,1,0,0,0,1,0,31,10,13,1,8,8,1,5,2,2,2,3,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,24,13,5,4,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,1,1,0,1,1,3,2,1,1,2,1,1,1,8,5
13 - Πιερίας,204 E.T. Δήμου Κατερίνης,469,294,10,2,12,282,134,36,44,97,10,7,44,23,4,12,2,3,5,9,26,6,2,14,3,8,3,7,2,0,2,0,2,0,15,2,3,2,3,5,0,12,3,3,1,10,0,0,0,0,0,0,0,0,0,5,2,5,4,2,0,0,31,7,5,7,10,9,11,1,1,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,1,0,1,0,1,0,0,3,3,3,2,1,1,2,1,1,0,7,6
13 - Πιερίας,205 E.T. Δήμου Κατερίνης,463,289,10,0,10,279,100,35,17,57,10,2,32,45,20,17,7,2,13,7,36,5,1,18,9,15,2,8,2,1,3,1,3,0,21,7,5,5,4,6,1,4,0,3,3,1,3,3,2,1,0,0,0,0,0,2,0,9,5,3,0,0,16,7,4,1,5,2,4,2,2,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,10,7,2,2,1,1,0,0,0,4,2,0,0,2,2,4,2,6,5
13 - Πιερίας,206 E.T. Δήμου Κατερίνης,467,271,5,2,7,264,95,25,23,39,10,5,42,48,15,21,8,2,13,7,34,5,1,20,5,18,2,13,5,2,7,0,5,0,21,7,8,7,6,1,0,9,3,2,2,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,17,5,4,3,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,4,3,1,1,0,0,1,1,2,2,12,7
13 - Πιερίας,207 E.T. Δήμου Κατερίνης,477,291,6,0,6,285,98,38,31,39,7,12,27,50,24,14,5,3,20,12,37,7,1,18,10,5,7,8,1,1,2,0,2,3,22,7,4,7,7,9,1,5,1,0,0,4,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,32,7,8,6,10,4,11,0,0,2,1,1,0,0,3,2,0,0,0,3,0,0,0,0,0,2,2,0,0,2,1,1,1,1,1,0,1,1,0,0,1,0,13,10
13 - Πιερίας,208 E.T. Δήμου Κατερίνης,474,286,5,1,6,280,73,16,23,24,13,3,51,57,13,14,6,5,15,46,27,10,0,14,5,12,1,12,5,1,5,0,6,0,30,11,11,7,9,12,2,10,4,6,4,3,1,1,1,0,0,0,1,1,1,3,0,1,0,0,1,1,30,13,12,2,9,4,6,0,0,3,1,3,1,1,0,0,1,0,0,2,0,1,1,1,0,11,5,9,3,2,0,0,3,3,1,1,0,0,4,2,2,1,5,3
13 - Πιερίας,209 E.T. Δήμου Κατερίνης,469,301,10,1,11,290,94,27,28,46,8,9,35,54,17,27,3,2,10,9,33,3,4,19,5,9,3,9,3,2,2,0,4,3,29,14,7,10,7,4,0,10,5,5,2,2,1,1,0,0,0,0,0,0,0,2,2,7,7,7,0,0,27,7,6,8,12,7,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,0,2,0,0,5,5,5,5,1,1,1,0,1,0,6,4
13 - Πιερίας,210 E.T. Δήμου Κατερίνης,471,240,5,0,5,235,119,41,91,28,5,2,20,24,7,4,0,2,15,5,29,2,1,22,3,10,4,9,0,0,6,0,5,0,8,3,2,2,0,3,0,4,3,0,2,0,4,2,14,8,0,0,2,1,0,1,1,1,1,1,0,0,12,7,3,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,2,1
13 - Πιερίας,211 E.T. Δήμου Κατερίνης,500,241,6,1,7,234,126,33,105,24,10,3,18,21,8,8,2,3,8,2,21,2,0,12,7,13,2,5,1,0,3,0,1,1,10,2,6,3,1,1,1,2,1,0,1,0,5,4,24,19,1,0,0,0,0,0,0,4,2,1,1,0,6,1,2,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,3,2
13 - Πιερίας,212 E.T. Δήμου Κατερίνης,477,234,2,0,2,232,103,18,81,16,11,4,25,34,17,6,4,0,17,5,28,4,2,16,4,8,0,1,1,0,0,1,0,0,11,2,7,1,0,6,0,3,1,1,0,1,0,0,18,14,0,0,0,0,0,1,0,7,1,3,0,2,18,5,1,2,4,9,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2
13 - Πιερίας,213 E.T. Δήμου Κατερίνης,348,260,7,2,9,251,142,34,78,38,33,4,40,28,19,15,0,2,4,3,32,2,0,20,4,12,4,2,1,0,1,0,0,0,16,3,5,3,9,1,3,3,2,2,0,0,0,0,0,0,0,0,3,1,0,4,2,0,0,0,0,0,20,4,4,2,2,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13 - Πιερίας,214 E.T. Δήμου Κατερίνης,317,248,2,2,4,244,114,26,81,36,18,3,33,29,16,5,5,0,3,12,53,3,2,35,8,17,13,3,0,0,0,0,0,1,9,1,4,0,0,3,0,6,3,0,3,0,0,0,0,0,0,0,2,2,1,5,2,0,0,0,0,0,15,8,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,3
13 - Πιερίας,215 E.T. Δήμου Κατερίνης,327,234,2,0,2,232,125,40,80,25,19,5,22,43,21,10,1,3,6,9,31,2,0,25,1,16,2,3,3,0,0,0,1,0,11,4,7,3,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,9,4,3,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
13 - Πιερίας,216 E.T. Δήμου Κατερίνης,335,267,3,0,3,264,155,31,103,44,26,2,30,35,13,11,0,1,10,4,28,2,1,17,3,14,5,5,1,1,1,0,0,2,9,1,4,1,3,2,0,2,1,1,1,1,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,19,6,6,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1
13 - Πιερίας,217 E.T. Δήμου Κατερίνης,386,292,5,1,6,286,164,33,91,44,43,2,48,27,14,12,1,0,7,4,27,2,0,19,5,10,1,2,0,0,1,0,1,2,19,7,9,5,1,4,0,3,1,1,1,0,2,2,0,0,0,0,0,0,0,3,1,1,1,0,0,0,29,11,8,0,3,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,4,4
13 - Πιερίας,218 E.T. Δήμου Κατερίνης,558,416,6,5,11,405,192,47,99,35,29,6,127,46,10,13,11,4,8,26,50,4,2,28,9,13,24,30,13,1,2,7,15,1,17,7,6,4,3,4,1,4,2,2,1,0,1,1,0,0,0,0,1,1,1,1,1,2,1,0,0,0,41,24,19,4,7,5,3,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,3,2,1,0,0,1,1,0,0,1,0,1,1,2,2,0,0,8,2
13 - Πιερίας,219 E.T. Δήμου Κατερίνης,445,264,8,4,12,252,150,42,85,46,5,10,60,25,11,7,4,1,6,6,26,2,2,13,11,6,2,4,2,0,2,0,2,0,18,6,4,4,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,17,7,5,2,5,1,5,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,4,3
13 - Πιερίας,220 E.T. Δήμου Κατερίνης,445,267,10,0,10,257,127,29,57,41,9,14,54,23,8,6,4,1,11,3,48,3,0,21,13,16,22,8,2,2,2,0,2,2,9,2,5,0,4,1,0,3,1,0,1,1,1,1,0,0,1,1,2,2,2,0,0,6,2,1,0,2,19,10,4,6,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,2,1,1,1,0,0,2,2
