ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΟΥΛΚΟΥΔΙΝΑΣ ΣΠΥΡΙΔΩΝ του Ευριπίδη,ΜΑΝΗ-ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΝΝΑ του Ευαγγέλου,ΜΠΑΡΑΛΙΑΚΟΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Ελευθερίου,ΜΠΕΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΑΒΡΟΖΙΔΟΥ ΠΑΡΘΕΝΑ (ΝΟΠΗ) του Παναγιώτη,ΧΙΟΝΙΔΗΣ ΣΑΒΒΑΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΚΟΥΝΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Σωτηρίου,ΖΑΝΝΑΣ ΖΗΣΗΣ του Γρηγορίου,ΖΑΡΩΤΗΣ ΔΙΟΝΥΣΙΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΣΚΟΥΦΑ ΕΛΙΣΣΑΒΕΤ (ΜΠΕΤΤΥ) του Δημητρίου,ΧΑΪΛΑΤΖΙΔΟΥ ΘΕΟΔΟΣΙΑ (ΓΝΩΣΟΥΛΑ) του Δημητρίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΓΕΩΡΓΟΥΛΗ ΕΛΕΝΗ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΑΝΔΡΟΝΙΚΗ (ΝΙΚΗ) του Θωμά,ΚΟΥΤΡΟΥΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Εμμανουήλ,ΜΑΛΤΖΑΡΗΣ ΙΩΑΝΝΗΣ του Αθανάσιου,ΜΙΧΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΓΟΥΡΑΣ ΑΝΔΡΕΑΣ του Νικήτα,Κ.Κ.Ε.,ΖΑΧΑΡΟΠΟΥΛΟΣ ΑΧΙΛΛΕΑΣ του Αθανασίου,ΚΟΥΛΑΟΥΖΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ορέστη,ΝΙΚΟΛΑΟΥ ΣΤΕΛΛΑ του Αντωνίου,ΝΤΟΤΣΙΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ανδρέα,ΠΑΠΑΓΕΩΡΓΙΟΥ ΑΡΧΟΝΤΙΑ του Ηλία,ΤΗΛΕΓΡΑΦΟΥ ΑΝΑΣΤΑΣΙΑ του Παντελή,Ελληνική Λύση - Κ. Βελόπουλος,ΖΕΪΜΠΕΚΗΣ ΝΙΚΟΛΑΟΣ του Κυριάκου,ΖΕΡΒΑΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΚΑΛΑΪΤΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιορδάνη,ΚΑΡΑΦΟΥΛΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΝΙΚΟΛΑΪΔΟΥ ΜΑΡΙΑ του Φίλιππου,ΤΣΙΟΜΠΑΝΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΚΑΡΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΠΟΥΖΟΥΚΛΙΔΟΥ ΣΩΤΗΡΙΑ του Αλέξανδρου,ΣΤΑΘΑΚΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ του Κωνσταντίνου,ΧΑΪΔΑΛΗΣ ΘΕΟΛΟΓΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΣΤΙΚΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,Κ.Κ.Ε. (μ-λ),ΜΑΝΙΚΑΣ ΙΩΑΝΝΗΣ του Ηλία,Ο.Κ.Δ.Ε.,ΦΟΥΡΝΟΤΖΗΣ ΑΓΓΕΛΟΣ του Μιχαήλ,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΑΡΑΚΩΣΤΑ ΘΕΟΚΛΕΙΑ του Δημητρίου,ΠΛΙΑΤΣΙΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,Κίνημα 21,ΤΡΑΝΤΗΣ ΑΠΟΣΤΟΛΟΣ του Αριστείδη,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΘΑΝΑΣΙΑΔΗΣ ΑΡΓΥΡΙΟΣ του Μιχαήλ,ΜΠΟΧΤΗ ΕΛΕΝΗ του Κωνσταντίνου,ΝΤΙΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΦΙΛΙΠΠΟΥ ΠΑΝΑΓΙΩΤΑ του Ερμή,ΝΙΚΗ,ΔΕΛΒΕΡΟΥΔΗΣ ΚΟΜΝΗΝΟΣ του Βαγιάνου,ΙΝΤΖΕΣ ΙΩΑΝΝΗΣ του Μόσχου,ΚΑΖΕΠΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΡΑΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Ελευθερίου,ΤΣΕΡΤΙΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,κοινωνία αξιών,ΘΗΡΑΙΟΣ ΜΙΧΑΗΛ του Ιακώβου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΝΙΚΗΤΑ ΚΡΥΣΤΑΛΛΕΝΙΑ του Νικολάου,ΧΩΡΙΚΗΣ ΣΤΥΛΙΑΝΟΣ του Θεόδωρου,Ο.Α.Κ.Κ.Ε.,ΚΕΧΑΓΙΑ ΒΑΣΙΛΙΚΗ του Σωτηρίου,Μ-Λ Κ.Κ.Ε.,ΜΑΝΔΕΛΕΝΑΚΗ ΖΩΗ του Ηλία,Ελλήνων Συνέλευσις,ΚΟΥΤΡΟΥΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΡΑΧΑΝΑ ΑΝΔΡΟΝΙΚΗ του Δημητρίου,Ένωση Κεντρώων,ΚΑΡΔΑΚΟΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΠΑΝΤΖΙΑΛΑ ΧΡΥΣΟΥΛΑ του Γεωργίου,ΠΑΞΙΜΑΔΗΣ ΘΕΟΔΩΡΟΣ του Αντωνίου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΝΕΣΤΟΡΑΣ ΒΑΣΙΛΗΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΒΑΖΑΚΑΣ ΓΕΩΡΓΙΟΣ του Αστερίου,ΓΙΑΛΤΟΥΡΙΔΗΣ ΜΙΧΑΗΛ του Ευσταθίου,ΚΛΕΤΣΑ ΦΩΤΕΙΝΗ του Διονυσίου,ΜΕΝΟΥΝΟΥ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΖΑΦΕΙΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΚΡΕΠΕΤΟΥ ΝΙΚΟΛΕΤΤΑ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΥΦΑΝΤΗ ΜΑΡΙΑ του Δημητρίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΥΝΤΟΣ ΑΝΔΡΕΑΣ του Ιωάννη,Οικολόγοι Πράσινοι,ΣΟΥΡΜΠΑΤΗ ΠΑΡΑΣΚΕΥΗ του Λαζάρου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΣΩΠΑΚΗ ΧΑΡΙΚΛΕΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΝΤΕΚΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Τριαντάφυλλου
13 - Πιερίας,39 E.T. Δήμου Δίου - Ολύμπου,551,412,10,1,11,401,157,27,36,54,115,1,33,29,9,7,7,5,4,8,155,10,1,148,21,28,9,5,0,0,2,0,1,1,16,7,7,4,1,6,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,20,12,3,7,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,5,3
13 - Πιερίας,40 E.T. Δήμου Δίου - Ολύμπου,459,262,6,0,6,256,95,47,23,33,18,3,22,28,10,10,2,2,11,6,44,7,1,29,12,13,9,12,2,1,3,1,4,1,25,15,7,1,3,5,0,9,8,7,2,0,2,0,2,2,0,0,2,1,1,0,0,4,2,2,1,0,24,8,5,3,6,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,4,2
13 - Πιερίας,41 E.T. Δήμου Δίου - Ολύμπου,471,302,4,1,5,297,119,51,42,56,20,7,24,49,15,27,1,14,10,15,52,6,1,33,8,15,13,7,5,0,2,0,4,2,25,12,7,6,3,5,0,5,0,2,4,1,2,1,1,0,0,0,1,1,0,6,3,1,0,0,0,1,14,9,4,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,2,2,0,0,9,7
13 - Πιερίας,42 E.T. Δήμου Δίου - Ολύμπου,471,310,5,1,6,304,101,43,19,37,23,4,23,48,10,18,5,9,12,9,62,1,1,51,14,8,30,8,3,0,3,1,3,2,28,10,6,4,3,10,1,8,4,0,2,0,1,1,0,0,1,1,2,2,2,2,2,3,1,1,1,1,28,14,2,3,8,6,4,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,2,1,3,1,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,2
13 - Πιερίας,43 E.T. Δήμου Δίου - Ολύμπου,445,234,5,0,5,229,106,39,34,27,28,5,30,39,14,22,3,2,15,4,14,1,0,5,9,6,0,0,0,0,0,0,0,0,21,4,8,7,2,6,1,6,3,2,2,0,0,0,1,1,0,0,2,2,0,6,4,1,1,0,1,0,18,8,4,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,5,2,0,1,0,0,0,1,1,0,0,1,1,2,2,1,0,3,1
13 - Πιερίας,44 E.T. Δήμου Δίου - Ολύμπου,525,321,6,0,6,315,109,26,52,50,13,11,34,47,19,9,1,21,9,9,18,2,0,11,5,9,0,61,11,0,6,2,19,51,22,4,5,3,2,8,2,7,1,1,1,1,1,1,0,0,0,0,1,1,0,2,2,1,1,0,1,0,11,3,4,2,2,2,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,0,11,4,0,1,1,1,1,2,2,2,1,0,0,0,0,0,0,13,9
13 - Πιερίας,45 E.T. Δήμου Δίου - Ολύμπου,528,310,5,2,7,303,116,28,37,35,18,9,49,47,12,9,6,12,17,5,24,2,2,9,2,10,3,50,7,0,1,3,9,48,24,6,11,3,1,5,1,6,2,3,0,0,2,2,0,0,0,0,1,1,1,0,0,3,0,0,0,0,12,2,1,2,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,8,4
13 - Πιερίας,46 E.T. Δήμου Δίου - Ολύμπου,526,335,5,3,8,327,117,37,27,38,17,8,40,51,13,11,4,20,14,5,23,2,0,12,6,6,1,59,2,1,2,1,12,51,27,8,8,4,3,10,1,8,5,1,1,0,1,0,0,0,0,0,1,0,0,2,2,4,0,1,1,1,17,8,3,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,1,1,1,0,0,10,4
13 - Πιερίας,47 E.T. Δήμου Δίου - Ολύμπου,533,333,3,3,6,327,129,24,61,47,20,12,40,46,19,4,4,16,14,10,25,5,2,11,8,7,1,63,7,0,5,5,14,57,16,6,6,1,7,5,0,5,4,2,3,0,0,0,0,0,0,0,1,0,0,3,2,3,0,1,1,0,10,5,5,3,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,3,2,2,2,0,0,2,2,2,2,0,0,0,0,0,0,13,9
13 - Πιερίας,48 E.T. Δήμου Δίου - Ολύμπου,559,317,5,1,6,311,91,11,34,39,13,17,28,68,20,7,3,35,14,13,36,7,2,23,13,9,1,50,6,3,3,0,13,44,25,6,6,3,6,6,1,5,2,2,2,0,2,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,10,2,4,2,2,1,3,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,6,5,0,2,2,0,0,1,1,1,1,0,0,2,1,1,1,7,4
13 - Πιερίας,49 E.T. Δήμου Δίου - Ολύμπου,538,350,10,1,11,339,113,28,45,26,14,3,37,53,20,6,5,12,15,6,29,2,3,12,10,9,0,69,10,1,6,5,16,57,31,8,9,2,1,4,1,8,1,2,5,1,1,0,1,1,0,0,0,0,0,3,2,2,0,1,0,0,12,3,2,4,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,0,0,2,1,0,2,1,1,0,1,1,0,0,0,0,2,1,0,0,7,5
13 - Πιερίας,50 E.T. Δήμου Δίου - Ολύμπου,536,339,9,0,9,330,108,29,44,41,8,13,35,55,22,8,2,23,11,13,38,3,4,18,19,11,2,47,4,0,2,2,10,43,21,8,7,5,7,5,0,7,1,6,5,1,2,2,2,1,2,1,2,0,2,1,1,3,2,0,0,1,13,3,6,4,1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,2,2,0,1,0,0,0,4,3,2,2,1,1,4,0,2,2,10,4
13 - Πιερίας,51 E.T. Δήμου Δίου - Ολύμπου,540,319,9,2,11,308,87,17,30,22,9,6,30,64,17,10,7,25,18,12,41,5,0,21,11,21,2,67,7,3,5,3,13,53,13,1,3,0,1,3,0,8,0,2,1,1,3,2,1,0,0,0,2,1,1,0,0,1,1,0,0,0,5,0,1,3,0,0,1,2,2,1,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,4
13 - Πιερίας,52 E.T. Δήμου Δίου - Ολύμπου,525,314,9,2,11,303,87,17,40,23,6,14,32,78,30,6,6,28,22,10,24,1,0,11,11,5,3,52,4,0,0,3,9,41,17,4,5,4,2,5,1,7,2,3,2,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,16,6,3,6,3,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,2,2,0,0,0,0,0,1,0,2,0,0,0,0,0,2,2,1,1,8,3
13 - Πιερίας,53 E.T. Δήμου Δίου - Ολύμπου,541,316,5,1,6,310,108,32,42,38,9,8,31,62,30,4,5,31,21,6,24,7,0,7,5,10,0,50,5,1,3,2,6,46,12,5,4,3,1,3,0,10,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,1,0,17,8,4,4,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,12,10
13 - Πιερίας,54 E.T. Δήμου Δίου - Ολύμπου,526,314,8,1,9,305,86,21,22,31,13,7,44,55,14,6,4,29,16,10,23,4,3,13,3,11,2,71,7,2,1,3,12,66,20,7,5,1,5,8,0,15,4,6,7,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,14,2,1,6,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,1,1,1,0,0,0,0,0,0,1,1,2,1,0,0,3,2,0,0,7,5
13 - Πιερίας,55 E.T. Δήμου Δίου - Ολύμπου,535,336,2,2,4,332,127,26,41,53,17,14,50,29,13,7,3,10,4,4,38,5,2,23,11,16,4,54,5,2,1,3,12,52,31,7,12,5,10,8,3,8,5,2,2,1,2,2,0,0,0,0,2,2,2,3,3,1,0,1,0,1,22,12,10,10,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,12,4
13 - Πιερίας,56 E.T. Δήμου Δίου - Ολύμπου,529,370,13,2,15,355,105,23,31,25,13,14,41,53,24,10,2,20,16,3,33,8,5,15,4,12,4,46,12,2,2,1,2,37,47,12,17,6,15,17,2,13,5,3,4,1,2,2,0,0,0,0,3,1,0,3,1,3,0,1,0,0,13,4,3,4,3,2,2,0,0,0,0,0,0,0,1,0,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,9,4,1,1,15,10
13 - Πιερίας,57 E.T. Δήμου Κατερίνης,487,263,4,0,4,259,97,57,41,22,15,4,13,38,18,5,9,5,10,5,41,7,0,23,17,13,4,13,6,0,4,0,9,0,24,13,2,8,3,6,1,8,7,0,2,0,4,4,0,0,0,0,1,0,0,2,2,5,4,1,0,1,12,1,7,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,3,3,1,1,1,0,1,1,0,0,4,3
13 - Πιερίας,58 E.T. Δήμου Κατερίνης,642,424,8,2,10,414,175,64,87,44,30,12,58,74,48,8,1,4,25,15,81,8,5,44,15,37,15,11,4,0,1,0,3,0,33,15,8,6,4,6,0,5,3,1,3,1,2,1,0,0,0,0,1,1,0,8,3,0,0,0,0,0,14,6,3,2,0,3,4,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,3,3,0,0,0,0
13 - Πιερίας,59 E.T. Δήμου Κατερίνης,384,191,3,0,3,188,62,27,18,15,4,6,26,21,16,2,1,2,6,7,40,2,1,19,26,3,6,13,9,7,1,2,3,0,28,13,3,10,6,17,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,2,2,1,1,7,5,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2
13 - Πιερίας,60 E.T. Δήμου Κατερίνης,378,164,4,1,5,159,49,24,14,16,1,4,18,27,15,4,1,4,11,9,36,3,0,25,17,6,2,4,2,0,1,0,2,0,15,2,5,5,3,9,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,16,5,3,1,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,4,4
13 - Πιερίας,61 E.T. Δήμου Κατερίνης,377,187,0,0,0,187,67,28,13,22,6,8,25,17,4,3,3,1,13,4,43,6,0,33,19,5,9,7,3,0,1,0,1,2,28,15,4,6,7,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,10,4,1,1,2,6,2,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,1,0,0,1,1,0,0,2,1,0,0,1,0,0,0,3,2
13 - Πιερίας,62 E.T. Δήμου Κατερίνης,236,144,2,0,2,142,50,19,21,14,4,8,9,37,25,3,0,2,2,6,33,0,0,18,2,16,0,2,1,0,0,0,0,1,5,1,1,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,2,1,1,0,3,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
13 - Πιερίας,63 E.T. Δήμου Κατερίνης,602,406,8,0,8,398,215,100,82,99,38,11,21,65,35,16,2,5,13,21,42,2,1,34,2,18,1,5,4,1,1,1,1,0,22,3,8,7,2,6,0,4,2,1,0,1,2,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,29,14,7,2,6,6,7,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,3,2
13 - Πιερίας,64 E.T. Δήμου Κατερίνης,365,235,0,1,1,234,144,41,51,74,23,10,35,25,19,0,3,0,5,5,17,0,0,4,3,11,1,2,0,1,0,0,1,0,17,10,6,2,0,1,2,3,1,1,2,0,2,2,1,1,0,0,1,1,0,0,0,2,1,1,1,0,12,1,4,4,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4
13 - Πιερίας,65 E.T. Δήμου Κατερίνης,379,261,5,0,5,256,121,28,51,57,23,14,32,38,23,5,1,0,10,5,33,0,0,5,3,31,0,1,0,1,1,0,0,0,21,8,6,3,4,6,1,1,1,0,0,0,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,18,3,3,5,0,8,2,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,9,8
13 - Πιερίας,66 E.T. Δήμου Κατερίνης,248,124,0,1,1,123,42,11,15,19,3,1,17,36,28,0,3,3,3,8,11,1,0,5,1,6,0,3,1,0,0,0,1,2,11,2,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,13,4,1,3,5,4,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
13 - Πιερίας,67 E.T. Δήμου Κατερίνης,445,312,4,2,6,306,154,69,72,50,20,9,37,53,46,6,0,5,3,7,35,5,0,9,4,30,0,6,2,2,2,0,0,1,16,10,7,0,3,5,0,1,1,0,0,0,4,2,0,0,0,0,1,0,0,1,1,1,1,0,1,0,15,5,4,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,3,1,1,0,1,1,2,2,0,0,1,0,2,2,0,0,9,4
13 - Πιερίας,68 E.T. Δήμου Κατερίνης,445,300,3,1,4,296,147,63,75,49,24,7,34,45,41,3,1,3,8,6,32,1,1,12,2,29,4,5,1,1,0,0,0,0,22,9,8,0,5,9,0,2,1,1,0,0,3,3,0,0,0,0,1,0,1,0,0,2,2,1,1,0,18,5,6,4,8,5,3,0,0,2,0,2,1,1,1,0,0,0,0,1,1,1,0,0,0,5,3,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,6,4
13 - Πιερίας,69 E.T. Δήμου Κατερίνης,428,246,6,0,6,240,112,40,51,30,22,4,24,28,10,7,8,2,7,1,29,2,0,17,8,11,0,2,2,0,0,0,1,0,28,4,13,2,1,13,0,4,2,2,2,0,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,14,4,3,2,4,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,0,0,2,2,1,0,8,6
13 - Πιερίας,70 E.T. Δήμου Κατερίνης,413,272,8,1,9,263,121,55,26,44,20,6,46,44,21,13,5,2,20,9,34,2,1,20,2,23,2,4,1,0,1,0,0,0,32,8,9,1,5,18,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16,6,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3
13 - Πιερίας,71 E.T. Δήμου Κατερίνης,529,253,5,0,5,248,113,45,33,52,9,12,24,39,24,5,0,2,10,9,44,5,6,27,9,23,6,7,5,0,0,0,5,0,20,10,4,3,5,5,0,2,1,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,1,2,1,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,1,2,1
13 - Πιερίας,72 E.T. Δήμου Κατερίνης,533,240,14,0,14,226,98,36,32,34,14,4,34,24,11,9,1,0,9,9,39,2,0,27,19,9,2,5,1,0,2,0,1,1,21,6,12,4,5,5,2,3,2,1,3,0,2,1,0,0,0,0,1,1,0,4,4,3,2,0,1,1,14,4,5,3,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,1,0,0,1,0,1,1,4,3
13 - Πιερίας,73 E.T. Δήμου Κατερίνης,505,274,3,3,6,268,100,36,32,36,1,4,32,54,16,7,5,2,17,15,23,5,2,11,3,11,4,13,8,2,3,0,5,2,21,7,7,4,5,3,2,10,3,5,4,0,1,1,0,0,0,0,1,0,0,2,2,2,0,0,0,0,27,7,5,3,16,2,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,4,1,0,1,2,0,0,2,0,1,1,1,0,1,1,0,0,3,2
13 - Πιερίας,74 E.T. Δήμου Κατερίνης,514,292,8,5,13,279,99,31,32,48,9,3,37,57,27,17,8,1,18,11,31,4,1,17,7,9,2,20,6,1,8,0,8,0,15,6,4,2,4,2,0,15,6,6,6,0,2,2,0,0,0,0,1,1,1,1,0,5,1,2,0,0,14,3,5,1,3,6,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,4,1,2,0,1,0,0,1,1,1,1,0,0,4,1,0,0,6,5
13 - Πιερίας,75 E.T. Δήμου Κατερίνης,525,338,10,1,11,327,122,43,39,55,11,7,41,47,16,13,4,7,20,15,39,3,1,19,8,18,5,14,6,3,3,0,4,1,18,8,4,5,1,9,1,4,1,1,2,1,6,6,0,0,0,0,1,1,1,4,4,5,3,3,3,0,38,17,16,6,8,12,10,2,2,0,0,0,0,0,0,0,1,1,1,2,2,0,2,0,0,12,10,3,3,2,1,1,0,0,2,1,0,0,2,2,0,0,7,4
13 - Πιερίας,76 E.T. Δήμου Κατερίνης,534,318,13,0,13,305,130,25,53,56,10,5,52,55,21,13,11,2,17,14,18,5,2,10,6,5,0,9,5,0,6,1,2,2,23,6,7,2,2,4,1,9,6,2,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,30,17,7,7,3,11,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,3,3,2,0,0,2,2,2,2,0,0,6,6,0,0,9,8
13 - Πιερίας,77 E.T. Δήμου Κατερίνης,528,318,10,4,14,304,129,41,43,58,14,5,41,60,26,14,12,2,13,12,30,5,4,20,6,5,3,12,9,3,1,2,3,0,14,8,4,1,1,2,0,6,4,4,2,0,2,1,0,0,0,0,0,0,0,3,2,3,2,1,0,1,28,10,6,2,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,2,0,1,1,0,0,2,2,0,0,3,3,0,0,6,5
