ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ του Ευαγγέλου,ΣΥΡΙΖΑ,ΒΑΤΑΛΗΣ ΣΩΚΡΑΤΗΣ του Αργυρίου,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΚΑΣΤΑΡΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Γεωργίου,ΚΑΡΥΠΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜΙΧΕΛΑΚΗ ΕΥΘΥΜΙΑ (ΕΦΗ) του Βασιλείου,ΠΑΣΣΑΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΜΑΡΙΑΔΟΥ ΠΑΝΑΓΙΩΤΑ του Δημητρίου,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΝΙΚΟΛΑΪΔΗΣ ΙΣΑΑΚ του Ανέστη,ΤΣΙΡΝΑΡΗ ΕΛΕΝΗ του Ιωάννη,ΦΤΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χαρίσιου,Κ.Κ.Ε.,ΔΗΜΑΡΑΚΗ ΦΩΤΕΙΝΗ του Χρήστου,ΕΓΡΕΣ ΑΒΡΑΑΜ του Ιωάννη,ΘΕΟΔΩΡΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Αδάμ,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΜΩΥΣΙΑΔΗΣ ΣΤΑΥΡΟΣ του Θεοδώρου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΤΣΙΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ (ΛΕΥΤΕΡΗΣ) του Άγγελου,ΛΙΒΕΡΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ του Λιβερίου,ΞΑΝΘΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Κωνσταντίνου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Θεοδώρου,ΧΕΙΜΩΝΙΔΟΥ ΚΑΤΙΝΑ (ΚΑΤΕΡΙΝΑ) του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΘΑΝΑΣΙΑΔΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΛΙΑΚΟΣ ΠΟΛΥΔΕΥΚΗΣ του Θωμά,ΛΟΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΟΥ-ΓΙΟΛΔΑΣΗ ΑΓΓΕΛΙΚΗ (ΑΓΓΕΛΑ) του Ζήση,ΜΙΧΑΛΟΠΟΥΛΟΣ ΘΩΜΑΣ (ΜΑΚΗΣ) του Δημητρίου,ΜΠΕΓΛΕΡΙΔΟΥ ΣΤΑΥΡΟΥΛΑ του Αλέξανδρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΙΔΗΣ ΛΑΥΡΕΝΤΙΟΣ του Θεοφύλακτου,ΜΠΕΜΠΗ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΤΣΙΡΑΝΙΔΟΥ ΘΕΟΔΩΡΑ του Αναστάσιου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΣΙΔΟΥ ΜΑΡΙΑ του Θεοδώρου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΣΠΡΑΓΚΑΘΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΓΑΡΟΥΦΑΛΛΙΔΟΥ ΓΙΑΝΟΥΛΛΑ του Νικολάου,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,Κίνημα 21,ΧΑΡΑΛΑΜΠΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΤΥΛΙΔΟΥ ΟΛΓΑ του Ανέστη,ΤΑΜΙΩΛΑΚΗ ΕΙΡΗΝΗ του Ιωάννη,ΤΣΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΙΚΗ,ΑΛΑΤΖΗ ΕΙΡΗΝΗ του Χαραλάμπους,ΘΕΟΔΩΡΟΥ ΑΠΟΣΤΟΛΟΣ ΙΩΑΝΝΗΣ του Λάμπρου,ΜΠΑΛΙΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΣΙΣΜΑΝΙΔΟΥ ΠΟΛΥΞΕΝΗ του Γεωργίου,κοινωνία αξιών,ΓΟΥΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΝΑΟΥΤΗ ΑΝΝΑ του Θεοδώρου,ΒΛΑΧΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΓΙΑΝΤΣΗΣ ΜΙΧΑΗΛ του Βασιλείου,Ο.Α.Κ.Κ.Ε.,ΚΑΒΒΑΔΑΣ ΣΠΥΡΙΔΩΝ του Αριστείδη,Μ-Λ Κ.Κ.Ε.,ΤΣΙΤΟΣ ΙΩΑΝΝΗΣ του Φώτιου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρίσιου,ΚΑΡΑΜΑΡΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,Ένωση Κεντρώων,ΒΟΓΔΟΠΟΥΛΟΣ ΘΩΜΑΣ του Νικολάου,ΜΑΡΚΟΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΡΟΥΚΑ ΘΕΟΠΟΥΛΑ του Αποστόλου,ΧΡΙΣΤΟΦΟΡΙΔΟΥ ΕΥΡΗΚΑ του Βίκτωρα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΤΕΝΤΣΟΓΛΙΔΗΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΥΡΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Ηρακλή,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΛΙΑΚΗΣ ΘΩΜΑΣ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΡΙΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΙΩΣΗΦΙΔΗΣ ΚΥΡΙΑΚΟΣ του Δαμιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΛΙΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Σπυρίδωνα,ΦΟΥΤΣΟΓΛΟΥ ΚΥΡΙΑΚΗ του Κωνσταντίνου,ΧΑΝΤΑΒΑΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Παύλου,Οικολόγοι Πράσινοι,ΔΗΜΑΚΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΙΩΑΝΝΙΔΗΣ ΧΡΗΣΤΟΣ του Αβραάμ,ΕΑΝ...,ΓΙΑΝΝΙΤΣΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΓΟΝΑΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,86 E.T. Δήμου Βοΐου,148,49,2,1,3,46,27,6,13,9,10,4,2,6,0,6,0,3,1,1,2,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,2,0,1,1,4,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
15 - Κοζάνης,87 E.T. Δήμου Βοΐου,93,17,0,0,0,17,11,4,5,4,5,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,3,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15 - Κοζάνης,88 E.T. Δήμου Βοΐου,127,45,0,0,0,45,22,8,10,2,8,2,5,13,3,6,5,2,1,1,8,1,2,6,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,89 E.T. Δήμου Βοΐου,145,57,0,0,0,57,29,17,5,3,7,6,2,11,0,2,1,0,10,4,10,1,5,5,0,1,0,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
15 - Κοζάνης,90 E.T. Δήμου Βοΐου,294,103,2,0,2,101,45,9,11,11,17,10,10,23,3,14,5,4,6,2,10,2,5,3,2,2,2,7,3,1,2,2,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0
15 - Κοζάνης,91 E.T. Δήμου Βοΐου,63,10,0,0,0,10,8,1,2,0,4,3,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,92 E.T. Δήμου Βοΐου,283,99,2,0,2,97,34,7,12,7,13,14,3,24,9,9,3,1,15,4,13,5,6,5,1,0,0,10,1,4,0,6,0,1,6,4,1,0,1,0,0,1,0,1,0,1,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
15 - Κοζάνης,93 E.T. Δήμου Βοΐου,126,50,1,0,1,49,20,8,4,8,6,1,2,10,0,2,4,3,3,0,3,1,1,2,0,1,1,8,0,1,0,1,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
15 - Κοζάνης,94 E.T. Δήμου Βοΐου,158,50,1,0,1,49,28,15,5,3,8,12,3,8,1,5,0,3,7,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15 - Κοζάνης,95 E.T. Δήμου Βοΐου,161,71,0,0,0,71,38,12,5,9,6,10,8,15,9,10,4,1,2,0,8,4,1,3,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,96 E.T. Δήμου Εορδαίας,396,238,7,1,8,230,76,17,24,8,29,27,2,51,4,20,7,19,7,17,37,3,9,11,19,8,1,24,1,0,0,5,24,4,16,0,2,1,0,3,2,3,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
15 - Κοζάνης,97 E.T. Δήμου Εορδαίας,416,279,1,1,2,277,91,19,35,4,21,55,1,48,4,10,6,18,8,13,38,8,11,9,17,12,0,41,3,2,0,7,39,7,10,0,1,1,3,0,1,13,5,0,0,4,1,6,2,0,0,2,0,0,0,0,0,0,1,0,0,0,3,1,2,1,2,0,0,13,6,2,5,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,2,2,0,0,0,0,1,0,0,2,1,1,1,2,1
15 - Κοζάνης,98 E.T. Δήμου Εορδαίας,397,232,1,1,2,230,54,9,27,4,16,29,5,52,5,10,2,17,14,29,26,4,5,7,15,7,0,49,3,0,0,10,48,2,11,3,4,1,0,0,1,7,1,1,3,2,0,2,3,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,13,8,5,3,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,3
15 - Κοζάνης,99 E.T. Δήμου Εορδαίας,362,236,1,2,3,233,103,27,47,2,45,32,2,57,11,22,10,20,19,12,22,5,3,11,5,3,4,25,3,1,0,9,22,2,3,0,1,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,5,3,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,3,3
15 - Κοζάνης,100 E.T. Δήμου Εορδαίας,346,216,0,0,0,216,69,11,41,3,28,24,0,83,14,41,9,30,16,30,24,4,4,10,8,6,1,19,5,3,0,3,13,1,3,1,1,1,0,1,0,4,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,1,4,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0
15 - Κοζάνης,101 E.T. Δήμου Εορδαίας,525,369,6,2,8,361,163,26,54,26,92,61,15,53,8,23,3,19,9,13,54,13,15,15,22,18,4,19,1,0,3,9,12,7,12,2,4,3,0,5,1,6,3,0,0,0,0,1,4,2,1,3,0,0,0,0,0,0,0,0,0,0,2,2,3,1,1,0,2,16,3,0,11,3,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,4,4,0,0,3,0,1,0,0,0,0,0,1,1,0,1,1,3,2,12,7
15 - Κοζάνης,102 E.T. Δήμου Εορδαίας,485,344,1,3,4,340,109,7,39,9,51,37,2,57,5,24,3,12,22,22,48,12,14,11,24,8,3,27,5,0,0,8,15,6,38,8,13,3,9,11,7,13,5,1,3,2,1,5,2,1,2,1,0,0,0,0,0,0,2,1,0,1,3,1,0,0,0,0,0,16,5,3,6,6,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,2,1,2,1,0,1,1,0,0,1,1,0,0,12,7
15 - Κοζάνης,103 E.T. Δήμου Εορδαίας,418,117,6,0,6,111,51,18,16,1,21,20,1,19,4,9,0,4,3,6,4,0,0,0,2,3,0,2,0,0,0,0,1,0,8,0,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,4,0,2,1,3,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,5,2
15 - Κοζάνης,104 E.T. Δήμου Εορδαίας,518,203,3,2,5,198,86,20,44,5,26,37,1,45,10,18,3,16,9,20,24,4,3,10,7,11,0,3,1,0,0,0,3,2,9,2,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,7,2,7,3,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,1,1,2,2,1,0,5,3
15 - Κοζάνης,105 E.T. Δήμου Εορδαίας,516,187,3,2,5,182,64,10,28,7,20,26,1,32,7,13,2,12,7,11,25,10,4,10,12,7,0,10,1,2,0,3,6,3,8,3,3,2,2,1,2,3,3,1,0,0,0,1,1,0,0,1,6,1,5,4,1,0,1,1,0,1,1,0,0,0,0,0,0,3,1,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,1,1,0,0,2,2,3,2,1,1,1,0,1,1,1,2,1,1,1,11,7
15 - Κοζάνης,106 E.T. Δήμου Εορδαίας,537,255,4,1,5,250,81,27,27,9,23,39,3,49,10,22,1,20,10,21,51,12,3,24,13,23,0,16,5,0,2,3,11,4,13,1,4,2,4,6,4,8,1,0,1,1,1,0,5,1,1,3,7,4,7,2,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,6,2,0,0,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0
15 - Κοζάνης,107 E.T. Δήμου Εορδαίας,506,322,5,3,8,314,113,14,50,14,46,39,3,82,9,35,6,20,19,38,50,13,4,10,27,12,0,18,5,1,1,2,7,6,8,2,2,1,3,2,0,5,2,2,0,1,2,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,1,11,5,3,5,6,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,4,3,8,3
15 - Κοζάνης,108 E.T. Δήμου Εορδαίας,492,283,3,2,5,278,82,10,29,8,30,33,0,92,10,35,9,26,17,34,48,9,11,9,26,10,0,11,2,0,1,1,4,2,6,2,2,1,1,1,0,12,1,1,0,0,2,4,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,2,1,2,0,0,6,2,1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,2,1,0,0,2,1,1,1,1,1,2,1,0,0,0,0,1,1,1,0,0,1,0,4,1
15 - Κοζάνης,109 E.T. Δήμου Εορδαίας,683,401,5,1,6,395,131,13,37,8,27,88,6,93,5,41,6,50,26,24,51,26,6,13,18,14,1,69,4,2,1,43,44,22,4,0,0,0,1,1,0,5,1,0,0,1,1,1,5,3,2,4,5,1,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,17,7
15 - Κοζάνης,110 E.T. Δήμου Εορδαίας,460,272,5,0,5,267,93,24,42,14,6,54,0,35,1,18,1,21,4,7,52,12,15,19,28,12,1,12,2,0,2,2,2,3,19,5,4,2,3,4,7,6,2,0,1,1,0,1,3,1,0,3,2,1,1,2,0,0,3,2,3,0,1,0,0,0,0,0,0,17,5,4,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,5,3,0,0,3,1,0,0,2,0,1,1,2,0,1,0,0,0,0,9,7
15 - Κοζάνης,111 E.T. Δήμου Εορδαίας,465,272,1,2,3,269,99,28,31,8,25,64,1,42,9,14,5,24,6,5,60,5,10,37,35,14,3,3,1,0,1,1,2,1,23,6,6,4,8,6,8,1,0,0,0,0,0,0,3,1,1,3,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,16,4,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,5,5,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,8,6
15 - Κοζάνης,112 E.T. Δήμου Εορδαίας,497,255,5,3,8,247,112,18,58,9,29,47,4,41,7,14,5,15,11,8,41,15,3,26,16,4,0,8,1,0,0,2,3,1,11,5,4,2,3,2,1,6,2,3,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,3,3,1,0,0,0,1,1,1,1,0,0,0,8,5
15 - Κοζάνης,113 E.T. Δήμου Εορδαίας,472,250,4,0,4,246,113,14,59,19,27,53,4,35,9,15,3,8,10,11,34,1,5,15,18,10,1,19,7,2,1,5,4,2,11,3,2,1,1,4,5,8,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,4,3,2,0,0,0,6,1,0,0,1,5,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4
15 - Κοζάνης,114 E.T. Δήμου Εορδαίας,469,216,2,1,3,213,99,5,61,6,22,32,9,37,5,6,10,16,11,11,28,10,5,5,13,4,1,11,5,1,2,3,1,3,10,1,2,1,1,0,3,5,2,2,0,1,2,0,4,2,2,2,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,1,1,0,0,2,1,0,0,2,0,0,0,0,0,0,5,1
15 - Κοζάνης,115 E.T. Δήμου Εορδαίας,469,194,5,1,6,188,92,14,61,10,26,26,2,40,5,4,3,25,10,18,17,5,5,1,8,3,2,8,4,0,0,5,2,1,3,0,2,0,0,0,2,3,1,0,1,0,1,1,3,2,1,3,1,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,4,2,1,1,2,0,0,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,5,4
15 - Κοζάνης,116 E.T. Δήμου Εορδαίας,448,229,2,1,3,226,87,11,57,3,17,27,5,62,11,26,8,22,19,21,25,1,5,5,8,11,1,9,3,0,0,1,6,4,11,3,4,1,0,0,3,2,0,1,0,0,0,1,7,4,1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,0,0,8,5
15 - Κοζάνης,117 E.T. Δήμου Εορδαίας,408,259,4,0,4,255,113,25,72,5,19,43,5,41,9,9,4,20,7,17,44,8,13,18,15,6,2,5,0,0,0,2,1,1,8,1,3,0,0,0,4,6,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,7,1,2,5,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,2,5,5,1,1,2,2,5,5,0,0,0,0,1,1,0,1,1,1,1,2,2
15 - Κοζάνης,118 E.T. Δήμου Εορδαίας,431,250,10,0,10,240,89,18,52,12,29,24,4,59,9,7,6,32,11,16,38,6,9,11,11,12,1,2,0,0,0,1,2,1,15,1,5,2,1,2,1,2,0,1,2,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,4,3,2,0,3,2,0,0,0,0,2,0,0,0,0,2,2,4,3
