ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ του Ευαγγέλου,ΣΥΡΙΖΑ,ΒΑΤΑΛΗΣ ΣΩΚΡΑΤΗΣ του Αργυρίου,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΚΑΣΤΑΡΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Γεωργίου,ΚΑΡΥΠΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΜΙΧΕΛΑΚΗ ΕΥΘΥΜΙΑ (ΕΦΗ) του Βασιλείου,ΠΑΣΣΑΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΜΑΡΙΑΔΟΥ ΠΑΝΑΓΙΩΤΑ του Δημητρίου,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΝΙΚΟΛΑΪΔΗΣ ΙΣΑΑΚ του Ανέστη,ΤΣΙΡΝΑΡΗ ΕΛΕΝΗ του Ιωάννη,ΦΤΑΚΑΣ ΓΕΩΡΓΙΟΣ του Χαρίσιου,Κ.Κ.Ε.,ΔΗΜΑΡΑΚΗ ΦΩΤΕΙΝΗ του Χρήστου,ΕΓΡΕΣ ΑΒΡΑΑΜ του Ιωάννη,ΘΕΟΔΩΡΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Αδάμ,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΜΩΥΣΙΑΔΗΣ ΣΤΑΥΡΟΣ του Θεοδώρου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΩΤΣΙΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ (ΛΕΥΤΕΡΗΣ) του Άγγελου,ΛΙΒΕΡΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ του Λιβερίου,ΞΑΝΘΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Κωνσταντίνου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Θεοδώρου,ΧΕΙΜΩΝΙΔΟΥ ΚΑΤΙΝΑ (ΚΑΤΕΡΙΝΑ) του Μιχαήλ,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΘΑΝΑΣΙΑΔΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΛΙΑΚΟΣ ΠΟΛΥΔΕΥΚΗΣ του Θωμά,ΛΟΤΣΙΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΟΥ-ΓΙΟΛΔΑΣΗ ΑΓΓΕΛΙΚΗ (ΑΓΓΕΛΑ) του Ζήση,ΜΙΧΑΛΟΠΟΥΛΟΣ ΘΩΜΑΣ (ΜΑΚΗΣ) του Δημητρίου,ΜΠΕΓΛΕΡΙΔΟΥ ΣΤΑΥΡΟΥΛΑ του Αλέξανδρου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΙΔΗΣ ΛΑΥΡΕΝΤΙΟΣ του Θεοφύλακτου,ΜΠΕΜΠΗ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΤΣΙΡΑΝΙΔΟΥ ΘΕΟΔΩΡΑ του Αναστάσιου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΣΙΔΟΥ ΜΑΡΙΑ του Θεοδώρου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΣΠΡΑΓΚΑΘΟΣ ΑΠΟΣΤΟΛΟΣ του Κωνσταντίνου,ΓΑΡΟΥΦΑΛΛΙΔΟΥ ΓΙΑΝΟΥΛΛΑ του Νικολάου,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,Κίνημα 21,ΧΑΡΑΛΑΜΠΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΣΤΥΛΙΔΟΥ ΟΛΓΑ του Ανέστη,ΤΑΜΙΩΛΑΚΗ ΕΙΡΗΝΗ του Ιωάννη,ΤΣΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΝΙΚΗ,ΑΛΑΤΖΗ ΕΙΡΗΝΗ του Χαραλάμπους,ΘΕΟΔΩΡΟΥ ΑΠΟΣΤΟΛΟΣ ΙΩΑΝΝΗΣ του Λάμπρου,ΜΠΑΛΙΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΣΙΣΜΑΝΙΔΟΥ ΠΟΛΥΞΕΝΗ του Γεωργίου,κοινωνία αξιών,ΓΟΥΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΡΝΑΟΥΤΗ ΑΝΝΑ του Θεοδώρου,ΒΛΑΧΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΓΙΑΝΤΣΗΣ ΜΙΧΑΗΛ του Βασιλείου,Ο.Α.Κ.Κ.Ε.,ΚΑΒΒΑΔΑΣ ΣΠΥΡΙΔΩΝ του Αριστείδη,Μ-Λ Κ.Κ.Ε.,ΤΣΙΤΟΣ ΙΩΑΝΝΗΣ του Φώτιου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρίσιου,ΚΑΡΑΜΑΡΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,Ένωση Κεντρώων,ΒΟΓΔΟΠΟΥΛΟΣ ΘΩΜΑΣ του Νικολάου,ΜΑΡΚΟΣ ΕΥΑΓΓΕΛΟΣ του Αθανασίου,ΡΟΥΚΑ ΘΕΟΠΟΥΛΑ του Αποστόλου,ΧΡΙΣΤΟΦΟΡΙΔΟΥ ΕΥΡΗΚΑ του Βίκτωρα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΤΕΝΤΣΟΓΛΙΔΗΣ ΜΑΡΙΟΣ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΚΟΥΡΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Ηρακλή,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΛΙΑΚΗΣ ΘΩΜΑΣ του Αθανασίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΡΙΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΙΩΣΗΦΙΔΗΣ ΚΥΡΙΑΚΟΣ του Δαμιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΚΟΛΙΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Σπυρίδωνα,ΦΟΥΤΣΟΓΛΟΥ ΚΥΡΙΑΚΗ του Κωνσταντίνου,ΧΑΝΤΑΒΑΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Παύλου,Οικολόγοι Πράσινοι,ΔΗΜΑΚΟΥ ΑΓΓΕΛΙΚΗ του Νικολάου,ΙΩΑΝΝΙΔΗΣ ΧΡΗΣΤΟΣ του Αβραάμ,ΕΑΝ...,ΓΙΑΝΝΙΤΣΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΓΟΝΑΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,152 E.T. Δήμου Εορδαίας,491,334,5,2,7,327,114,13,45,11,33,54,4,91,11,37,3,27,29,39,29,6,4,8,12,8,0,15,4,1,0,7,8,3,17,1,5,4,0,3,6,12,2,2,0,4,0,2,9,4,1,5,0,0,0,0,0,0,2,1,0,0,2,2,1,1,0,0,0,10,2,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,1,0,1,1,1,0,0,0,0,0,2,2,1,0,2,0,0,2,1,1,1,1,0,0,0,13,5
15 - Κοζάνης,153 E.T. Δήμου Εορδαίας,526,353,2,0,2,351,130,21,57,9,46,59,2,72,6,17,7,24,26,28,26,4,4,7,14,5,1,22,5,0,0,7,8,8,18,5,7,2,3,2,5,20,8,5,2,5,2,10,4,2,2,1,1,1,0,0,0,0,2,0,1,2,4,1,6,2,1,1,1,10,5,1,3,6,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,4,3,0,0,2,1,1,1,0,2,1,1,0,3,1,2,0,1,1,5,3,3,1,0,3,2,11,5
15 - Κοζάνης,154 E.T. Δήμου Εορδαίας,528,351,4,0,4,347,123,18,73,10,39,48,5,82,17,27,11,19,16,36,31,4,5,5,20,8,1,29,7,2,0,4,17,13,16,3,3,2,2,1,3,8,3,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,1,0,0,2,19,4,7,6,5,0,0,3,1,2,0,1,0,0,0,1,1,1,0,0,0,2,0,1,2,1,0,0,2,2,0,0,3,3,3,3,0,0,0,0,2,1,2,3,2,0,0,9,8
15 - Κοζάνης,155 E.T. Δήμου Εορδαίας,539,342,5,0,5,337,88,20,41,8,42,32,3,72,4,31,10,22,19,28,44,10,14,14,19,10,0,42,13,1,1,16,18,13,9,0,5,3,3,2,2,16,6,3,0,4,1,5,1,1,0,1,0,0,0,0,1,0,4,2,1,0,5,4,4,2,3,2,1,16,5,2,6,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,7,5,0,0,0,0,3,3,0,0,0,0,8,7,4,0,0,4,3,10,9
15 - Κοζάνης,156 E.T. Δήμου Εορδαίας,532,366,7,3,10,356,139,30,54,13,47,70,5,62,12,23,3,19,12,31,30,3,4,2,14,7,2,21,4,1,1,5,7,6,23,5,9,1,3,5,5,11,4,2,2,2,0,1,3,1,0,2,3,0,1,1,1,0,0,0,0,0,0,0,3,3,0,0,0,22,7,3,4,7,1,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,2,0,0,0,3,2,0,0,2,1,2,2,4,0,1,1,3,3,3,0,0,0,0,15,9
15 - Κοζάνης,157 E.T. Δήμου Εορδαίας,540,360,6,0,6,354,117,14,50,5,49,43,5,87,12,23,11,33,16,31,35,8,2,8,19,2,0,17,0,1,0,8,10,4,13,4,2,1,1,1,3,14,6,4,2,3,0,5,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,3,5,5,1,0,0,27,6,0,16,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,6,4,2,0,1,1,1,0,1,1,0,1,5,3,2,0,0,2,2,11,6
15 - Κοζάνης,158 E.T. Δήμου Εορδαίας,532,369,9,2,11,358,130,29,66,4,44,45,8,71,11,20,12,22,17,19,23,9,1,5,11,4,0,27,6,1,1,5,10,5,18,2,9,3,4,2,4,16,4,5,1,2,1,6,2,2,0,2,3,0,0,0,0,0,2,2,1,1,3,3,4,2,1,0,0,24,8,6,8,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,2,0,1,0,3,1,2,1,0,0,0,0,3,1,1,0,0,2,1,17,13
15 - Κοζάνης,159 E.T. Δήμου Εορδαίας,534,365,8,1,9,356,129,18,50,13,37,59,5,91,14,33,13,21,21,43,27,7,7,3,12,6,0,24,2,1,0,8,14,7,16,4,7,3,3,4,3,11,2,2,0,2,0,3,4,1,2,2,0,0,0,0,0,0,2,2,1,0,3,1,4,0,1,0,1,24,6,4,12,9,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,2,2,2,5,4,2,2,0,0,0,0,0,0,0,1,0,0,0,3,2
15 - Κοζάνης,160 E.T. Δήμου Εορδαίας,531,347,10,6,16,331,116,22,52,5,45,46,5,76,5,19,8,29,20,33,31,2,7,6,22,7,0,18,4,0,0,6,11,7,20,3,10,3,1,4,6,16,4,8,0,3,2,4,2,0,0,2,1,0,1,1,0,0,0,0,0,0,1,1,2,1,1,1,0,17,6,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,1,0,0,0,0,0,2,2,2,1,2,1,6,6,3,1,0,2,1,14,9
15 - Κοζάνης,161 E.T. Δήμου Εορδαίας,529,353,2,0,2,351,149,17,69,11,62,64,4,66,6,22,3,28,15,35,27,4,9,7,19,4,0,11,1,0,1,1,6,2,19,2,4,5,5,1,3,12,5,3,0,2,2,5,2,1,1,1,2,0,0,0,0,0,1,0,0,0,10,6,8,4,1,0,2,15,8,2,6,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,5,5,0,0,1,0,1,1,2,2,0,1,4,2,1,2,1,2,2,9,4
15 - Κοζάνης,162 E.T. Δήμου Εορδαίας,534,329,8,0,8,321,120,22,53,10,43,57,4,83,14,27,8,36,18,28,22,2,5,5,8,7,1,15,1,0,0,3,6,6,14,4,5,4,7,0,1,7,1,3,0,2,0,1,4,2,0,3,3,2,2,1,0,0,1,1,0,1,2,1,7,4,4,1,1,19,7,1,5,9,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,2,0,1,0,0,1,1,0,0,2,2,1,1,0,0,0,0,4,3,3,0,0,1,0,11,9
15 - Κοζάνης,163 E.T. Δήμου Εορδαίας,519,365,8,0,8,357,123,19,49,21,50,49,7,78,5,32,6,27,20,36,46,8,7,21,26,5,1,24,2,3,1,3,11,7,14,4,4,2,2,6,4,14,1,2,1,3,2,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,11,8,4,3,1,0,0,16,3,7,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,6,3,1,1,1,0,0,0,0,1,0,0,0,12,6
15 - Κοζάνης,164 E.T. Δήμου Εορδαίας,511,320,7,2,9,311,98,11,45,9,22,46,2,66,12,14,13,21,15,35,46,14,10,11,23,12,3,16,2,0,1,3,7,4,19,5,8,3,2,2,6,12,5,2,2,1,0,7,2,0,0,2,0,0,0,0,0,0,2,1,0,0,2,2,3,1,2,1,1,13,3,1,4,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,2,2,2,2,2,2,3,1,0,0,3,2,0,2,4,3,2,0,0,2,1,10,6
15 - Κοζάνης,165 E.T. Δήμου Εορδαίας,383,278,2,2,4,274,97,13,44,11,26,41,0,60,3,19,10,20,26,16,26,2,9,7,6,7,0,21,8,2,1,2,9,2,15,3,4,3,1,5,2,7,1,2,0,1,1,3,8,6,1,8,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,19,4,1,9,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,2,2,9,3
15 - Κοζάνης,166 E.T. Δήμου Εορδαίας,380,268,1,1,2,266,90,18,26,8,18,50,1,76,7,32,4,25,18,20,27,10,7,6,5,12,0,16,3,0,4,2,5,4,9,1,1,0,0,0,2,9,0,2,0,1,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,1,11,2,0,1,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,4,1,0,0,2,0,0,1,1,2,0,1,0,5,2,0,0,0,0,0,0,0,0,0,1,0,3,1
15 - Κοζάνης,167 E.T. Δήμου Εορδαίας,390,283,1,2,3,280,118,19,38,11,43,70,2,54,5,12,9,17,16,25,31,11,4,9,10,9,0,25,3,2,1,5,9,10,8,1,2,1,0,1,2,6,1,1,0,1,1,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,12,2,3,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,7,5
15 - Κοζάνης,168 E.T. Δήμου Εορδαίας,673,446,6,4,10,436,197,23,103,14,74,75,3,86,4,28,6,29,14,47,45,11,6,11,10,15,1,6,4,2,0,3,0,1,27,10,12,3,2,3,5,4,0,0,0,3,0,2,7,1,1,4,1,0,0,0,0,0,1,0,0,0,4,3,7,2,2,1,0,20,10,1,7,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,6,3,3,2,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,1,0,12,6
15 - Κοζάνης,169 E.T. Δήμου Εορδαίας,430,302,2,6,8,294,120,7,54,9,46,51,3,54,6,16,4,22,20,13,29,6,4,10,4,13,0,22,3,4,1,8,11,9,7,0,2,2,0,2,1,5,0,0,0,0,0,0,5,2,3,3,0,0,0,0,0,0,2,0,0,0,4,2,4,1,0,0,2,13,7,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,3,2,3,2,1,0,3,2,7,5,0,0,0,0,2,1,0,2,2,0,0,6,5
15 - Κοζάνης,170 E.T. Δήμου Εορδαίας,668,476,8,0,8,468,182,9,75,39,50,95,4,100,25,33,6,30,31,39,62,4,7,18,27,21,0,30,7,1,1,13,14,6,30,3,12,2,2,1,11,7,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,20,5,1,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,9,0,0,2,2,1,0,1,1,0,0,1,0,0,1,0,3,1,9,5
15 - Κοζάνης,171 E.T. Δήμου Εορδαίας,468,306,4,5,9,297,114,14,59,13,47,29,2,61,16,21,6,21,14,19,28,3,9,7,15,9,0,29,1,0,0,2,29,24,21,9,6,0,0,2,4,5,3,0,0,1,0,0,1,1,0,1,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,5,3,6,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,1,1,1,0,0,0,0,0,4,3,2,0,0,1,1,5,2
15 - Κοζάνης,172 E.T. Δήμου Εορδαίας,476,312,10,0,10,302,113,11,48,12,34,52,4,68,12,14,6,33,9,21,29,8,7,7,14,10,1,16,2,1,1,2,12,12,22,8,4,2,2,4,5,10,2,1,0,2,4,5,4,3,1,2,3,3,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,12,4,3,6,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,6,3,1,1,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,7,4
15 - Κοζάνης,173 E.T. Δήμου Εορδαίας,462,311,7,2,9,302,121,7,46,20,58,37,3,87,18,35,13,17,10,31,27,6,5,12,6,11,0,21,1,0,0,3,18,15,11,2,5,0,1,2,2,7,3,0,1,0,1,1,2,0,0,1,2,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,6,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,2,0,0,3,1,1,1,1,0,0,0,0,0,0,2,2,0,0,4,2
15 - Κοζάνης,174 E.T. Δήμου Εορδαίας,514,337,5,2,7,330,120,7,58,15,38,55,6,57,9,8,1,24,11,31,34,9,5,15,14,13,0,29,1,2,0,5,14,9,25,4,6,2,2,4,4,13,1,3,0,3,0,3,8,4,4,3,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,18,5,3,11,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,3,2,1,1,0,0,0,0,3,3,2,2,1,1,0,6,4
15 - Κοζάνης,175 E.T. Δήμου Εορδαίας,490,301,6,1,7,294,94,11,38,16,18,46,7,75,5,11,12,22,10,53,45,10,6,14,4,16,0,21,3,0,0,6,12,8,10,2,4,1,0,0,1,7,5,1,1,2,2,1,2,1,0,1,3,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,1,0,6,1,0,0,4,2,1,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,2,1,0,0,2,1,1,1,0,0,0,8,4
15 - Κοζάνης,176 E.T. Δήμου Εορδαίας,518,272,1,3,4,268,80,16,31,6,25,27,7,87,14,26,9,24,20,27,37,3,5,8,14,27,1,19,2,0,2,7,7,7,6,2,0,2,1,0,1,11,4,2,2,0,0,0,2,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1,2,2,0,0,0,4,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,1,0,2,1,1,1,1,0,4,1,0,0,0,0,0,5,1
15 - Κοζάνης,177 E.T. Δήμου Εορδαίας,514,240,6,0,6,234,55,8,19,6,30,17,2,64,6,20,4,25,14,20,50,4,7,13,17,30,5,16,5,0,1,5,5,6,5,1,2,0,0,0,2,6,0,1,4,1,1,3,1,0,0,1,1,0,0,0,0,0,3,1,1,0,0,0,4,4,0,0,0,7,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,4,3,2,0,0,3,2,0,0,0,0,2,2,1,0,0,1,0,7,2
15 - Κοζάνης,178 E.T. Δήμου Εορδαίας,370,226,0,0,0,226,66,21,32,6,9,32,0,70,1,7,2,10,6,56,23,5,2,8,10,5,0,10,0,0,0,3,3,5,14,1,3,1,1,1,4,6,0,1,2,0,0,3,0,0,0,0,3,2,3,1,0,0,2,0,0,0,1,0,4,3,2,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,1,1,1,0,1,0,3,2,2,0,0,1,1,10,7
15 - Κοζάνης,179 E.T. Δήμου Εορδαίας,517,360,11,0,11,349,111,14,45,8,41,63,1,129,17,52,7,53,30,51,32,3,4,7,15,23,0,11,1,0,2,1,8,7,19,7,8,1,3,1,5,8,4,3,0,0,3,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,2,2,6,4,2,0,1,15,8,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,4,1
15 - Κοζάνης,180 E.T. Δήμου Εορδαίας,526,364,6,4,10,354,125,19,70,4,32,74,0,91,11,40,6,27,23,25,46,6,3,23,17,22,0,33,6,1,2,9,13,12,12,2,4,1,0,1,4,7,1,0,0,2,0,3,5,0,1,4,2,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,6,2,0,2,3,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,1,1,1,0,1,0,0,0,0,1,1,13,5
15 - Κοζάνης,181 E.T. Δήμου Εορδαίας,520,376,6,1,7,369,139,21,58,7,41,63,2,94,7,34,5,31,25,37,42,9,9,9,9,22,0,10,1,0,0,4,6,3,17,4,5,3,3,1,4,4,0,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2,2,0,0,0,27,12,5,10,9,0,0,0,0,0,0,1,0,0,0,3,0,2,1,1,0,0,0,0,0,0,1,1,4,4,0,0,3,2,0,0,0,0,0,0,4,1,1,0,0,2,0,13,4
15 - Κοζάνης,182 E.T. Δήμου Εορδαίας,505,346,7,2,9,337,131,8,65,9,61,69,2,79,7,24,10,30,19,27,29,2,6,7,10,16,0,18,4,1,0,7,11,6,20,8,7,2,2,5,6,5,3,1,1,0,1,2,2,2,0,1,1,1,0,0,1,0,2,2,2,0,1,0,0,0,0,0,0,19,8,4,5,9,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,0,2,1,0,2,2,0,0,15,11
15 - Κοζάνης,183 E.T. Δήμου Εορδαίας,493,364,3,2,5,359,102,12,39,22,32,38,1,114,19,25,9,43,30,29,37,18,7,7,13,9,1,35,6,1,0,11,19,13,12,2,1,0,2,1,1,13,5,2,1,2,0,3,2,1,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,16,6,2,6,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,14,7
15 - Κοζάνης,184 E.T. Δήμου Εορδαίας,495,355,3,0,3,352,96,5,21,3,19,93,7,114,13,26,5,42,28,54,47,16,15,10,10,13,0,28,5,2,1,7,13,5,13,4,3,2,2,4,3,11,2,1,0,2,0,1,6,2,1,5,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,10,2,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,2,2,2,2,0,0,0,0,1,0,0,1,3,1,2,1,1,0,0,12,10
