ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΚΕΦΑΛΟΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Αχιλλέα,ΝΙΚΗΦΟΡΟΥ ΑΡΤΕΜΙΣ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΔΕΣΠΟΙΝΑ του Εμμανουήλ,ΤΣΟΥΝΤΑΝΗΣ ΓΑΒΡΙΗΛ του Ιωάννη,ΣΥΡΙΖΑ,ΔΟΥΛΟΥΜΠΕΚΗΣ ΘΕΟΔΩΡΟΣ του Ευάγγελου,ΚΙΑΓΙΑ ΣΤΥΛΙΑΝΗ ΒΑΡΒΑΡΑ του Θωμά,ΜΑΝΟΥΣΑΚΗ ΧΡΥΣΟΥΛΑ του Νικολάου,ΞΑΝΘΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΟΤΖΑΝΑΚΗ ΚΑΣΑΝΔΡΑ του Γεωργίου,ΜΙΧΑΛΑ ΕΛΕΥΘΕΡΙΑ του Ελευθερίου,ΣΚΟΥΝΤΗΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΧΝΑΡΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Κ.Κ.Ε.,ΔΑΚΑΝΑΛΗ ΙΩΑΝΝΑ του Χαράλαμπου,ΚΑΛΘΙ ΣΙΝΤΟΡΕΛΑ του Ντεντ,ΜΑΝΙΑΒΟΣ ΕΥΣΤΡΑΤΙΟΣ του Σωτηρίου,ΜΑΝΟΥΣΟΓΙΑΝΝΗΣ ΜΑΝΟΥΣΟΣ του Ιωσήφ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΜΖΕΛΗΣ ΘΩΜΑΣ του Ανδρέα,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΤΣΟΡΑΚΙΔΟΥ ΕΙΡΗΝΗ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ του Αναστασίου,ΤΣΑΚΑΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ-ΚΑΝΕΛΛΑ του Γεωργίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΚΟΚΟΓΙΑΝΝΑΚΗ ΑΝΑΣΤΑΣΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΔΕΛΗΓΙΩΡΓΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΑΝΤΡΕΑΣ) του Μιχαήλ,ΠΑΠΠΑ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,Ο.Κ.Δ.Ε.,ΣΗΦΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΘΕΟΔΩΡΑΚΗΣ  ΜΙΧΑΗΛ του Αναστασίου,ΣΑΒΒΑΚΗ ΕΥΓΕΝΙΑ του Κωνσταντίνου,Κίνημα 21,ΒΑΜΒΟΥΚΑ ΜΑΡΙΝΑ του Γεωργίου,ΝΙΚΟΛΑΚΑΚΗΣ ΜΑΡΚΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΤΖΙΝΑΣ ΑΠΟΣΤΟΛΟΣ του Νικηφόρου,ΤΡΟΥΛΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΝΙΚΗ,ΡΗΓΙΝΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννου,ΣΤΡΑΤΗΓΑΚΗ ΕΙΡΗΝΗ του Γεωργίου,κοινωνία αξιών,ΔΑΒΑΡΗ ΕΛΕΝΗ (ΕΛΕΝΑ) του Δημητρίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΠΕΤΟΥΣΗΣ ΤΗΛΕΜΑΧΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΓΙΑΡΤΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΒΙΒΙΛΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωάννη,ΚΑΠΝΙΣΤΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΚΥΜΙΩΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΣΤΑΚΚΟΥ ΚΟΝΤΕΣΣΑ του Σπύρου,Ένωση Κεντρώων,ΑΡΑΠΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΝΟΥΦΡΑΚΗ ΑΘΑΝΑΣΙΑ του Σπυρίδωνα,ΧΑΒΑΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΠΑΓΩΝΗΣ ΓΙΑΝΝΗΣ του Δημητρίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΙΑΝΝΙΚΑΚΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΜΑΡΚΙΔΗΣ ΕΜΜΑΝΟΥΗΛ του Τίτου,ΠΑΓΟΥΡΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Στυλιανού,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΒΟΓΙΑΤΖΑΚΗ ΕΛΕΝΗ του Εμμανουήλ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΒΑΓΚΟΤΗ ΕΛΕΝΗ του Ευαγγέλου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΡΟΚΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Οικολόγοι Πράσινοι,ΚΑΒΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Πανταζή,ΕΑΝ...,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Στεφάνου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΜΑΡΙΝΑ του Νικολάου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΡΑΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ
54 - Ρεθύμνης,133 E.T. Δήμου Ρεθύμνης,281,175,2,1,3,172,44,36,2,4,1,49,33,2,0,11,18,1,5,8,2,23,4,7,6,2,2,0,1,1,3,0,1,0,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0,5,3,2,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,4,1,0,3,0,0,0,0,0,0,1,1,0,0,1,1,11,11
54 - Ρεθύμνης,134 E.T. Δήμου Ρεθύμνης,249,188,3,0,3,185,73,43,10,2,14,22,9,1,0,12,51,3,8,13,25,7,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,1,1,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,6,4
54 - Ρεθύμνης,135 E.T. Δήμου Ρεθύμνης,102,64,0,0,0,64,28,11,1,3,11,7,5,1,0,0,12,0,0,0,12,3,0,0,1,0,3,1,1,1,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0
54 - Ρεθύμνης,136 E.T. Δήμου Ρεθύμνης,267,159,2,0,2,157,61,42,4,2,6,32,20,2,1,8,22,1,5,4,11,15,9,3,3,0,10,3,4,2,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,3,2,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0
54 - Ρεθύμνης,137 E.T. Δήμου Ρεθύμνης,119,77,1,0,1,76,22,17,2,1,1,16,6,0,1,7,13,0,2,2,9,5,2,1,0,1,4,0,0,2,4,0,2,1,1,0,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
54 - Ρεθύμνης,138 E.T. Δήμου Ρεθύμνης,190,118,3,0,3,115,46,28,2,8,4,19,5,0,0,11,5,0,0,3,0,5,0,0,2,2,4,1,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,22,15
54 - Ρεθύμνης,139 E.T. Δήμου Ρεθύμνης,455,275,3,2,5,270,116,89,8,3,7,27,5,6,1,11,80,0,1,6,65,6,0,3,2,1,8,2,2,0,4,0,3,1,0,0,0,0,1,1,0,0,0,6,3,3,2,2,0,9,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,4,2
54 - Ρεθύμνης,140 E.T. Δήμου Ρεθύμνης,234,157,0,0,0,157,57,39,5,3,5,40,7,0,1,29,30,2,16,5,6,6,1,1,0,4,6,2,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,3,0,3,0,0,0,0,0,0,1,0,0,0,1,1,1,1
54 - Ρεθύμνης,141 E.T. Δήμου Ρεθύμνης,191,135,0,1,1,134,48,35,0,2,8,28,11,0,1,11,31,2,2,4,20,4,2,0,0,1,4,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,1,1,1,1,0,0,0,0,0,0,2,2,1,0,1,0
54 - Ρεθύμνης,142 E.T. Δήμου Ρεθύμνης,532,395,13,5,18,377,131,87,10,6,12,93,35,7,5,44,55,5,10,22,11,20,13,1,0,3,7,2,3,0,11,1,5,0,0,5,0,3,0,0,3,0,0,1,0,1,4,1,1,14,9,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,0,3,0,0,3,2,0,0,3,2,0,0,2,2,16,9
54 - Ρεθύμνης,143 E.T. Δήμου Ρεθύμνης,535,390,3,4,7,383,132,65,12,19,24,61,19,1,0,32,51,5,9,22,8,34,12,4,1,9,13,4,4,4,17,5,8,3,3,2,0,2,0,0,0,0,0,3,2,1,2,0,1,18,13,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,2,1,0,0,2,0,0,0,5,2,0,0,3,1,27,18
54 - Ρεθύμνης,144 E.T. Δήμου Ρεθύμνης,516,376,4,1,5,371,146,85,9,18,20,68,16,3,9,31,42,1,9,19,11,28,13,1,2,4,12,3,3,3,7,2,4,2,2,1,0,0,0,0,2,0,0,6,2,3,2,0,1,14,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,3,0,0,2,0,1,0,6,1,1,1,0,0,17,7
54 - Ρεθύμνης,145 E.T. Δήμου Ρεθύμνης,362,274,7,0,7,267,79,45,6,9,13,70,34,2,3,20,37,1,2,21,10,12,9,0,0,2,9,0,1,3,7,2,3,0,0,0,0,0,0,0,0,0,0,46,0,45,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
54 - Ρεθύμνης,146 E.T. Δήμου Ρεθύμνης,425,318,6,1,7,311,106,77,12,4,4,55,18,1,7,22,56,2,3,36,13,15,9,0,1,2,8,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,51,4,45,0,0,0,2,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,2,2,1,0,0,0,0,5,4
54 - Ρεθύμνης,147 E.T. Δήμου Ρεθύμνης,548,357,13,4,17,340,131,101,4,13,7,59,22,3,9,24,64,4,7,29,21,9,1,1,0,4,15,5,0,5,9,4,4,4,4,2,0,1,0,0,0,0,0,7,2,5,6,2,1,8,6,2,0,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,17,11
54 - Ρεθύμνης,148 E.T. Δήμου Ρεθύμνης,94,66,1,2,3,63,12,6,0,4,0,20,4,0,0,15,20,1,7,4,6,4,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54 - Ρεθύμνης,149 E.T. Δήμου Ρεθύμνης,253,180,4,3,7,173,63,47,0,3,4,42,12,0,0,15,26,3,3,1,13,4,4,0,0,0,4,1,0,0,4,1,1,0,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,1,2,1,1,0,1,0,0,0,1,1,0,0,7,3
54 - Ρεθύμνης,150 E.T. Δήμου Ρεθύμνης,259,191,7,3,10,181,76,50,7,4,9,41,20,0,1,16,35,3,4,12,14,2,1,0,0,1,3,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,1,5,4,1,0,0,0,0,0,0,4,0,0,0,0,3,1,0,0,0,0,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
54 - Ρεθύμνης,151 E.T. Δήμου Ρεθύμνης,209,140,1,0,1,139,55,44,1,2,3,28,11,0,1,12,42,1,2,10,28,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4
54 - Ρεθύμνης,152 E.T. Δήμου Ρεθύμνης,307,203,1,2,3,200,68,50,5,9,2,26,10,0,3,10,72,3,15,8,44,12,4,1,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,2,2,0,0,0,0,6,5
54 - Ρεθύμνης,153 E.T. Δήμου Ρεθύμνης,289,203,5,0,5,198,52,38,1,4,8,51,14,0,1,27,41,2,10,0,12,7,4,0,0,1,6,1,0,3,7,3,3,0,0,0,0,0,0,0,1,0,1,2,1,1,3,1,2,7,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,1,1,0,1,0,1,1,3,2,2,2,0,0,9,6
54 - Ρεθύμνης,154 E.T. Δήμου Ρεθύμνης,317,227,5,2,7,220,71,46,8,7,5,62,14,0,5,40,33,1,4,10,17,4,1,0,0,0,3,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,13,0,7,5,1,0,0,0,1,0,0,0,1,1,1,1,12,9
54 - Ρεθύμνης,155 E.T. Δήμου Ρεθύμνης,368,239,2,3,5,234,91,65,6,6,9,46,10,1,1,33,46,1,5,8,29,9,5,0,2,1,6,0,1,2,3,0,2,0,0,0,0,0,0,0,4,3,1,3,0,2,0,0,0,5,3,1,0,0,0,0,0,0,1,0,1,0,0,2,0,2,0,1,1,8,4,0,3,0,0,1,1,0,0,2,1,3,2,0,0,3,1
54 - Ρεθύμνης,156 E.T. Δήμου Ρεθύμνης,196,140,1,0,1,139,57,40,0,5,3,36,6,0,3,26,22,2,3,5,10,5,1,0,0,2,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,4,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2
54 - Ρεθύμνης,157 E.T. Δήμου Ρεθύμνης,302,186,5,0,5,181,68,43,5,2,13,25,7,0,2,15,42,1,5,19,16,7,2,0,1,4,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,3,0,3,0,0,0,1,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,5,4,1,0,2,0,1,1,3,3,1,0,3,3,5,2
54 - Ρεθύμνης,158 E.T. Δήμου Ρεθύμνης,534,332,5,3,8,324,126,73,11,15,10,76,20,5,4,45,32,1,2,16,9,22,2,4,1,10,4,1,1,1,10,2,4,0,0,1,0,1,0,0,0,0,0,4,1,3,4,1,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,2,7,0,0,2,2,0,0,1,0,1,0,1,1,10,7
54 - Ρεθύμνης,159 E.T. Δήμου Ρεθύμνης,539,363,14,4,18,345,122,68,6,23,14,78,23,1,5,41,52,5,5,22,16,21,8,0,0,5,7,3,2,2,14,5,4,1,1,0,0,0,0,0,1,0,0,3,2,0,2,1,0,11,11,0,0,0,0,0,0,0,3,2,0,1,0,4,2,1,0,0,0,9,3,0,4,1,0,2,2,0,0,4,4,2,2,0,0,8,7
54 - Ρεθύμνης,160 E.T. Δήμου Ρεθύμνης,535,352,3,0,3,349,142,78,15,20,17,81,22,5,4,43,44,6,7,22,7,11,3,1,2,3,3,0,0,2,9,2,4,0,0,2,1,1,0,0,4,0,3,3,3,0,6,3,1,11,8,0,0,0,2,1,0,0,0,0,0,0,0,2,2,0,0,2,2,10,3,1,5,0,0,0,0,0,0,0,0,1,1,1,0,15,10
54 - Ρεθύμνης,161 E.T. Δήμου Ρεθύμνης,531,326,10,2,12,314,103,49,11,16,14,74,29,4,3,33,45,2,11,20,9,23,9,1,3,7,8,0,1,2,9,1,4,1,1,0,0,0,0,0,5,1,2,1,0,1,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,7,1,1,0,0,1,1,1,1,5,5,0,0,2,1,16,12
54 - Ρεθύμνης,162 E.T. Δήμου Ρεθύμνης,545,374,5,4,9,365,140,62,9,14,38,70,21,2,3,34,55,4,7,23,16,19,5,1,0,8,10,2,2,4,11,1,6,1,1,3,2,0,1,0,4,1,1,2,2,0,5,5,0,7,3,3,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,7,4,0,3,0,0,1,1,0,0,4,4,2,2,0,0,18,13
54 - Ρεθύμνης,163 E.T. Δήμου Ρεθύμνης,543,330,8,0,8,322,112,58,13,17,9,80,16,7,4,49,43,3,7,27,4,20,8,3,1,5,3,0,1,1,7,0,4,3,3,1,0,1,0,0,2,2,0,2,1,1,1,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,2,2,11,5,1,5,1,1,1,1,2,2,4,2,1,0,1,0,14,10
54 - Ρεθύμνης,164 E.T. Δήμου Ρεθύμνης,534,348,4,1,5,343,121,61,13,15,11,64,19,1,5,31,65,2,19,24,12,22,4,0,2,7,6,3,1,2,17,7,6,1,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,15,10,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,1,9,6,0,3,0,0,0,0,0,0,5,4,1,0,1,1,8,3
54 - Ρεθύμνης,165 E.T. Δήμου Ρεθύμνης,566,362,2,3,5,357,154,96,10,12,15,76,23,4,8,34,35,3,9,10,7,20,8,2,2,5,9,1,2,4,5,2,0,2,1,1,1,0,0,0,1,1,0,3,1,2,4,3,0,12,8,2,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,3,1,4,1,0,2,0,0,4,3,1,1,4,3,3,1,1,1,11,8
54 - Ρεθύμνης,166 E.T. Δήμου Ρεθύμνης,555,355,2,2,4,351,151,72,12,21,30,76,24,7,7,35,45,2,6,17,12,13,2,0,0,7,8,2,0,4,7,3,1,3,2,1,0,1,0,0,2,0,1,3,0,2,3,0,2,12,8,3,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,1,2,0,0,0,0,0,0,3,3,4,3,1,0,10,5
54 - Ρεθύμνης,167 E.T. Δήμου Ρεθύμνης,531,362,5,4,9,353,160,78,9,17,25,63,22,1,2,33,43,8,12,15,5,22,5,2,6,7,7,2,0,2,4,2,1,0,0,0,0,0,0,0,2,0,2,7,3,3,2,0,0,8,7,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,0,2,0,13,4,5,2,0,0,2,0,1,1,3,1,0,0,1,1,9,4
54 - Ρεθύμνης,168 E.T. Δήμου Ρεθύμνης,548,365,4,1,5,360,144,83,10,12,24,72,17,3,0,43,59,3,13,25,13,15,2,0,4,6,5,2,0,2,11,2,7,0,0,1,1,0,0,0,2,1,0,2,1,1,5,2,1,13,9,2,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,3,2,6,3,0,2,0,0,3,2,1,0,5,4,0,0,1,1,7,5
54 - Ρεθύμνης,169 E.T. Δήμου Ρεθύμνης,535,338,11,1,12,326,131,75,5,15,18,76,25,3,10,34,37,4,6,16,8,21,4,1,3,10,7,1,2,3,10,3,5,1,1,0,0,0,0,0,0,0,0,5,1,4,1,0,0,9,7,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7,3,2,1,1,1,3,3,3,1,3,1,0,0,0,0,9,8
54 - Ρεθύμνης,170 E.T. Δήμου Ρεθύμνης,558,338,2,0,2,336,119,60,8,13,23,84,24,2,7,47,48,4,23,13,4,18,11,0,0,6,12,4,1,3,12,2,6,0,0,0,0,0,0,0,1,1,0,7,3,4,4,2,1,8,7,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,4,1,2,1,0,0,3,2,1,1,4,2,1,0,0,0,6,2
54 - Ρεθύμνης,171 E.T. Δήμου Ρεθύμνης,564,336,2,1,3,333,118,59,10,11,28,76,20,1,6,44,59,5,13,25,12,15,7,0,0,6,8,2,0,6,9,2,4,2,2,0,0,0,0,0,1,1,0,0,0,0,2,1,0,14,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,5,0,0,0,0,0,0,1,1,1,1,4,4,9,7
54 - Ρεθύμνης,172 E.T. Δήμου Ρεθύμνης,532,335,12,3,15,320,155,92,14,20,23,62,14,4,3,37,41,3,3,25,7,17,4,0,4,5,4,2,0,1,6,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,5,0,0,0,0,2,0,2,2,0,0,1,1,10,7
54 - Ρεθύμνης,173 E.T. Δήμου Ρεθύμνης,458,337,5,3,8,329,123,72,16,15,12,77,25,3,1,43,66,9,17,24,13,12,0,6,1,3,5,3,0,0,5,1,1,1,1,3,1,2,0,0,1,0,0,1,1,0,2,0,1,8,4,3,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,4,2,0,2,1,1,2,1,0,0,6,4,2,1,0,0,8,5
54 - Ρεθύμνης,174 E.T. Δήμου Ρεθύμνης,487,392,4,2,6,386,135,86,12,14,11,83,24,2,0,47,58,5,18,16,8,18,8,0,1,3,12,2,2,6,8,3,1,3,2,1,1,0,0,0,0,0,0,11,4,5,1,0,0,18,15,3,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,1,6,1,2,2,0,0,0,0,1,0,5,4,2,0,1,0,18,12
54 - Ρεθύμνης,175 E.T. Δήμου Ρεθύμνης,557,376,10,3,13,363,123,69,8,12,19,91,26,4,3,50,74,9,15,39,8,15,2,3,0,3,2,1,0,0,13,2,4,0,0,1,0,0,0,0,3,1,0,2,1,1,2,0,1,16,14,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,4,3,1,0,1,0,1,1,0,0,4,2,0,0,0,0,8,6
54 - Ρεθύμνης,176 E.T. Δήμου Ρεθύμνης,551,356,6,2,8,348,146,70,19,17,23,77,30,3,4,32,56,3,16,20,7,12,3,0,1,6,4,1,2,0,16,3,9,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,8,5,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,0,1,1,4,0,1,1,1,0,0,0,1,0,2,1,0,0,1,1,10,5
54 - Ρεθύμνης,177 E.T. Δήμου Ρεθύμνης,521,361,7,5,12,349,158,80,5,28,21,70,17,3,4,40,34,4,5,13,6,14,5,2,0,3,10,3,1,0,12,5,5,1,0,2,0,2,1,1,2,0,1,1,0,0,0,0,0,10,10,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,7,1,2,4,0,0,2,1,2,0,4,3,2,1,1,1,11,7
54 - Ρεθύμνης,178 E.T. Δήμου Ρεθύμνης,550,352,6,2,8,344,120,73,13,13,9,84,16,3,5,47,51,6,6,20,13,24,8,1,3,8,7,2,1,2,13,5,2,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,10,9,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,7,1,0,4,0,0,2,1,0,0,6,3,0,0,2,1,11,4
54 - Ρεθύμνης,179 E.T. Δήμου Ρεθύμνης,545,352,3,3,6,346,162,91,6,19,33,63,18,3,2,39,42,5,10,19,5,16,4,0,1,6,10,1,5,2,10,1,4,1,1,0,0,0,0,0,0,0,0,3,2,1,4,2,0,7,5,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,7,4,2,0,0,0,1,1,2,2,3,1,1,0,0,0,9,5
54 - Ρεθύμνης,180 E.T. Δήμου Ρεθύμνης,539,345,8,1,9,336,147,0,0,0,0,61,12,3,7,39,45,3,11,18,8,13,4,2,2,3,5,2,1,0,9,4,3,3,1,1,1,0,0,0,1,0,1,4,2,2,0,0,0,12,9,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,10,4,2,2,0,0,1,1,0,0,6,5,2,0,0,0,11,7
54 - Ρεθύμνης,181 E.T. Δήμου Ρεθύμνης,333,238,3,1,4,234,69,34,8,7,17,44,14,3,2,22,33,2,3,14,10,10,6,0,3,0,8,2,1,1,7,1,3,0,0,0,0,0,0,0,0,0,0,5,3,2,4,1,0,8,7,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,2,1,26,16,6,3,1,0,1,1,2,2,0,0,1,0,1,1,8,5
54 - Ρεθύμνης,182 E.T. Δήμου Ρεθύμνης,516,368,15,4,19,349,106,62,11,12,10,97,38,2,8,41,57,6,10,27,12,15,5,2,1,2,6,3,0,1,13,6,5,0,0,2,0,1,0,0,2,1,0,3,1,1,5,1,2,8,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,9,3,1,4,0,0,4,2,1,1,4,2,1,1,2,2,9,5
