ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΔΕΡΜΕΝΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Αλεξάνδρου,ΔΗΜΟΣΧΑΚΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Σπύρου,ΚΑΡΑΜΗΤΣΟΥ-ΓΙΑΝΝΕΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΕΛΕΤΣΗΣ ΣΤΑΥΡΟΣ του Δημητρίου,ΚΟΣΜΙΔΟΥ ΕΥΑΓΓΕΛΙΑ του Αποστόλου,ΣΥΡΙΖΑ,ΒΑΛΑΒΑΝΙΔΟΥ ΣΜΑΡΩ του Γεωργίου,ΓΚΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Γεωργίου,ΔΕΔΟΓΛΟΥ ΣΠΥΡΟΣ του Γεωργίου,ΜΑΛΤΕΖΟΣ ΜΕΝΕΛΑΟΣ του Φωτεινού,ΜΠΕΡΔΟΥ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Σταύρου,ΤΣΟΛΑΚΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Δήμου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΒΑΒΙΑΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΓΡΗΓΟΡΑΙΝΑΣ ΕΥΣΤΡΑΤΙΟΣ (ΣΤΡΑΤΟΣ) του Γεωργίου,ΜΟΥΛΑΤΖΙΔΟΥ ΔΡΟΣΙΑ του Ευαγγέλου,ΜΠΙΛΙΜΠΙΝΗ-ΒΡΑΔΕΛΗ ΕΥΤΕΡΠΗ (ΕΦΗ) του Ξανθίππου,ΠΑΝΑΓΟΥΤΣΟΣ ΣΤΥΛΙΑΝΟΣ (ΣΤΕΛΙΟΣ) του Αθανασίου,ΧΑΜΑΛΙΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Κ.Κ.Ε.,ΔΕΥΤΕΡΑΙΟΣ ΣΑΒΒΑΣ του Παναγή,ΔΙΝΔΙΝΗ ΒΑΪΑ (ΒΑΝΑ) του Νικολάου,ΚΟΥΓΙΟΥΜΤΖΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΜΑΡΑΓΚΟΖΑΚΗ ΣΩΤΗΡΙΑ του Γεωργίου,ΠΑΠΑΔΑΜΑΚΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΦΩΤΙΑΔΗΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ορέστη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΙΑΝΝΑΡΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αντωνίου,ΔΕΡΜΕΝΤΖΟΓΛΟΥ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΙΡΚΟΣ ΜΑΡΓΑΡΙΤΗΣ του Δημητρίου,ΠΑΠΑΔΑΚΗΣ ΠΑΡΑΣΧΟΣ του Χρήστου,ΣΑΧΙΝΙΔΟΥ ΛΥΓΕΡΗ του Γεωργίου,ΣΚΑΡΛΑΤΟΣ ΠΑΝΤΕΛΕΗΜΩΝ του Χρήστου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΝΔΡΕΑΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΓΚΙΩΣΗ ΒΑΪΑ του Γεωργίου,ΚΑΛΛΙΝΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΙΑΚΙΡΗ ΕΥΑΓΓΕΛΙΑ του Μόσχου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΑΠΟΣΤΟΛΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΜΑΛΛΙΑΔΑ ΑΝΘΟΥΛΑ του Ευσταθίου,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΙΑΚΗ ΑΓΑΠΗ του Πέτρου,ΚΑΡΠΟΥΖΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΠΟΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΠΟΛΙΤΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ (ΦΥΛΛΙΑ) του Αθανασίου,Κίνημα 21,ΚΕΦΑΛΟΥΔΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΑΚΕΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,ΜΠΙΝΤΑΚΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΜΠΟΥΣΜΠΟΥΚΕΑ ΜΑΡΙΑ του Γεωργίου,ΣΙΟΥΛΗ ΑΝΑΣΤΑΣΙΑ του Κωνσταντίνου,ΝΙΚΗ,ΚΑΡΑΚΑΤΣΙΑΝΗ ΕΙΡΗΝΗ του Δημητρίου,ΜΑΓΓΙΝΑΣ ΝΙΚΟΛΑΟΣ του Θεμιστοκλή,ΞΥΓΩΝΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Αθανασίου,ΣΤΑΦΥΛΙΔΟΥ ΑΠΟΣΤΟΛΙΑ του Μόσχου,κοινωνία αξιών,ΠΑΠΑΓΡΗΓΟΡΙΟΥ (ΜΑΓΚΟΥΡΑ) ΚΡΙΝΙΩ του Ευθυμίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΜΑΥΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Σωκράτη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΣΩΤΗΡΙΟΣ του Λαζάρου,ΦΡΑΓΚΟΥ ΑΝΤΩΝΙΑ του Νικολάου,Ο.Α.Κ.Κ.Ε.,ΣΤΕΦΟΠΟΥΛΟΥ ΑΡΓΥΡΩ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΚΑΛΑΝΤΖΗ ΑΛΕΞΙΑ του Δημητρίου,Ελλήνων Συνέλευσις,ΑΛΕΞΑΝΔΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΗΛΙΑΔΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΚΑΠΟΥΣΟΥΖ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΟΡΦΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΟΥΦΕΞΗ ΜΑΡΘΑ του Ιακώβου,Ένωση Κεντρώων,ΚΥΜΠΡΙΤΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΟΥΣΙΩΝΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΛΑΣΙΟΥ ΠΟΛΥΞΕΝΗ του Κυριάκου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΑΛΑΜΠΑΝΙΔΗΣ ΚΛΗΜΕΝΤΙΟΣ του Αλεξίου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΛΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Νικολάου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΕΒΑΣΤΟΥ ΜΕΡΟΠΗ του Ιωάννη,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΡΚΑ ΜΑΡΓΑΡΙΤΑ του Στυλιανού,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΙΩΑΝΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Ελευθερίου,ΕΑΝ...,ΚΛΕΙΣΙΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΡΑΜΠΑΤΖΗΣ ΘΕΟΦΑΝΗΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΙΟΥΜΟΥΡΤΖΗ ΕΛΕΝΗ του Ζήση
1 - Έβρου,75 E.T. Δήμου Αλεξανδρούπολης,527,336,2,8,10,326,125,0,60,24,7,52,10,66,7,20,2,31,18,9,31,10,1,8,15,12,6,23,16,8,2,3,0,3,34,1,4,10,21,3,1,11,3,3,2,3,1,4,3,1,1,0,0,0,0,0,0,0,2,2,4,1,1,1,1,11,8,3,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,9,5
1 - Έβρου,76 E.T. Δήμου Αλεξανδρούπολης,585,336,10,2,12,324,122,0,46,16,10,47,12,47,3,12,4,30,15,11,47,8,8,6,18,13,4,24,15,10,1,2,2,2,29,5,6,6,16,3,3,8,2,2,1,0,1,4,3,1,1,0,0,2,2,0,1,1,3,3,1,1,0,0,0,7,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,2,1,0,0,3,3,3,0,3,2,2,1,1,0,8,6
1 - Έβρου,77 E.T. Δήμου Αλεξανδρούπολης,552,298,15,4,19,279,86,0,27,12,8,31,10,72,5,16,5,35,15,11,33,3,3,5,13,8,4,13,8,3,0,2,1,0,38,5,7,6,22,3,2,9,4,2,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,7,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,1,1,0,1,0,1,0,1,1,7,1
1 - Έβρου,78 E.T. Δήμου Αλεξανδρούπολης,581,346,12,4,16,330,133,0,49,24,7,57,19,75,8,17,5,42,21,10,32,7,9,11,16,5,2,16,12,4,2,5,2,2,27,3,6,6,18,2,2,4,1,1,0,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,3,1,1,0,0,13,4,7,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,1,0,2,0,1,0,4,4,2,2,1,1,2,2,2,1,4,2
1 - Έβρου,79 E.T. Δήμου Αλεξανδρούπολης,531,379,13,3,16,363,141,0,51,31,7,55,14,76,3,24,6,35,20,13,40,10,6,12,12,10,3,19,14,2,1,6,1,2,19,2,2,6,11,3,1,8,4,1,1,0,3,4,4,0,0,0,0,5,1,1,3,0,3,2,6,3,3,2,0,12,7,8,2,2,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,1,2,1,0,1,1,1,3,2,0,0,4,3,4,2,1,0,1,1,0,0,10,8
1 - Έβρου,80 E.T. Δήμου Αλεξανδρούπολης,539,305,9,0,9,296,109,0,41,19,9,43,17,61,7,13,1,30,18,10,29,5,4,8,8,7,5,15,8,8,1,1,5,1,34,5,5,15,14,3,3,12,2,5,5,3,4,3,3,0,0,0,0,0,0,0,0,0,4,3,4,2,1,1,1,4,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,6,1,2,2,2,1,4,4,0,0,0,0,0,0,3,2
1 - Έβρου,81 E.T. Δήμου Αλεξανδρούπολης,540,312,12,4,16,296,117,0,45,30,10,38,21,60,11,10,1,30,20,4,37,15,4,8,12,8,4,9,7,3,0,2,0,0,30,1,6,15,15,2,2,8,3,2,1,1,4,3,2,0,0,1,0,5,2,1,1,2,4,1,1,0,0,1,1,7,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,2,0,1,1,2,2,1,0,0,0,0,0,2,2,1,1,0,0,4,3
1 - Έβρου,82 E.T. Δήμου Αλεξανδρούπολης,486,296,11,2,13,283,123,0,57,29,6,87,20,65,5,13,2,51,47,9,20,16,1,2,10,6,0,22,21,3,2,3,1,2,23,1,4,4,19,3,0,8,3,2,3,2,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,2,2,0,0,1,0,7,7
1 - Έβρου,83 E.T. Δήμου Αλεξανδρούπολης,401,267,8,2,10,257,118,0,36,34,7,48,16,35,7,11,2,14,6,7,43,9,3,19,12,3,7,15,11,4,0,3,1,0,18,2,5,5,12,0,1,4,2,1,2,0,1,2,2,0,0,0,0,0,0,0,0,0,3,3,3,0,1,1,0,4,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,0,2,2,0,0,0,0,1,1,1,0,2,1,0,0,3,2,0,0
1 - Έβρου,84 E.T. Δήμου Αλεξανδρούπολης,388,272,3,1,4,268,95,0,48,22,12,27,21,47,8,11,0,23,11,5,47,12,7,23,18,4,5,21,15,4,1,0,6,1,27,3,6,8,17,1,0,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,7,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,1,1,1,0,1,0,0,0,4,3,4,2
1 - Έβρου,85 E.T. Δήμου Αλεξανδρούπολης,400,261,5,0,5,256,97,0,28,20,9,38,25,54,4,13,1,33,16,10,33,11,9,20,3,1,6,12,3,11,0,0,6,0,26,3,10,12,11,4,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,5,5,5,2,1,0,1,4,2,1,0,3,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,4,3,1,1,2,0,4,2
1 - Έβρου,86 E.T. Δήμου Αλεξανδρούπολης,396,231,11,1,12,219,76,0,30,7,4,36,15,46,7,13,4,26,15,3,26,12,5,7,9,4,1,11,8,4,0,1,2,0,25,1,5,5,16,4,1,4,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,3,2,1,1,0,1,7,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,4,4,0,0,0,0,0,0,2,2,0,0,0,0,6,4
1 - Έβρου,87 E.T. Δήμου Αλεξανδρούπολης,399,223,7,0,7,216,101,0,49,24,2,41,12,27,2,4,4,17,13,1,31,15,11,7,1,5,8,9,7,1,2,1,0,1,30,0,4,6,22,2,22,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,4,2,4,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,3,2
1 - Έβρου,88 E.T. Δήμου Αλεξανδρούπολης,359,220,3,1,4,216,72,0,28,11,4,35,13,60,7,15,9,26,20,9,20,7,2,2,9,5,3,8,6,4,0,0,0,1,32,3,5,4,24,4,0,4,2,2,0,2,2,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,8,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,4,4
1 - Έβρου,89 E.T. Δήμου Αλεξανδρούπολης,420,280,3,0,3,277,145,0,83,21,8,69,16,42,4,2,3,30,6,6,21,3,1,10,5,0,8,3,1,1,0,2,1,0,43,2,3,2,37,3,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,1,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1
1 - Έβρου,90 E.T. Δήμου Αλεξανδρούπολης,456,286,4,2,6,280,121,0,66,26,2,57,12,61,6,12,3,33,20,7,20,5,0,9,3,3,7,8,7,1,0,2,0,1,32,3,7,3,19,7,2,7,2,1,0,2,3,0,0,2,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,2,2,2,2,3,2,1,0,5,2
1 - Έβρου,91 E.T. Δήμου Αλεξανδρούπολης,263,155,0,0,0,155,78,0,49,16,3,29,16,29,3,9,1,15,5,5,14,3,1,5,7,2,2,5,2,3,0,1,0,3,11,3,0,2,7,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,5,2,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,0,0,0,0,2,0,0,0,2,1
1 - Έβρου,92 E.T. Δήμου Αλεξανδρούπολης,533,350,12,1,13,337,176,0,70,23,11,89,18,76,8,16,0,53,24,4,28,10,8,11,4,2,1,9,7,4,1,1,0,0,18,1,8,6,7,1,0,5,0,1,0,1,3,5,4,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3,3,0,0,0,0,3,3,3,2,2,2
1 - Έβρου,93 E.T. Δήμου Αλεξανδρούπολης,538,337,6,3,9,328,141,0,74,29,7,61,7,75,6,17,1,54,29,7,29,11,6,10,5,1,2,9,5,1,1,1,2,0,41,4,8,6,26,3,1,5,1,0,0,0,1,5,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,7,3,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,3,2,0,0,4,2
1 - Έβρου,94 E.T. Δήμου Αλεξανδρούπολης,315,191,10,5,15,176,61,0,23,23,1,30,5,79,2,18,1,46,39,2,17,6,7,2,3,0,4,2,0,0,0,0,0,0,6,1,2,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1
1 - Έβρου,95 E.T. Δήμου Αλεξανδρούπολης,321,192,3,3,6,186,36,0,22,6,1,12,1,121,4,15,4,64,61,6,10,4,4,0,1,1,1,4,3,2,0,0,1,0,4,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1 - Έβρου,96 E.T. Δήμου Αλεξανδρούπολης,498,236,1,0,1,235,91,0,32,25,1,41,13,54,8,18,2,13,13,7,34,5,10,17,4,8,5,6,6,1,1,0,1,0,32,1,1,3,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,1,1,2,1,3,3,0,0,0,0,0,0,0,0
1 - Έβρου,97 E.T. Δήμου Αλεξανδρούπολης,419,305,2,2,4,301,91,0,51,7,0,55,30,182,1,81,0,80,90,0,18,1,0,4,0,12,8,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1 - Έβρου,98 E.T. Δήμου Αλεξανδρούπολης,153,51,1,0,1,50,23,0,6,7,1,15,6,10,0,1,0,5,6,0,5,1,0,2,0,2,3,1,0,0,0,0,0,0,8,0,0,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,99 E.T. Δήμου Αλεξανδρούπολης,499,340,13,3,16,324,127,0,44,42,9,60,15,49,4,16,0,17,22,7,62,6,4,55,4,8,5,15,10,8,0,0,1,4,23,8,8,6,10,3,0,11,7,3,0,1,5,3,2,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,2,12,7,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,0,3,2,1,0,0,0,0,0,0,0,7,6
1 - Έβρου,100 E.T. Δήμου Αλεξανδρούπολης,499,303,2,2,4,299,108,0,26,44,7,52,26,47,4,11,4,27,10,11,69,7,9,66,8,3,4,16,9,4,0,5,3,2,16,2,2,4,10,0,1,4,2,1,0,0,2,5,3,0,0,0,0,2,2,1,0,0,4,3,5,2,3,0,3,5,1,2,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,1,1,2,2,1,1,0,0,7,6
1 - Έβρου,101 E.T. Δήμου Αλεξανδρούπολης,491,345,6,2,8,337,123,0,35,34,9,61,10,65,14,12,7,24,25,4,56,18,5,47,6,7,3,10,6,5,1,1,0,0,42,5,8,13,25,4,1,8,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,11,6,4,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,0,0,1,0,0,0,3,2,3,2,1,1,3,1
1 - Έβρου,102 E.T. Δήμου Αλεξανδρούπολης,474,276,3,1,4,272,94,0,32,19,9,35,15,41,7,10,1,16,17,9,42,15,4,14,5,7,14,15,12,5,0,3,1,3,64,2,11,18,44,6,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,1,1
1 - Έβρου,103 E.T. Δήμου Αλεξανδρούπολης,102,58,2,0,2,56,17,0,7,1,0,8,2,20,2,5,0,10,5,1,8,2,1,0,4,5,1,2,0,1,1,2,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1 - Έβρου,104 E.T. Δήμου Αλεξανδρούπολης,465,263,6,0,6,257,128,0,44,29,6,65,27,31,5,12,4,8,15,3,17,6,2,9,2,2,1,14,5,3,1,5,5,0,41,4,12,15,24,4,3,5,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,2,1,1,1,2,2,0,0,0,0,1,1,2,0,3,0
1 - Έβρου,105 E.T. Δήμου Αλεξανδρούπολης,457,268,3,1,4,264,108,0,37,15,5,69,25,51,4,6,4,35,15,7,43,7,6,22,12,8,1,5,5,0,0,3,0,0,28,1,6,7,16,3,1,2,2,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,3,2,3,0,2,1,0,6,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,3,3,0,0,1,0,0,0,0,0,5,1
1 - Έβρου,106 E.T. Δήμου Αλεξανδρούπολης,453,253,6,0,6,247,109,0,47,15,4,48,11,36,3,13,1,17,12,4,26,3,2,12,4,4,2,4,2,1,0,3,1,1,47,6,2,12,29,6,1,1,0,1,0,1,0,3,1,0,0,0,0,2,1,1,0,0,3,1,1,0,0,0,0,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,3,1,2,0
1 - Έβρου,107 E.T. Δήμου Αλεξανδρούπολης,95,43,3,0,3,40,15,0,5,2,3,5,1,13,1,0,0,10,2,1,4,0,0,0,1,2,1,0,0,0,0,0,0,0,4,0,1,0,3,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1 - Έβρου,108 E.T. Δήμου Αλεξανδρούπολης,345,184,5,4,9,175,92,0,30,16,4,52,12,30,3,6,3,9,22,2,16,5,0,14,1,0,8,6,3,1,0,3,0,0,17,0,4,2,14,0,0,3,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,3,3
1 - Έβρου,109 E.T. Δήμου Αλεξανδρούπολης,364,224,3,1,4,220,94,0,42,13,5,51,16,40,1,7,2,23,22,5,25,0,1,14,7,4,1,10,5,3,1,5,0,0,24,6,3,0,14,4,1,4,1,0,0,1,2,3,3,0,0,0,0,1,0,0,0,1,4,4,1,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,2,1,4,3
1 - Έβρου,110 E.T. Δήμου Αλεξανδρούπολης,505,303,11,0,11,292,105,0,52,34,12,45,13,57,7,13,14,24,13,4,47,8,1,39,5,5,4,12,8,4,0,3,0,2,26,3,3,9,14,2,2,2,2,0,0,1,0,3,3,1,1,0,0,0,0,0,0,0,6,6,2,1,1,0,0,11,3,6,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2,2,1,1,1,1,1,1,2,2,0,0,2,2,1,1,8,4
1 - Έβρου,111 E.T. Δήμου Αλεξανδρούπολης,525,302,7,3,10,292,147,0,68,43,20,51,10,34,2,10,12,17,7,3,27,7,0,21,1,4,3,12,12,1,1,5,0,1,28,4,5,9,14,2,2,3,0,0,0,0,0,4,4,0,0,0,0,3,0,2,2,0,2,2,1,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,4,1,1,0,1,1,2,0,0,0,1,0,4,3,8,5
