ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΑΝΑ ΕΙΡΗΝΗ του Βρανά,ΔΕΛΗΚΑΡΗ ΑΓΓΕΛΙΚΗ του Γεωργίου,ΛΑΖΑΡΙΔΗΣ ΜΑΚΑΡΙΟΣ του Βασιλείου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΣΧΑΛΙΔΗΣ ΙΩΑΝΝΗΣ του Αδάμ,ΧΑΤΖΗΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ (ΜΑΙΡΗ) του Γεωργίου,ΣΥΡΙΖΑ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΣΟΥΛΤΑΝΑ (ΤΑΝΙΑ) του Παύλου,ΕΜΜΑΝΟΥΗΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΡΑΣΑΒΒΟΓΛΟΥ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΜΙΡΛΗ ΑΝΑΣΤΑΣΙΑ του Δημητρίου,ΞΟΥΛΟΓΗΣ ΦΙΛΗΜΩΝ του Χρήστου,ΠΑΝΑΓΙΩΤΙΔΟΥ ΑΘΗΝΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΪΝΤΑΤΖΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Χαράλαμπου,ΜΑΡΤΙΔΟΥ ΣΟΦΙΑ του Νικολάου,ΠΑΠΟΥΤΣΗΣ ΔΗΜΗΤΡΙΟΣ του Πασχάλη,ΠΑΠΠΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΠΛΑΦΑΔΕΛΗΣ ΙΩΑΝΝΗΣ του Αγγέλου,ΧΡΙΣΤΟΔΟΥΛΟΥ ΕΥΣΤΡΑΤΙΑ συζ. Κρεμύδα Σμάραγδου,Κ.Κ.Ε.,ΓΙΑΓΚΙΔΗΣ ΙΩΑΝΝΗΣ του Μιχαήλ,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΜΙΧΑΗΛ του Βασιλείου,ΚΟΝΤΟΓΕΩΡΓΙΟΥ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΜΠΡΑΤΣΟΥ ΒΑΣΙΛΙΚΗ του Στυλιανού,ΠΗΛΙΤΣΗ ΧΑΪΔΟΥΛΑ (ΧΑΡΙΣ) του Δημητρίου,ΤΣΩΜΟΥ - ΧΡΥΣΑΦΗ ΑΝΑΣΤΑΣΙΑ (ΤΑΣΙΑ) συζ. Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΥΤΣΑΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΚΑΪΚΟΥΝΙΔΗΣ ΜΙΧΑΗΛ του Χαράλαμπου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΣΩΤΗΡΙΑ του Αλεξίου,ΠΙΠΕΡΓΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΣΥΜΕΩΝΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Παύλου,ΤΣΑΧΑΛΙΔΟΥ ΟΛΓΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΑΠΟΣΤΟΛΑΚΑΚΗ ΦΩΤΕΙΝΗ του Αποστόλου,ΔΑΜΙΑΝΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ομήρου,ΙΩΑΝΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Λαζάρου,ΜΑΚΑΡΙΟΣ (ΜΑΚΑΡΙΟΥ) ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Εμμανουήλ,ΝΑΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Στυλιανού,ΠΑΣΣΑΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΑΧΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΟΥ ΙΟΥΛΙΑ του Αντωνίου,ΧΟΡΟΖΙΔΗΣ ΣΩΤΗΡΙΟΣ του Ηρακλή,Κ.Κ.Ε. (μ-λ),ΒΡΑΧΝΑΚΗ ΑΝΤΙΓΟΝΗ του Μιχαήλ,ΜΑΤΣΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΖΙΓΝΕΛΗΣ ΧΡΙΣΤΟΔΟΥΛΟΣ του Θεοδώρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΙΤΤΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Μαξίμου,ΨΩΜΙΑΔΗ ΜΑΡΙΑ του Νικολάου,Κίνημα 21,ΚΑΡΥΠΙΔΟΥ ΣΥΜΕΛΑ του Θεοδώρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΣΑΡΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΚΑΡΑΛΑΖΟΣ ΑΝΑΣΤΑΣΙΟΣ του Ευθυμίου,ΜΥΛΩΝΑΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΤΖΙΑΚΑ ΕΥΑΓΓΕΛΙΑ του Ευαγγέλου,ΝΙΚΗ,ΚΟΤΣΑΝΟΥ ΑΝΑΤΟΛΗ του Ευάγγελου,ΜΠΟΥΓΑΤΣΑ ΑΡΓΥΡΗ του Ιωάννη,ΤΑΚΗΣ ΑΝΤΩΝΙΟΣ του Ευσταθίου,ΤΣΕΛΕΠΟΝΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,κοινωνία αξιών,ΣΠΑΡΙΔΗΣ ΘΕΟΔΩΡΟΣ του Ευαγγέλου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΚΥΡΙΑΚΟΣ του Ευθυμίου,ΖΙΑΡΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,Ο.Α.Κ.Κ.Ε.,ΜΑΝΙΑΔΗ ΜΑΡΙΑ του Μενελάου,Μ-Λ Κ.Κ.Ε.,ΠΑΣΑΧΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΘΑΛΑΣΣΟΥΔΗ ΟΛΓΑ του Γεωργίου,ΚΑΡΑΚΟΖΙΔΗΣ ΗΛΙΑΣ του Χαράλαμπου,ΜΟΜΤΣΟΥ ΦΩΤΕΙΝΗ του Ιωάννη,ΜΠΕΝΗΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΤΣΑΓΚΑΡΑΤΟΣ ΧΡΙΣΤΟΦΟΡΟΣ του Θρασύβουλου,ΧΩΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χαράλαμπου,Ένωση Κεντρώων,ΒΑΣΙΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κωνσταντίνου,ΠΑΛΑΝΤΖΙΔΟΥ ΜΑΡΓΑΡΙΤΑ του Μιχαήλ,ΣΑΛΜΑΝ ΧΡΗΣΤΟΣ - ΤΖΑΜΑΛ του Χουσσεΐν,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΛΥΒΑΣ ΑΘΑΝΑΣΙΟΣ του Γερασίμου,ΡΑΜΠΟΤΑ ΑΡΕΤΗ του Γεωργίου,ΣΟΦΙΑΝΟΠΟΥΛΟΥ ΜΑΡΙΛΕΝΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΟΥΔΕΒΕΝΟΥ ΚΑΛΛΙΟΠΗ του Σπυρίδωνος,ΚΛΕΤΣΑ ΠΑΤΡΑ του Αχιλλέως,ΠΑΚΑΤΑΡΙΔΗΣ ΣΑΒΒΑΣ του Ευσταθίου,ΣΑΡΜΠΕΖΟΥΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αλεξάνδρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΡΟΤΟΠΟΥΛΟΥ-ΚΑΛΦΟΠΟΥΛΟΥ ΜΑΡΙΑ (ΜΑΡΙΝΑ) του Ιωσήφ,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΙΧΑΗΛΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Μιχαήλ,ΜΟΛΙΩΤΗ ΑΝΔΡΙΑΝΑ του Αλεξάνδρου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΘΕΟΦΑΝΗΣ του Χρήστου,ΕΑΝ...,ΘΕΟΔΟΣΙΟΥ ΠΕΛΑΓΙΑ του Αθανασίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΡΥΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΠΟΛΥΞΕΝΗ του Ευθυμίου
5 - Καβάλας,248 E.T. Δήμου Παγγαίου,424,300,8,2,10,290,113,14,2,6,92,58,1,50,34,11,7,2,15,5,53,1,3,26,30,0,4,8,3,2,2,0,0,1,12,4,2,2,1,3,2,9,3,3,4,3,1,2,2,0,0,2,3,1,0,0,0,0,0,0,0,0,8,1,1,7,0,4,1,1,2,1,0,0,1,0,1,0,0,1,0,3,0,1,0,3,0,2,0,0,0,0,4,3,0,0,6,1,0,3,3,1,0,2,0,0,0,0,0,2,2,0,0,8,5
5 - Καβάλας,249 E.T. Δήμου Παγγαίου,370,286,0,2,2,284,132,14,9,12,97,76,7,37,17,15,2,4,15,4,51,1,5,34,21,0,9,3,0,1,0,0,0,1,22,6,2,2,6,2,5,4,0,1,0,0,0,1,3,0,0,3,1,1,0,0,0,1,0,0,0,0,5,0,1,2,1,8,5,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,1,0,0,0,4,0,0,3,0,1,1,2,1,0,1,1,1,0,0,0,0,5,4
5 - Καβάλας,250 E.T. Δήμου Παγγαίου,452,293,7,0,7,286,118,11,2,13,82,53,4,38,19,11,4,0,10,3,36,1,2,20,14,1,4,9,2,3,1,3,0,0,17,4,3,1,6,1,3,14,2,1,0,1,0,9,11,0,2,8,0,0,0,0,0,0,0,0,2,2,3,1,1,1,0,12,4,1,0,1,0,0,1,1,1,0,0,0,0,7,0,0,0,6,0,1,2,2,2,0,2,0,0,0,3,1,0,0,2,1,0,5,2,1,2,1,1,0,0,0,0,4,2
5 - Καβάλας,251 E.T. Δήμου Παγγαίου,457,284,3,2,5,279,117,8,7,14,91,41,3,24,10,7,5,1,8,1,44,5,2,31,20,0,5,12,0,0,0,1,0,0,16,5,0,2,5,1,1,11,3,1,0,1,0,9,8,0,1,6,1,0,0,0,0,1,1,1,5,2,4,0,0,4,2,6,5,1,1,3,0,0,2,2,1,0,0,0,0,10,0,0,1,9,3,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,1,0,0,1,1,1,3,2,2,0,8,3
5 - Καβάλας,252 E.T. Δήμου Παγγαίου,448,260,10,2,12,248,113,8,4,21,82,45,3,30,16,13,2,0,9,1,38,1,7,19,21,0,5,5,2,1,0,3,1,2,16,3,2,2,11,1,3,17,1,0,1,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,5,4,2,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,6,2,2,2,2,0,0,1,1,1,0,0,0,0,0,1,1,7,2
5 - Καβάλας,253 E.T. Δήμου Παγγαίου,447,303,13,3,16,287,127,12,9,19,94,34,10,33,14,5,3,0,8,3,28,1,1,17,14,1,4,20,2,11,0,11,2,0,21,1,0,1,12,1,2,5,1,1,0,1,0,3,4,2,2,2,1,0,0,0,0,0,0,0,1,0,12,2,5,1,1,8,4,1,1,1,1,0,3,0,1,0,0,0,0,2,1,0,0,2,0,0,2,0,0,0,3,3,1,0,4,1,1,0,3,0,0,3,0,0,0,0,0,0,0,3,1,6,1
5 - Καβάλας,254 E.T. Δήμου Παγγαίου,505,325,10,1,11,314,150,30,9,30,118,45,11,39,25,10,12,3,7,4,24,1,7,14,12,0,3,8,2,1,2,2,1,0,30,6,2,3,10,7,7,12,4,4,3,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,4,3,4,0,2,0,0,8,2,2,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,8,8,0,2,1,0,0,8,3,3,3,2,0,1,0,1,1,7,5
5 - Καβάλας,255 E.T. Δήμου Παγγαίου,523,357,7,1,8,349,166,18,15,38,119,50,17,46,25,9,14,2,11,4,35,1,4,27,12,0,10,5,0,1,0,3,0,0,25,5,1,5,12,7,5,12,0,2,4,2,0,1,4,1,1,3,2,0,0,0,0,0,0,0,1,0,3,2,2,0,0,17,4,1,3,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,11,7,0,2,3,0,0,5,0,0,2,2,1,3,1,0,0,8,6
5 - Καβάλας,256 E.T. Δήμου Παγγαίου,602,397,12,3,15,382,203,30,11,41,143,84,9,30,15,13,1,2,6,2,41,4,3,23,16,1,0,7,5,5,0,0,1,1,33,4,2,2,11,7,6,15,4,3,4,3,1,2,4,0,2,0,1,1,1,0,0,2,0,0,0,0,5,1,1,1,2,14,3,0,5,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,3,1,1,0,2,2,1,3,1,0,2,0,0,0,0,0,0,13,7
5 - Καβάλας,257 E.T. Δήμου Παγγαίου,435,292,2,0,2,290,135,8,6,30,98,49,6,44,20,6,6,3,9,9,63,2,4,40,36,1,7,9,0,7,0,5,0,0,6,0,0,2,2,0,3,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,5,1,1,2,3,0,0,1,1,1,0,0,0,0,3,0,1,0,2,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,6,5
5 - Καβάλας,258 E.T. Δήμου Παγγαίου,411,271,7,2,9,262,150,5,8,30,115,73,11,22,8,6,0,1,12,6,33,3,0,22,17,1,1,17,0,15,0,11,0,0,14,2,2,1,3,2,6,6,3,2,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,3,1,1,0,2,1
5 - Καβάλας,259 E.T. Δήμου Παγγαίου,505,322,1,1,2,320,126,5,6,16,93,57,9,26,15,2,7,1,2,2,43,2,1,33,20,0,4,12,1,6,4,9,0,0,27,4,0,5,7,11,3,3,1,0,0,0,0,0,11,0,0,10,0,0,0,0,0,0,0,0,2,1,8,1,5,0,0,16,6,2,6,6,0,0,5,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,9,4,1,2,0,0,0,4,3,4,1,0,0,7,3,0,0,16,8
5 - Καβάλας,260 E.T. Δήμου Παγγαίου,420,271,3,0,3,268,156,9,4,36,119,58,6,14,9,2,2,1,5,4,34,2,4,23,16,1,7,7,2,3,0,5,2,1,13,2,2,2,1,1,3,8,3,1,1,0,0,1,2,2,1,0,0,0,0,0,0,2,0,0,1,1,3,0,1,0,0,6,3,2,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,3,2,1,1,3,0,1,0,3,0,0,1,0,0,1,1,0,1,1,1,0,8,3
5 - Καβάλας,261 E.T. Δήμου Παγγαίου,399,256,9,2,11,245,107,9,5,25,76,39,3,23,10,5,5,4,5,5,43,0,8,28,14,3,4,10,2,2,0,2,1,1,15,5,1,4,3,1,1,7,2,2,0,0,0,0,3,1,1,1,0,0,0,1,1,0,0,0,0,0,8,3,3,1,2,9,2,2,1,1,2,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,5,3,4,1,2,1
5 - Καβάλας,262 E.T. Δήμου Παγγαίου,430,253,10,1,11,242,111,3,3,41,86,44,2,20,4,10,3,5,7,2,48,2,14,31,20,0,7,9,0,5,1,7,0,0,12,2,0,2,1,7,6,2,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,2,1,2,0,1,4,4,20,13,14,0,0,0,0,2,0,1,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1
5 - Καβάλας,263 E.T. Δήμου Παγγαίου,447,262,8,1,9,253,133,9,6,40,103,59,10,15,12,2,4,3,2,0,42,3,8,21,20,0,5,13,0,4,0,9,1,1,3,1,0,0,0,0,0,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,0,3,3,3,0,0,5,5,18,12,12,0,0,0,0,3,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,10,7
5 - Καβάλας,264 E.T. Δήμου Παγγαίου,415,258,8,0,8,250,136,13,6,31,102,58,5,13,7,1,2,2,3,1,39,1,3,30,22,0,1,3,1,2,0,1,0,0,21,7,4,2,0,6,4,1,1,0,0,0,0,0,6,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,3,2,2,11,5
5 - Καβάλας,265 E.T. Δήμου Παγγαίου,414,261,7,2,9,252,113,18,5,30,69,49,8,27,18,3,2,3,12,2,61,1,12,39,32,1,6,4,1,1,1,1,0,0,20,5,2,0,5,7,7,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,3,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,9,4
5 - Καβάλας,266 E.T. Δήμου Παγγαίου,398,231,1,2,3,228,98,16,4,20,67,48,3,16,13,2,0,0,6,2,52,4,5,38,26,0,9,3,1,1,0,2,0,1,17,4,3,2,1,7,4,2,0,0,0,1,0,1,6,0,0,5,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,16,13,2,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,9,7
5 - Καβάλας,267 E.T. Δήμου Παγγαίου,362,223,8,2,10,213,98,5,7,29,81,51,0,19,12,5,0,4,3,1,21,0,2,12,10,0,2,50,1,45,0,27,1,1,5,0,0,0,3,2,2,2,2,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,2
5 - Καβάλας,268 E.T. Δήμου Παγγαίου,374,231,6,0,6,225,98,6,5,20,69,51,6,25,17,4,3,4,6,5,22,1,4,15,12,1,1,44,0,40,0,28,1,1,4,2,0,1,0,0,1,4,2,1,3,0,0,0,2,1,0,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,9,5,6,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,5,1,1,1,1,0,0,5,1,5,0,1,1,0,0,0,0,0,0
5 - Καβάλας,269 E.T. Δήμου Παγγαίου,334,207,3,0,3,204,136,2,1,29,112,79,5,7,4,0,0,1,1,0,18,1,3,7,12,1,0,3,0,2,0,2,0,1,13,0,0,2,1,3,1,3,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,1,0,1,0,4,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,5,2
5 - Καβάλας,270 E.T. Δήμου Παγγαίου,454,219,2,0,2,217,122,7,7,26,107,37,9,22,11,5,6,2,3,5,15,1,0,9,6,0,3,6,0,2,0,3,0,0,14,1,2,1,3,3,2,0,0,0,0,0,0,0,8,0,1,6,0,0,0,0,0,0,0,0,1,0,3,1,0,2,0,11,5,2,6,3,0,0,1,1,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3
5 - Καβάλας,271 E.T. Δήμου Παγγαίου,440,226,5,1,6,220,124,8,4,27,106,46,6,28,18,6,4,2,8,4,17,2,1,12,7,0,3,1,0,0,0,1,0,0,7,1,0,1,2,1,3,2,2,2,0,0,0,0,7,1,2,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,11,3,3,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,1,1,1,1,0,3,0,1,0,3,0,0,4,1,0,1,1,1,0,0,1,0,7,5
5 - Καβάλας,272 E.T. Δήμου Παγγαίου,460,238,3,2,5,233,149,7,7,36,123,40,12,19,10,4,3,0,5,3,13,0,3,9,7,0,2,4,0,0,0,1,1,2,11,1,1,1,3,0,4,5,2,1,0,2,1,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,5,0,2,2,0,8,2,3,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0,1,0,3,1,0,2,0,0,0,0,0,0,5,3
5 - Καβάλας,273 E.T. Δήμου Παγγαίου,459,208,4,0,4,204,104,2,2,28,89,41,1,24,12,5,4,5,7,5,30,3,1,16,15,1,2,3,0,0,1,0,0,1,12,2,0,3,1,4,2,2,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,2,0,0,3,1,3,0,0,0,0,0,0,0,5,2
5 - Καβάλας,274 E.T. Δήμου Παγγαίου,451,235,6,1,7,228,123,5,3,40,93,43,8,17,10,2,1,1,2,5,26,1,5,20,11,0,5,3,0,1,0,0,0,0,9,3,0,4,2,1,4,3,1,1,0,1,0,1,3,0,1,2,0,0,0,0,0,1,0,0,3,2,7,0,1,5,1,20,6,4,5,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,5,3
5 - Καβάλας,275 E.T. Δήμου Παγγαίου,429,227,1,2,3,224,129,7,5,36,103,42,7,22,7,9,6,2,5,1,23,2,2,19,4,1,4,5,1,1,0,2,0,0,6,2,4,1,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,20,11,5,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,8,8
5 - Καβάλας,276 E.T. Δήμου Παγγαίου,404,193,1,0,1,192,101,6,4,23,69,30,10,19,13,6,6,0,3,0,25,1,1,19,7,0,0,5,1,1,1,1,0,0,10,1,2,0,3,2,5,5,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,8,3,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,1,0,0,4,0,1,1,0,0,0,0,1,1,5,4
5 - Καβάλας,277 E.T. Δήμου Παγγαίου,395,183,2,0,2,181,89,1,2,12,61,31,12,21,10,2,7,5,5,2,27,1,9,19,10,1,1,4,0,1,0,1,1,1,18,2,1,3,1,6,3,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,11,5,3,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1
5 - Καβάλας,278 E.T. Δήμου Παγγαίου,381,170,12,2,14,156,75,6,5,8,51,31,12,24,9,6,3,1,1,2,24,0,2,12,9,0,4,2,0,1,0,0,0,0,14,4,2,1,4,7,4,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,8,2,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,0
5 - Καβάλας,279 E.T. Δήμου Παγγαίου,481,226,3,1,4,222,109,5,9,17,83,50,3,30,8,18,4,3,7,1,26,0,4,20,8,1,8,3,0,2,0,1,0,0,11,2,0,3,1,4,3,8,5,3,0,1,0,1,4,1,1,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,3,6,6,6,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,2,1,2,1,0,0,0,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,4,3
5 - Καβάλας,280 E.T. Δήμου Παγγαίου,477,239,5,0,5,234,108,5,22,14,74,45,3,53,16,32,4,6,10,12,10,0,2,7,6,0,1,6,2,1,0,2,1,2,20,2,0,5,12,6,5,2,0,0,1,0,0,0,5,1,1,5,0,0,0,0,0,0,0,0,2,1,5,3,0,1,2,13,4,4,2,9,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,2,0,1,0,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
5 - Καβάλας,281 E.T. Δήμου Παγγαίου,483,241,4,0,4,237,147,5,21,37,112,43,8,20,9,6,3,4,2,2,14,2,3,11,4,0,0,4,1,1,1,1,0,0,17,3,2,3,6,4,1,1,0,0,1,0,1,0,2,0,0,2,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,14,2,6,4,6,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1,0,0,0,0,1,1,0,0,3,1,0,0,2,0,0,2,0,1,2,0,0,0,0,2,2,3,3
