ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΝΔΡΙΑΝΟΣ ΙΩΑΝΝΗΣ του Σωτηρίου,ΔΩΡΟΒΙΝΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΜΠΟΥΝΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευαγγέλου,ΤΑΝΤΑΡΟΥ-ΚΡΙΓΓΟΥ ΘΕΟΔΟΣΙΑ (ΣΟΝΙΑ) του Δημητρίου,ΣΥΡΙΖΑ,ΓΑΒΡΗΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΣΤΑΥΡΟΥΛΑ (ΣΠΗΛΙΑ) του Χαράλαμπου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Γεωργίου,ΣΚΟΥΡΤΗ ΠΑΡΑΣΚΕΥΗ (ΒΙΒΗ) του Δημητρίου,ΣΤΕΡΓΙΟΥ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΕΥΑΓΓΕΛΙΝΟΥ ΣΤΑΥΡΟΥΛΑ - ΕΛΕΝΗ του Αργυρίου,ΖΑΧΑΡΙΟΥΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Κωνσταντίνου,ΠΟΥΛΑΣ ΑΝΔΡΕΑΣ του Θεοδοσίου,ΧΕΙΒΙΔΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΣΟΣ) του Παναγιώτη,ΨΥΧΟΓΥΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,Κ.Κ.Ε.,ΓΚΟΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΓΚΟΥΒΙΣΗ ΣΤΑΥΡΟΥΛΑ (ΒΟΥΛΑ) του Ιωάννη,ΚΟΛΙΖΕΡΑΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΡΟΚΟΣ ΜΙΧΑΗΛ του Φωτίου,ΧΑΤΖΗΑΝΑΣΤΑΣΙΟΥ ΑΓΓΕΛΙΚΗ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΥΜΝΙΑΤΗΣ ΣΠΥΡΙΔΩΝ του Νικολάου,ΜΑΛΛΙΑΡΑ ΑΝΔΡΙΑΝΑ- ΧΡΙΣΤΙΝΑ του Φωτίου,ΠΛΕΥΡΙΤΗ ΓΕΩΡΓΙΑ του Ιωάννη,ΠΟΪΚΛΗΣ ΔΗΜΗΤΡΙΟΣ του Ευάγγελου,ΣΑΛΑΠΑΤΑΣ ΔΗΜΗΤΡΙΟΣ του Λεωνίδα,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΕΩΡΓΙΟΠΟΥΛΟΥ ΙΟΥΛΙΑ (ΗΛΙΑΝΑ) του Δημητρίου,ΔΑΓΡΕΣ ΞΕΝΟΦΩΝ (ΦΩΝΤΑΣ) του Δημητρίου,ΔΡΟΥΓΚΑΣ ΔΗΜΟΣΘΕΝΗΣ του Κωνσταντίνου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Διαμαντή,ΣΤΟΓΙΑΝΟΒΙΤΣ ΣΝΕΖΑΝΑ (ΝΕΝΑ) του Ζίβοραντ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΟΥΡΝΗ ΕΛΕΝΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΤΣΑΧΕΙΡΙΔΗΣ ΗΛΙΑΣ του Μιχαήλ,Ο.Κ.Δ.Ε.,ΝΤΙΝΟΠΟΥΛΟΥ ΣΤΑΜΑΤΙΑ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΕΡΔΕ ΕΛΕΝΗ του Παναγιώτη,ΜΠΟΥΓΙΟΥΚΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Συμεών,ΝΕΖΟΥ ΓΑΡΥΦΑΛΙΑ του Δημητρίου,ΤΟΥΜΠΑΝΟΣ ΠΕΤΡΟΣ του Θεοδώρου,Κίνημα 21,ΜΟΝΑΣΤΗΡΙΩΤΗΣ ΣΤΥΛΙΑΝΟΣ του Αλέξανδρου,ΧΡΥΣΟΣΤΑΛΗ ΚΑΛΛΙΟΠΗ του Κωνσταντίνου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΓΚΙΟΞΑΡΗ ΒΑΡΒΑΡΑ του Ελευθερίου,ΚΑΠΛΑΝΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΣΚΙΚΟΣ ΘΕΟΔΟΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΝΙΚΗ,ΖΑΧΟΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΚΑΡΑΧΑΛΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΩΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παύλου,κοινωνία αξιών,ΠΕΤΣΙΩΤΗ ΕΥΔΟΚΙΑ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΓΚΑΝΑ ΠΑΝΑΓΙΩΤΑ του Ευστάθιου,Ο.Α.Κ.Κ.Ε.,ΒΑΣΙΛΕΙΑΔΗΣ ΠΕΤΡΟΣ του Μιχαήλ,Μ-Λ Κ.Κ.Ε.,ΣΑΛΑΠΑΤΑΣ ΛΕΩΝΙΔΑΣ του Ανδρέα,Ελλήνων Συνέλευσις,ΓΙΑΝΝΑΚΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Μιχαήλ,ΔΑΓΡΕΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΚΑΚΟΥ ΑΝΝΑ του Γεράσιμου,ΚΑΡΑΜΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Αναστάσιου,ΤΖΑΝΟΣ ΑΛΚΙΒΙΑΔΗΣ του Βασιλείου,Ένωση Κεντρώων,ΚΑΡΑΚΩΣΤΗΣ ΜΕΡΚΟΥΡΙΟΣ του Στέργιου,ΚΟΥΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΣΤΑΘΗ ΓΡΗΓΟΡΙΑ του Χαράλαμπου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΒΕΡΓΑΔΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΙΩΑΝΝΟΥ ΕΥΣΤΑΘΙΟΣ του Ιωάννη,ΚΑΛΟΓΕΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Παύλου,ΣΠΑΡΟΥ ΓΑΡΥΦΑΛΛΙΑ του Νικολάου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΚΟΡΔΑΛΗ ΜΑΡΙΑ του Κυριάκου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΣΤΑΪΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Χρήστου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΟΥΦΑΚΟΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΕΑΝ...,ΤΣΕΝΤΟΥΡΟΥ ΑΙΜΙΛΙΑ του Αθανασίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΛΙΑΚΗ ΜΑΡΙΑ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Περικλή
44 - Αργολίδος,105 E.T. Δήμου Επιδαύρου,486,261,4,4,8,253,105,31,10,14,19,23,42,26,3,0,1,0,39,0,0,29,1,7,7,2,0,1,0,1,7,1,0,0,0,3,7,2,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,6,1,3,0,13,11,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,4
44 - Αργολίδος,106 E.T. Δήμου Επιδαύρου,379,191,7,0,7,184,85,28,9,6,16,11,34,13,1,8,1,6,28,2,0,22,0,2,8,4,0,0,0,0,9,1,2,0,0,5,5,1,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,3
44 - Αργολίδος,107 E.T. Δήμου Επιδαύρου,531,341,5,0,5,336,153,81,7,10,18,29,59,18,2,18,6,0,50,2,1,29,0,17,7,4,0,0,1,1,6,4,0,0,0,1,12,1,1,2,2,2,4,4,0,0,0,0,0,0,0,0,0,1,0,1,7,1,5,0,14,1,11,2,1,1,0,0,0,0,0,0,4,0,0,0,0,4,1,0,1,0,0,0,4,2,1,0,1,1,1,1,2,2,3,2,0,0,6,1
44 - Αργολίδος,108 E.T. Δήμου Επιδαύρου,529,359,8,1,9,350,167,87,11,6,13,42,58,26,2,12,5,3,58,0,3,27,2,22,13,3,4,0,0,4,16,4,0,0,0,6,11,2,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,0,8,3,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,5,1,0,0,0,0,2,2
44 - Αργολίδος,109 E.T. Δήμου Επιδαύρου,494,323,11,4,15,308,125,59,12,9,15,14,57,27,3,7,8,5,56,2,2,27,3,17,9,1,2,0,0,2,13,6,0,3,0,3,11,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17,3,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,1,3,1,0,0,1,1,7,5
44 - Αργολίδος,110 E.T. Δήμου Επιδαύρου,514,351,13,0,13,338,163,78,12,9,20,31,53,19,2,14,5,4,55,0,3,36,3,11,14,7,1,0,0,2,6,3,0,0,0,1,5,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,2,1,0,5,0,1,1,15,4,8,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1,1,5,0,1,1,1,1,2,2,0,0,0,0,0,0,4,1
44 - Αργολίδος,111 E.T. Δήμου Επιδαύρου,518,340,9,1,10,330,152,78,11,11,16,22,59,24,5,15,4,1,51,2,0,19,3,22,13,4,2,1,2,0,14,7,1,2,0,2,5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,1,2,4,0,3,1,9,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,2,0,1,1,2,1,1,1,4,1,0,0,0,0,2,1
44 - Αργολίδος,112 E.T. Δήμου Επιδαύρου,239,159,3,0,3,156,56,25,3,5,4,9,31,21,0,4,3,0,45,1,1,26,4,12,10,6,1,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0
44 - Αργολίδος,113 E.T. Δήμου Επιδαύρου,100,53,1,1,2,51,31,13,0,4,9,5,4,1,0,2,0,1,5,0,0,5,0,0,2,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44 - Αργολίδος,114 E.T. Δήμου Επιδαύρου,529,328,4,2,6,322,149,94,4,8,12,12,37,21,2,5,2,2,57,3,3,25,1,18,20,3,1,0,0,9,9,4,0,0,1,4,16,13,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,1,10,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,3,1,2,1,0,0,10,8
44 - Αργολίδος,115 E.T. Δήμου Επιδαύρου,551,366,4,2,6,360,193,97,9,10,42,8,55,22,2,8,7,4,36,2,1,14,1,14,22,4,1,0,0,10,16,1,2,0,0,5,12,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,0,9,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,6,2
44 - Αργολίδος,116 E.T. Δήμου Επιδαύρου,539,337,11,2,13,324,145,71,6,14,16,17,65,27,2,15,4,3,36,1,1,15,0,14,30,3,2,2,1,14,6,3,1,0,0,0,11,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,7,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,1,1,0,0,3,1,4,4,3,3,0,0,5,2
44 - Αργολίδος,117 E.T. Δήμου Επιδαύρου,500,351,5,3,8,343,235,140,24,10,15,29,17,4,1,3,0,2,28,2,1,11,1,9,6,3,2,0,0,1,10,5,2,1,0,1,9,4,1,1,2,1,6,5,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,16,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,4,1,1,2,1,3,2
44 - Αργολίδος,118 E.T. Δήμου Επιδαύρου,542,311,9,6,15,296,181,154,2,3,7,7,47,27,6,3,3,0,21,3,0,5,0,9,10,4,0,0,0,1,6,3,0,0,1,2,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,1,1,5,1,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,0,1,1,0,0,1,1,1,0,0,0,8,5
44 - Αργολίδος,119 E.T. Δήμου Επιδαύρου,559,335,9,3,12,323,194,162,4,3,8,12,60,39,1,4,4,6,14,4,1,2,1,2,13,5,1,0,1,3,13,4,1,1,0,4,2,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,2,3,1,2,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,2,2,3,3,0,0,5,3
44 - Αργολίδος,120 E.T. Δήμου Επιδαύρου,441,210,5,1,6,204,101,36,11,14,12,21,21,12,1,1,2,2,44,0,0,18,7,17,4,1,1,0,0,0,6,2,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,1,1,0,0,10,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,6,4
44 - Αργολίδος,121 E.T. Δήμου Επιδαύρου,202,130,2,0,2,128,53,21,4,6,8,1,20,6,2,5,2,0,15,1,0,4,3,6,10,2,0,0,0,3,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,2,6,1,3,0,3,0,0,3,2,1,0,0,0,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
44 - Αργολίδος,122 E.T. Δήμου Ερμιονίδας,479,299,3,0,3,296,135,57,4,5,26,25,73,6,4,13,44,1,31,0,1,6,8,13,9,0,4,1,0,1,14,5,1,2,0,2,5,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,0,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8,4,0,0,0,0,0,0,7,4
44 - Αργολίδος,123 E.T. Δήμου Ερμιονίδας,522,334,8,0,8,326,145,64,6,7,38,22,64,6,2,11,41,0,31,0,0,18,6,4,12,2,0,4,0,2,8,2,2,1,0,0,5,4,0,1,0,0,3,3,0,0,0,0,4,0,0,0,0,11,1,7,2,1,0,0,4,2,1,0,1,1,2,2,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,0,5,2,0,0,1,1,12,11,2,2,1,1,0,0,9,3
44 - Αργολίδος,124 E.T. Δήμου Ερμιονίδας,510,340,7,0,7,333,155,74,2,18,23,24,59,5,0,7,45,0,46,5,2,21,10,8,5,0,2,0,1,1,11,5,1,2,0,1,10,3,0,2,0,0,6,2,1,1,0,0,1,1,0,0,0,8,0,6,4,2,2,0,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,2,0,0,0,8,8,0,0,0,0,0,0,12,10
44 - Αργολίδος,125 E.T. Δήμου Ερμιονίδας,510,334,8,2,10,324,140,45,6,13,26,32,76,4,2,8,50,2,36,1,0,16,11,8,19,0,0,0,0,0,10,2,2,0,0,5,8,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,9,1,8,2,2,0,0,2,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,4,0,0,2,1,0,0,9,5
44 - Αργολίδος,126 E.T. Δήμου Ερμιονίδας,520,347,4,3,7,340,122,53,2,11,27,25,92,8,0,9,67,2,37,4,2,12,8,10,17,5,0,2,1,0,11,3,1,1,0,4,7,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,9,0,9,4,1,0,1,6,2,3,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,16,16,0,0,0,0,0,0,11,9
44 - Αργολίδος,127 E.T. Δήμου Ερμιονίδας,282,184,9,1,10,174,52,22,3,9,6,5,45,17,1,3,21,1,29,2,1,11,8,6,19,4,5,2,2,2,3,0,2,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,5,3,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,2,3,0,0,0,0,1,0,0,0,0,0,4,4
44 - Αργολίδος,128 E.T. Δήμου Ερμιονίδας,297,194,3,1,4,190,83,53,4,2,10,8,43,16,2,4,13,1,21,0,0,15,0,4,3,0,1,0,0,1,5,0,2,1,0,2,3,0,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,1,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,4,0,0,3,3,5,5,0,0,0,0,4,4
44 - Αργολίδος,129 E.T. Δήμου Ερμιονίδας,329,207,7,1,8,199,128,56,4,9,17,35,28,1,0,7,18,0,12,1,0,2,0,6,3,0,0,0,0,1,5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,1,5,2,0,1,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,5,3
44 - Αργολίδος,130 E.T. Δήμου Ερμιονίδας,307,222,6,4,10,212,138,57,0,11,17,40,31,4,0,4,18,2,15,0,0,3,2,9,1,0,0,0,0,1,5,1,1,0,0,1,2,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,5,1,3,1,1,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1
44 - Αργολίδος,131 E.T. Δήμου Ερμιονίδας,508,299,3,3,6,293,114,42,7,16,11,18,59,25,3,8,16,1,41,3,3,20,2,9,13,1,1,6,0,2,9,2,3,1,0,1,8,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,6,1,5,6,2,0,1,10,2,6,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,4,0,0,1,0,0,7,5,0,0,0,0,0,0,11,7
44 - Αργολίδος,132 E.T. Δήμου Ερμιονίδας,535,308,1,2,3,305,135,55,3,11,14,27,50,15,1,8,20,1,31,1,0,17,3,8,17,5,1,6,0,3,13,1,2,0,0,6,6,2,1,0,0,0,2,1,0,0,0,0,4,1,0,0,1,3,0,2,4,0,4,0,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,11,4,3,3,0,0,3,2,2,2,1,0,0,0,13,11
44 - Αργολίδος,133 E.T. Δήμου Ερμιονίδας,537,318,20,1,21,297,127,44,5,17,15,28,45,6,2,11,15,3,27,2,2,10,1,6,20,4,1,3,0,3,16,3,1,2,0,7,9,6,1,1,0,0,1,0,2,1,0,0,1,0,0,0,0,7,1,5,2,0,1,0,8,2,2,2,3,2,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4,0,1,1,2,1,4,3,2,1,0,0,1,1,13,9
44 - Αργολίδος,134 E.T. Δήμου Ερμιονίδας,527,299,2,2,4,295,122,54,2,13,23,21,48,8,3,7,19,2,28,2,1,14,3,6,16,3,0,5,0,3,22,4,0,0,0,13,6,0,0,0,0,0,3,2,0,0,0,0,1,1,0,0,0,2,2,0,3,3,0,0,13,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,4,0,0,4,0,0,6,6,1,1,2,1,3,1,11,8
44 - Αργολίδος,135 E.T. Δήμου Ερμιονίδας,447,259,9,3,12,247,111,54,4,5,23,16,44,9,3,5,17,1,22,3,0,7,4,7,7,0,0,4,1,2,7,0,2,1,0,4,3,2,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,6,3,1,6,2,1,2,13,1,7,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,2,1,1,0,0,2,1,4,1,11,6
44 - Αργολίδος,136 E.T. Δήμου Ερμιονίδας,458,275,12,2,14,261,103,41,7,13,11,18,47,16,4,6,15,1,38,2,1,16,3,13,13,1,2,5,0,3,16,4,3,0,0,3,2,1,0,0,0,1,1,0,2,2,0,0,1,0,0,0,1,2,1,1,3,1,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,2,0,0,3,2,5,3,1,1,0,0,14,8
44 - Αργολίδος,137 E.T. Δήμου Ερμιονίδας,450,272,8,1,9,263,110,41,5,11,14,20,51,7,0,7,22,1,29,2,1,11,6,4,14,2,1,8,1,0,8,4,0,0,2,1,5,1,1,0,2,0,7,4,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,3,0,0,0,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,3,0,0,3,3,2,2,1,0,1,1,14,10
44 - Αργολίδος,138 E.T. Δήμου Ερμιονίδας,446,258,4,3,7,251,95,50,1,6,11,16,51,11,1,4,30,4,35,0,0,11,4,13,8,2,1,4,1,0,8,2,0,0,0,3,5,0,1,1,0,0,4,1,1,0,1,0,1,0,0,0,1,6,1,5,2,0,1,1,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,0,0,11,7,1,0,0,0,4,2,11,6
44 - Αργολίδος,139 E.T. Δήμου Ερμιονίδας,445,276,7,0,7,269,92,38,8,7,10,21,48,10,1,9,20,3,49,4,0,17,8,16,14,3,2,4,0,3,15,5,5,1,0,1,7,1,1,0,0,0,2,2,1,1,0,0,1,0,1,0,0,3,1,2,2,1,0,0,5,2,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,1,1,3,0,0,3,0,0,6,6,3,3,1,1,2,1,9,5
44 - Αργολίδος,140 E.T. Δήμου Ερμιονίδας,484,301,5,1,6,295,112,61,13,5,19,8,52,24,1,8,5,0,84,0,0,59,6,15,8,2,1,0,2,2,8,1,0,1,1,1,3,0,0,0,1,0,3,1,0,0,0,0,1,0,1,0,0,6,1,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,8,5
44 - Αργολίδος,141 E.T. Δήμου Ερμιονίδας,504,328,11,2,13,315,129,47,22,9,12,28,50,17,2,9,14,1,87,2,0,57,1,23,14,2,3,1,0,3,5,0,1,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,3,0,0,2,1,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,5,0,1,4,1,1,0,0,3,3,0,0,0,0,6,4
44 - Αργολίδος,142 E.T. Δήμου Ερμιονίδας,166,106,4,1,5,101,42,17,0,5,6,8,15,1,0,8,6,0,16,0,0,14,0,2,0,0,0,0,0,0,10,3,0,2,0,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,4,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,0,0,2,1
44 - Αργολίδος,143 E.T. Δήμου Ερμιονίδας,69,46,2,0,2,44,14,5,0,1,2,0,11,3,1,0,2,0,2,0,0,0,1,1,2,0,0,0,0,2,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2
44 - Αργολίδος,144 E.T. Δήμου Ερμιονίδας,378,221,5,0,5,216,91,54,0,9,14,9,25,10,2,2,8,0,49,3,0,18,14,11,13,3,0,6,0,3,9,5,0,0,0,2,4,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,5,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,6,6,3,2,1,0,0,0,3,3
44 - Αργολίδος,145 E.T. Δήμου Ερμιονίδας,389,253,0,1,1,252,119,64,3,12,9,14,30,6,2,4,8,0,51,0,0,12,16,21,6,4,0,0,0,1,11,3,3,0,0,0,12,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,1,2,1,0,0,0,0,11,7
44 - Αργολίδος,146 E.T. Δήμου Ερμιονίδας,370,221,4,0,4,217,114,51,1,14,15,21,28,5,3,6,11,1,37,0,0,11,12,11,10,3,1,1,0,0,6,1,2,0,0,2,6,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,1,1,1,1,1,0,0,4,4
