ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΛΑΧΟΓΙΑΝΝΗΣ ΗΛΙΑΣ του Γεωργίου,ΛΙΟΥΤΑΣ ΑΘΑΝΑΣΙΟΣ του Αχιλλέα,ΞΑΝΘΗ ΧΑΡΙΚΛΕΙΑ του Ματθαίου,ΠΑΠΑΚΩΣΤΑ-ΠΑΛΙΟΥΡΑ ΑΙΚΑΤΕΡΙΝΗ (ΚΑΤΕΡΙΝΑ) του Δημητρίου,ΣΚΡΕΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΧΑΤΖΗΓΑΚΗΣ ΜΙΧΑΗΛ (ΜΙΚΕΛΗΣ) του Σωτηρίου,ΣΥΡΙΖΑ,ΔΡΙΤΣΕΛΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΚΟΝΤΟΤΟΛΗ ΜΑΡΙΝΑ του Γεωργίου,ΣΙΜΟΡΕΛΗΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΤΣΙΚΡΙΚΑΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΧΑΪΔΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΧΑΡΤΟΠΟΥΛΟΥ ΠΕΡΙΣΤΕΡΑ (ΠΕΡΥ) του Μενελάου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΖΟΛΩΤΑ ΣΤΥΛΙΑΝΗ (ΛΙΑΝΑ) του Γεωργίου,ΗΛΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Προκοπίου,ΚΑΡΡΑ - ΖΟΥΖΟΥΛΑ ΙΩΑΝΝΑ του Βάιου,ΚΩΣΤΟΥΛΗΣ ΧΡΗΣΤΟΣ του Ζήση,ΜΠΛΕΤΣΑΣ ΣΩΤΗΡΙΟΣ του Σεραφείμ,ΟΙΚΟΝΟΜΟΥ ΓΕΩΡΓΙΟΣ του Χρήστου,Κ.Κ.Ε.,ΚΑΪΚΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΚΑΝΤΑΡΤΖΗΣ ΑΧΙΛΛΕΑΣ του Κλεομένη,ΚΑΠΕΤΗ ΓΕΩΡΓΙΑ του Παντελή,ΛΙΑΤΙΦΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΤΟΥΡΛΙΟΣ ΛΑΜΠΡΟΣ του Νικολάου,ΣΤΑΜΟΥ ΕΥΘΥΜΙΑ του Ελευθερίου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΓΥΡΟΠΟΥΛΟΥ ΧΑΡΑΛΑΜΠΙΑ του Κωνσταντίνου,ΚΑΛΑΜΠΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Ματθαίου,ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου,ΜΠΑΚΑΛΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΑΠΟΥΛΙΔΗΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,ΤΣΙΟΥΜΑΣ ΛΕΩΝΙΔΑΣ του Γεωργίου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΚΟΤΑΣ ΕΥΘΥΜΙΟΣ του Ιωάννη,ΚΟΚΟΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Βάιου,ΜΑΡΑΓΚΟΥ ΙΟΒΗ του Γεωργίου,ΜΠΕΓΛΕΡΙΔΟΥ ΕΛΕΝΗ του Αλέξανδρου,ΠΑΠΑΘΑΝΑΣΙΟΥ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΓΙΑΝΝΕΤΟΒΑ ΛΕΝΚΑ του Αιμήλ,ΝΙΖΑΜΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΑΜΟΥΤΗΣ ΘΩΜΑΣ του Δημητρίου,Κ.Κ.Ε. (μ-λ),ΓΚΟΥΝΤΟΥΡΑ ΕΥΑΓΓΕΛΗ του Ιωάννη,ΖΟΛΩΤΑ ΕΥΑΓΓΕΛΗ (ΕΛΙΖΑ) του Γεωργίου,ΜΠΑΛΑΦΑΣ ΓΡΗΓΟΡΙΟΣ του Νικολάου,ΣΑΠΟΥΝΑ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,ΤΟΥΦΕΞΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΝΤΑΡΑΣ ΛΑΜΠΡΟΣ του Χρήστου,ΜΗΤΡΟΠΑΝΟΥ ΜΥΡΣΙΝΗ του Δημητρίου,ΠΡΕΚΑΤΕΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΤΑΧΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Δημητρίου,Κίνημα 21,ΜΠΙΤΟΣ ΗΛΙΑΣ του Γεωργίου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΠΡΙΝΙΩΤΑΚΗ ΑΙΜΙΛΙΑ του Ιωάννη,ΣΕΠΥΡΓΙΩΤΗ ΑΓΓΕΛΙΚΗ του Ευσταθίου,ΤΣΙΑΣΙΩΤΗΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΝΙΚΗ,ΑΥΤΖΟΓΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΓΕΩΡΓΑΔΑΚΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΛΑΜΠΑΚΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΠΑΛΛΑΣ ΦΩΤΙΟΣ του Γεωργίου,κοινωνία αξιών,ΤΥΜΠΑΣ ΓΡΗΓΟΡΙΟΣ του Ηλία,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΑΖΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,Ο.Α.Κ.Κ.Ε.,ΒΑΣΚΟΣ ΣΩΤΗΡΙΟΣ του Αθανασίου,Μ-Λ Κ.Κ.Ε.,ΣΤΑΥΡΙΔΟΥ ΑΝΝΑ του Πολυχρόνη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΣΤΕΦΑΝΟΣ του Βασίλειου,ΛΙΑΠΗ ΕΙΡΗΝΗ ΚΩΝΣΤΑΝΤΙΝΑ του Δημητρίου,Ένωση Κεντρώων,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΜΗΤΡΟΠΟΥΛΟΥ ΑΓΑΘΗ του Διονύσιου,ΣΚΛΗΒΑΓΚΟΣ ΣΤΑΥΡΟΣ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΑΛΟΓΗΡΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΓΚΟΛΙΑ ΓΙΑΝΝΟΥΛΑ του Φωτίου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΜΠΑΛΑΝΗΣ ΑΓΓΕΛΟΣ του Γρηγορίου,Κ.Ο.Τ.Ε.Σ.,ΜΠΑΤΑΛΑΣ ΠΑΥΛΟΣ του Στεφάνου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΠΑΠΠΑΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΝΤΑΡΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΓΕΡΟΚΩΣΤΑ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΔΕΛΙΤΖΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΛΑΛΑ ΒΑΓΓΙΕΛ του Παντελή,ΜΠΟΖΟΒΙΤΗ ΙΩΑΝΝΑ του Κωνσταντίνου,ΜΠΟΥΛΟΓΕΩΡΓΟΣ ΑΘΑΝΑΣΙΟΣ του Αριστείδη,Οικολόγοι Πράσινοι,ΤΖΑΝΑ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΕΑΝ...,ΚΟΤΟΠΟΥΛΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΚΑΝΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Βασιλείου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΖΩΓΑΝΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου
24 - Τρικάλων,299 E.T. Δήμου Φαρκαδόνας,420,140,3,0,3,137,72,7,35,6,27,27,22,20,5,11,5,3,11,1,29,4,9,8,4,4,21,5,1,0,2,0,0,3,1,1,1,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,300 E.T. Δήμου Φαρκαδόνας,430,159,3,0,3,156,76,14,17,5,14,48,25,32,3,19,4,0,22,1,32,3,7,11,9,3,22,7,2,4,1,0,0,1,1,0,0,0,1,1,0,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24 - Τρικάλων,301 E.T. Δήμου Φαρκαδόνας,503,247,11,1,12,235,151,23,110,16,11,38,11,30,7,7,11,0,14,2,27,6,3,8,2,0,15,2,0,1,2,0,0,1,5,1,2,1,0,0,1,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,2,2,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24 - Τρικάλων,302 E.T. Δήμου Φαρκαδόνας,388,162,5,2,7,155,77,35,27,9,21,23,19,29,9,14,12,2,8,1,32,2,14,6,1,1,26,4,0,2,0,0,0,2,3,3,3,0,0,0,0,3,1,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24 - Τρικάλων,303 E.T. Δήμου Φαρκαδόνας,360,167,7,2,9,158,89,31,21,1,22,39,37,19,6,3,8,1,8,0,31,4,13,10,6,2,17,2,2,2,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,2
24 - Τρικάλων,304 E.T. Δήμου Φαρκαδόνας,436,213,4,0,4,209,76,11,23,4,26,52,8,52,11,21,15,3,22,1,55,3,13,13,3,4,40,8,1,3,2,0,4,1,2,1,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3
24 - Τρικάλων,305 E.T. Δήμου Φαρκαδόνας,468,215,6,0,6,209,105,17,24,12,38,58,17,27,9,13,5,3,6,0,39,1,6,8,1,4,32,11,2,7,2,0,2,5,4,3,3,0,1,0,0,6,0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,6,4
24 - Τρικάλων,306 E.T. Δήμου Φαρκαδόνας,454,209,4,1,5,204,92,34,30,2,18,47,23,55,26,26,5,7,17,6,37,1,15,7,1,2,23,2,1,0,0,0,0,1,3,2,3,0,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1
24 - Τρικάλων,307 E.T. Δήμου Φαρκαδόνας,433,174,1,0,1,173,74,13,27,2,13,39,23,33,13,14,3,2,8,1,45,1,20,9,3,3,28,4,2,1,0,0,1,1,7,5,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3
24 - Τρικάλων,308 E.T. Δήμου Φαρκαδόνας,422,182,7,0,7,175,90,24,35,4,19,37,24,41,22,9,5,4,16,2,21,4,7,5,1,0,13,1,0,0,1,1,0,0,6,6,2,2,1,0,0,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,5,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
24 - Τρικάλων,309 E.T. Δήμου Φαρκαδόνας,450,305,3,0,3,302,137,37,74,4,26,29,27,71,14,22,32,5,26,5,54,2,27,11,1,2,28,3,0,1,0,2,0,0,12,7,2,3,0,0,3,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,5,2,1,0,1,0,0,0,0,1,1,2,1,1,0,2,1
24 - Τρικάλων,310 E.T. Δήμου Φαρκαδόνας,526,332,3,2,5,327,159,40,103,5,14,65,24,59,12,33,16,5,18,0,47,1,18,8,5,1,33,15,4,5,0,0,8,4,15,7,2,5,2,0,6,4,1,1,1,1,2,1,4,0,3,3,2,0,1,0,2,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,1
24 - Τρικάλων,311 E.T. Δήμου Φαρκαδόνας,597,442,5,1,6,436,256,11,196,7,48,36,19,81,41,24,7,9,28,7,28,3,10,7,4,1,12,40,3,17,4,1,32,7,3,1,1,2,0,0,0,8,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,4,0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4
24 - Τρικάλων,312 E.T. Δήμου Φαρκαδόνας,523,317,12,1,13,304,125,30,58,3,18,50,27,88,22,26,22,17,32,3,39,3,15,6,6,2,27,17,4,12,0,0,9,2,10,5,2,2,1,0,2,4,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,1,0,0,0,0,6,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
24 - Τρικάλων,313 E.T. Δήμου Φαρκαδόνας,553,326,10,1,11,315,121,13,54,10,22,47,33,82,26,23,31,8,23,4,52,8,20,7,3,7,40,12,2,6,1,1,2,4,12,6,4,3,1,1,1,4,3,0,0,0,0,0,1,0,1,0,6,3,0,5,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,1,11,3,3,6,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,7,6
24 - Τρικάλων,314 E.T. Δήμου Φαρκαδόνας,567,334,5,0,5,329,180,37,66,6,41,86,43,64,20,20,11,19,23,2,40,3,16,3,8,1,22,24,7,6,6,3,3,7,8,4,1,1,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24 - Τρικάλων,315 E.T. Δήμου Φαρκαδόνας,463,235,6,4,10,225,95,13,40,8,32,32,21,50,8,31,9,2,12,4,16,1,5,3,1,1,10,23,4,8,0,0,7,3,8,5,0,1,0,0,0,4,1,0,0,1,2,0,0,0,0,0,1,1,0,1,0,0,0,0,5,1,1,0,3,1,1,2,0,1,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,3,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,1
24 - Τρικάλων,316 E.T. Δήμου Φαρκαδόνας,450,267,8,1,9,258,109,24,37,6,35,51,20,38,12,14,12,6,5,2,36,3,6,4,4,1,26,33,2,22,2,0,17,3,5,3,2,0,1,1,0,5,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,12,2,1,9,7,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,9,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
24 - Τρικάλων,317 E.T. Δήμου Φαρκαδόνας,468,274,15,1,16,258,102,16,43,4,41,43,23,62,15,33,23,9,25,5,29,3,8,9,4,1,20,19,3,7,4,1,7,5,14,10,6,5,0,1,1,10,3,0,2,3,5,3,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,4,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,3
24 - Τρικάλων,318 E.T. Δήμου Φαρκαδόνας,445,241,2,1,3,238,108,23,25,6,43,53,20,49,13,24,15,2,16,7,15,1,2,1,0,2,14,32,6,19,1,1,16,3,11,6,3,2,1,1,1,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,3,0,0,1,1,5,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,1,4,4
24 - Τρικάλων,319 E.T. Δήμου Φαρκαδόνας,419,223,2,2,4,219,85,24,23,5,39,41,9,41,11,17,9,6,11,3,41,2,14,3,8,4,29,16,4,8,3,0,7,1,7,2,2,0,1,1,1,5,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,7,0,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,4,5,4
24 - Τρικάλων,320 E.T. Δήμου Φαρκαδόνας,163,75,2,0,2,73,43,7,8,0,22,23,8,13,3,5,3,3,3,0,6,0,0,3,0,0,3,2,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
24 - Τρικάλων,321 E.T. Δήμου Φαρκαδόνας,452,249,6,1,7,242,116,33,36,4,29,30,48,45,10,22,12,3,10,6,29,4,8,1,6,2,19,14,1,10,1,0,8,1,22,9,20,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5,2
24 - Τρικάλων,322 E.T. Δήμου Φαρκαδόνας,429,238,5,2,7,231,98,10,42,9,22,50,31,44,20,31,11,4,6,1,22,3,11,3,0,3,9,11,0,9,1,0,8,0,29,8,27,0,0,0,0,7,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,7,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,2,2,2,0,0,2,2
24 - Τρικάλων,323 E.T. Δήμου Φαρκαδόνας,459,234,3,0,3,231,67,14,36,9,15,18,16,49,16,23,7,3,10,2,23,2,12,3,3,2,12,41,7,26,4,0,23,6,27,8,24,0,3,0,2,2,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,7,3,1,3,2,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,2
24 - Τρικάλων,324 E.T. Δήμου Φαρκαδόνας,490,249,2,1,3,246,122,29,47,4,13,34,49,35,9,20,10,0,7,2,20,3,4,3,2,1,13,13,0,9,0,0,7,3,21,2,20,0,1,0,1,8,2,1,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,2,2,1,0,1,0,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,6
24 - Τρικάλων,325 E.T. Δήμου Φαρκαδόνας,370,197,2,0,2,195,121,3,99,13,20,33,9,26,7,16,2,3,10,0,10,0,0,3,1,0,9,17,1,12,0,1,7,3,4,2,1,0,1,0,2,4,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7,3
24 - Τρικάλων,326 E.T. Δήμου Φαρκαδόνας,436,269,3,2,5,264,133,48,50,7,37,60,19,35,7,15,13,5,10,1,22,2,5,3,3,1,13,42,11,28,8,5,11,9,10,3,4,3,0,2,4,4,0,2,0,4,1,1,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,5
24 - Τρικάλων,327 E.T. Δήμου Φαρκαδόνας,441,251,5,2,7,244,80,17,19,3,30,40,12,54,16,22,17,4,18,1,26,2,13,5,2,0,17,49,6,31,6,1,14,10,12,5,8,3,1,1,3,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,1,1,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5
24 - Τρικάλων,328 E.T. Δήμου Φαρκαδόνας,432,305,8,0,8,297,130,24,29,7,40,68,31,40,11,15,11,6,9,2,44,5,20,12,7,1,26,51,14,28,8,6,12,15,7,4,1,2,3,0,1,3,0,0,0,2,1,1,0,0,0,0,2,1,0,0,2,0,0,0,4,1,0,1,1,0,0,1,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,6,5
24 - Τρικάλων,329 E.T. Δήμου Φαρκαδόνας,336,224,4,1,5,219,95,9,67,7,21,26,5,59,24,12,25,6,17,3,14,0,5,0,1,1,10,40,8,31,3,1,20,4,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2
24 - Τρικάλων,330 E.T. Δήμου Φαρκαδόνας,393,252,8,2,10,242,130,35,42,8,40,64,26,40,12,17,15,2,4,3,46,0,6,9,3,1,37,11,0,10,2,0,7,2,4,4,3,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2
24 - Τρικάλων,331 E.T. Δήμου Φαρκαδόνας,363,233,3,1,4,229,114,27,36,2,26,84,31,32,9,12,7,1,7,2,41,8,13,8,6,4,21,8,1,4,0,1,2,0,7,5,0,0,0,0,5,2,0,0,0,2,2,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,2,9,1,1,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,1
24 - Τρικάλων,Ετερ. Τρικάλων (από 39ο Ε.Τ. Νομ. Θεσσαλονικης),177,136,1,1,2,134,73,11,12,7,25,42,10,22,6,4,3,4,4,5,8,1,2,0,1,0,7,9,4,4,2,0,1,2,6,5,1,3,1,2,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
