ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΟΥΤΣΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Βασιλείου,ΚΑΦΟΥΡΟΣ ΜΑΡΚΟΣ του Εμμανουήλ,ΜΟΝΟΓΥΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΠΡΙΝΙΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΦΟΡΤΩΜΑΣ ΦΙΛΙΠΠΟΣ του Αριστοτέλη,ΧΑΛΚΙΑ ΑΝΘΗ του Γεωργίου,ΣΥΡΙΖΑ,ΒΛΑΣΤΑΡΗ ΕΙΡΗΝΗ του Κωνσταντίνου,ΓΛΕΖΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΚΑΡΑΜΟΛΕΓΚΟΥ ΘΑΛΛΕΛΑΙΑ (ΙΑΚΩΒΙΝΑ - ΘΑΛΕΙΑ) του Ηλία,ΜΑΡΑΓΚΟΣ ΓΕΩΡΓΙΟΣ του Ισιδώρου,ΣΥΡΜΑΛΕΝΙΟΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΧΑΝΙΩΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ (ΑΝΤΩΝΑΚΗ) ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΛΑΣΕΡΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΑΚΡΥΩΝΙΤΗΣ ΓΕΩΡΓΙΟΣ (ΤΖΩΡΤΖΗΣ) του Νικολάου,ΠΟΛΑΤΣΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΟΛΙΤΗ ΟΛΓΑ του Νικολάου,ΠΟΛΥΧΡΟΝΑΚΟΣ ΙΩΑΝΝΗΣ του Αλεξίου (Σέργης),Κ.Κ.Ε.,ΒΛΑΧΟΣ ΑΝΔΡΕΑΣ του Χρήστου,ΓΚΙΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ιωάννη,ΚΑΪΛΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,ΚΟΡΡΕΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΡΩΤΟΠΑΠΑ ΦΡΑΤΖΕΣΚΑ του Ιακώβου,ΡΕΜΟΥΝΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΑΜΠΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΜΠΟΥΛΜΕΤΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΣΑΚΕΛΛΑΡΙΟΣ ΝΙΚΟΛΑΟΣ του Φλώρου,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Θεοδώρου,ΧΑΣΤΑΤΖΕΡΗ ΣΟΥΛΙΩΤΗ ΒΑΣΙΛΙΚΗ του Σωκράτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΛΕΖΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΖΟΥΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΕΡΟΥΤΣΟΣ ΙΣΙΔΩΡΟΣ του Ιωάννη,ΠΑΠΙΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΝΤΖΑΣ ΑΘΑΝΑΣΙΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΜΑΚΟΣ ΗΛΙΑΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΣΕΜΙΖΙΔΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΣΙΛΑ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΒΟΥΤΣΙΝΟΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΔΗΜΗΤΡΕΛΟΣ ΛΟΥΚΑΣ του Δημητρίου,ΚΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΛΑΚΙΩΤΗ ΧΡΥΣΟΥΛΑ του Μιχαήλ,Κίνημα 21,ΑΡΑΓΙΑΝΝΗΣ ΕΥΑΓΓΕΛΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΔΑΜΙΔΗΣ ΦΙΛΙΠΠΟΣ του Παναγιώτη,ΔΗΜΗΤΡΙΟΥ ΠΕΤΡΟΣ του Ευαγγέλου,ΜΑΝΟΥ ΑΛΕΞΑΝΔΡΑ του Ορφέως Γεωργίου,ΜΟΣΧΟΒΗ ΑΝΝΑ του Βασιλείου,ΝΙΚΗ,ΑΥΛΙΤΗ ΘΕΟΔΩΡΑ του Μάρκου,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΣΑΝΗ ΙΩΑΝΝΑ του Νικολάου,ΣΥΡΙΑΝΟΥ ΜΑΡΙΑ της Νικολάου,ΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννου,κοινωνία αξιών,ΧΑΛΑΡΗΣ ΦΙΛΙΠΠΟΣ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΞΑΓΟΡΑΡΗ ΦΩΤΕΙΝΗ του Δημήτρίου,ΟΡΦΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΔΙΠΛΑΡΑΚΗ ΑΝΝΑ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΤΣΩΝΗ ΙΩΑΝΝΑ του Μιχαήλ,Ελλήνων Συνέλευσις,ΒΑΒΛΙΑΚΗ ΣΤΑΥΡΟΥΛΑ του Δημητρίου,ΚΟΥΝΑΔΗΣ ΙΩΑΝΝΗΣ του Ματθαίου,Ένωση Κεντρώων,ΑΑΡΩΝ ΣΤΥΛΙΑΝΟΣ του Δημητρίου,ΔΡΙΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΜΑΝΔΗΛΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΥΡΣΙΑΔΗ ΚΑΛΛΙΟΠΗ - ΔΗΜΗΤΡΑ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΤΖΑΚΑ ΛΕΥΚΗ του Ιωάννη,ΠΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΔΙΑΜΑΝΤΩ του Αθανασίου,ΔΟΓΟΥ ΖΩΓΡΑΦΙΑ του Παντελή,ΛΑΜΠΡΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΜΑΝΩΛΗ ΑΣΗΜΙΝΑ του Γεωργίου,ΣΙΔΕΡΗΣ ΙΩΑΝΝΗΣ του Παύλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΡΒΑΡΑ του Βασιλείου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΥΜΒΡΑΓΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΒΑΓΙΟΥ ΣΤΥΛΙΑΝΗ του Ιωάννη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΜΠΕΡΤΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΒΙΡΒΙΛΗ ΣΤΑΥΡΟΥΛΑ του Σταύρου,ΚΑΜΝΙΤΣΗ ΝΙΟΒΗ του Χρήστου,ΜΑΛΑΚΑΤΕΣ ΕΥΑΓΓΕΛΟΣ του Ιακώβου,ΤΣΟΥΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑΣ ΜΑΤΘΑΙΟΣ του Ιωάννη,ΚΑΛΛΙΒΡΟΥΣΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Στεργίου,ΣΟΦΟΥ ΕΙΡΗΝΗ του Παναγιώτη,ΕΑΝ...,ΑΓΑΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΒΑΛΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΜΠΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Διογένη
51 - Κυκλάδων,165 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,345,226,4,0,4,222,157,116,19,53,3,43,14,36,4,14,0,24,8,5,20,4,5,7,0,3,3,4,1,0,0,0,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51 - Κυκλάδων,166 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,574,379,8,0,8,371,191,131,10,81,6,52,6,53,3,26,10,12,15,14,63,1,34,0,3,3,43,12,2,0,0,9,2,2,7,5,1,1,1,1,1,7,6,3,0,3,1,1,1,0,0,0,0,3,0,0,0,2,0,2,2,6,3,1,4,1,5,1,1,0,4,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,4,0,1,2,1,1,0,0,0,0,1,1,2,2,0,0,0,1,2,1,1,0,0,0,2,1,5,4,4
51 - Κυκλάδων,167 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,556,393,17,4,21,372,177,118,14,82,5,39,6,50,7,29,8,13,17,7,64,2,46,1,0,7,32,10,3,0,0,4,2,0,8,5,3,1,1,0,1,10,6,3,0,1,0,1,1,4,1,0,0,2,0,0,0,0,0,3,1,3,1,1,2,2,15,5,9,0,8,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,2,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,13,8,8
51 - Κυκλάδων,168 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,546,334,5,3,8,326,136,102,8,50,10,36,4,65,8,38,20,9,20,16,47,3,28,2,1,6,28,21,1,4,0,14,1,3,10,3,3,1,5,1,2,5,3,1,1,0,3,3,0,1,1,0,0,1,0,0,0,1,0,3,1,3,1,1,0,0,12,2,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,0,6,2,1,0,1,3,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,5
51 - Κυκλάδων,169 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,546,377,3,1,4,373,181,128,5,91,2,50,6,57,7,30,13,7,12,11,77,0,54,1,0,5,56,9,1,0,0,8,2,1,7,1,3,1,2,1,0,15,12,2,2,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,0,1,1,1,7,0,3,1,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,6,3,2
51 - Κυκλάδων,170 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,546,390,7,2,9,381,147,109,19,55,3,27,7,70,4,38,9,17,22,18,66,5,48,5,0,4,36,22,2,4,0,18,4,5,12,5,5,2,2,1,2,7,5,0,1,1,1,2,1,1,1,0,0,4,4,2,1,0,1,2,2,3,0,2,2,1,16,4,6,2,13,3,0,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,5,1,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,1,15,9,13
51 - Κυκλάδων,171 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,539,380,3,2,5,375,145,103,15,62,2,31,3,57,3,33,7,7,20,11,73,3,51,6,0,3,45,20,0,3,0,13,3,4,15,6,5,1,4,4,3,10,4,4,3,0,2,1,0,0,0,0,0,1,1,0,1,0,0,4,4,3,0,2,0,0,15,2,4,1,9,2,0,0,0,0,0,0,0,1,0,1,1,0,4,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,2,2,0,1,1,0,0,0,16,6,7
51 - Κυκλάδων,172 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,536,334,9,1,10,324,127,96,6,61,4,26,3,55,7,36,4,11,13,8,63,10,40,1,0,5,24,18,3,4,1,11,3,1,8,2,1,1,2,1,0,16,7,3,3,0,3,1,1,1,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,12,2,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,6,7
51 - Κυκλάδων,173 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,547,354,2,2,4,350,158,116,14,56,6,31,4,58,10,39,5,5,16,10,42,5,26,5,2,2,12,25,0,1,1,15,8,8,10,4,3,0,2,0,1,13,8,2,5,0,0,1,0,1,1,0,0,2,0,1,0,0,0,0,0,6,4,5,0,0,13,0,2,1,12,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,1,1,3,2,0,0,0,2,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,8,4,6
51 - Κυκλάδων,174 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,557,344,6,1,7,337,121,87,7,46,8,36,5,72,5,43,4,12,20,23,53,2,25,5,6,7,33,23,1,1,4,16,2,4,9,3,3,0,3,0,0,8,6,1,0,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,3,1,1,1,0,20,1,2,2,13,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,17,6,12
51 - Κυκλάδων,175 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,550,377,5,1,6,371,141,106,13,54,3,28,4,53,3,28,7,13,15,12,67,1,45,3,0,4,33,21,5,9,0,14,0,1,17,5,5,1,4,2,1,7,2,2,1,1,1,3,2,0,0,1,1,1,1,0,0,0,1,1,1,2,1,1,1,1,19,1,0,2,11,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,6,1,2,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,21,11,12
51 - Κυκλάδων,176 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,570,351,7,1,8,343,133,95,8,57,6,33,6,58,6,34,12,13,15,16,56,2,30,2,0,4,28,23,1,3,0,17,2,4,13,3,7,2,4,3,3,11,9,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,2,1,2,1,0,0,0,13,3,1,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,0,1,1,0,0,0,0,0,0,4,2,5,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,7,11
51 - Κυκλάδων,177 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,541,406,5,4,9,397,136,111,9,41,2,24,3,38,6,21,3,12,13,8,91,5,66,0,2,1,59,35,2,3,0,28,8,1,14,6,4,1,2,1,1,5,2,0,0,3,3,1,0,0,0,0,0,1,1,1,0,0,0,4,1,3,2,2,1,1,49,2,5,1,46,0,0,0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,4,0,0,2,3,1,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,4,2,4
51 - Κυκλάδων,178 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,533,389,6,1,7,382,166,136,29,59,2,25,6,44,4,20,3,11,19,5,67,5,47,0,0,3,30,27,1,2,0,17,3,3,11,3,4,1,4,0,0,7,6,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,30,4,2,1,26,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,2,0,1,8,0,0,3,2,1,1,0,0,0,0,0,0,3,1,1,2,2,1,0,0,3,1,1
51 - Κυκλάδων,179 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,359,254,5,1,6,248,114,90,22,36,1,14,2,35,7,10,7,9,1,8,52,2,43,1,1,2,13,8,1,0,0,3,1,1,9,3,0,0,2,0,0,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8
51 - Κυκλάδων,180 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,357,282,3,1,4,278,146,125,30,39,3,21,6,22,1,14,2,3,4,4,63,3,51,0,1,1,21,11,0,0,1,7,1,0,6,2,1,0,2,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,2,5,2,3
51 - Κυκλάδων,181 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,329,232,6,2,8,224,113,76,6,52,3,16,1,11,0,3,0,4,1,4,49,9,38,0,0,2,24,2,0,0,0,1,0,1,19,6,2,3,2,1,4,7,4,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,8,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4,4,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
51 - Κυκλάδων,182 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,247,167,4,2,6,161,80,69,16,41,0,6,1,27,2,14,3,4,6,10,22,1,10,1,1,3,12,13,2,4,0,13,2,1,3,1,2,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,3,1
51 - Κυκλάδων,183 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,615,475,5,2,7,468,229,164,79,70,0,58,0,36,0,19,0,2,11,2,127,8,102,1,0,3,56,8,0,0,0,4,0,0,11,5,0,2,3,0,1,10,5,2,1,0,2,2,2,1,0,0,0,2,2,1,0,0,1,0,0,3,0,0,0,0,19,0,1,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,1,1,0,11,5,5
51 - Κυκλάδων,184 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,270,167,2,0,2,165,74,53,7,35,1,12,3,35,4,22,1,4,9,6,19,0,17,0,0,1,4,4,1,0,0,2,1,1,9,3,4,0,1,0,1,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,6,2,4
51 - Κυκλάδων,185 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,512,340,4,5,9,331,125,84,6,65,2,43,1,60,0,13,9,19,11,33,75,1,62,1,1,6,24,7,0,1,0,2,0,0,15,4,3,0,4,1,0,1,1,0,0,0,1,13,9,0,0,0,0,4,1,1,0,1,0,1,1,1,1,0,0,1,12,1,1,0,6,1,1,1,0,0,0,0,0,0,0,4,0,4,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,2,0,0,2,1,1,1,1,2,0,2
51 - Κυκλάδων,186 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,369,264,3,2,5,259,124,90,14,52,0,11,1,19,5,12,2,4,4,1,51,2,43,0,0,3,19,19,3,2,1,10,2,1,7,0,2,0,2,0,0,2,2,0,0,1,0,12,11,0,0,1,0,2,1,1,0,0,0,0,0,2,0,1,0,1,8,1,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,0,0,2,2,2,0,0,0,1,0,3,1,1
51 - Κυκλάδων,187 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,347,236,4,4,8,228,115,90,13,51,1,18,8,25,6,12,4,9,2,1,49,5,42,0,0,0,15,4,1,0,0,3,0,0,9,4,5,0,3,3,0,3,3,1,2,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3
51 - Κυκλάδων,188 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,309,228,5,0,5,223,106,74,7,46,6,18,2,18,2,8,0,1,8,2,56,4,38,0,0,5,35,7,0,0,0,5,1,0,5,2,1,1,2,0,0,3,2,1,0,0,1,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,2,3
51 - Κυκλάδων,189 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,571,374,4,2,6,368,115,84,13,38,1,26,1,57,4,30,5,8,16,3,83,7,78,3,0,7,22,25,2,10,0,18,2,2,11,5,4,2,3,2,0,10,7,0,2,0,2,2,1,0,0,1,1,1,0,0,0,1,0,3,0,1,0,0,0,0,21,4,5,1,15,2,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,3,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,28,14,19
51 - Κυκλάδων,190 E.T. Δήμου Νάξου & Μικρών Κυκλάδων,283,148,2,1,3,145,86,55,2,54,0,28,3,15,4,5,1,3,3,2,13,2,8,1,0,4,2,3,0,0,0,0,2,2,5,2,0,2,1,0,1,4,1,0,1,4,0,0,0,0,0,0,0,4,0,0,2,1,1,1,1,0,0,0,0,0,8,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1
51 - Κυκλάδων,191 E.T. Δήμου Αντιπάρου,403,273,5,2,7,266,123,73,7,54,5,34,6,47,4,10,1,5,6,26,33,5,9,9,0,11,17,11,0,8,0,1,1,1,7,5,5,0,1,0,1,3,3,1,1,0,1,4,3,0,0,0,0,6,2,0,0,1,3,0,0,3,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,0,4,2,1,2,0,0,0,0,17,12,12
51 - Κυκλάδων,192 E.T. Δήμου Αντιπάρου,405,268,9,0,9,259,136,90,7,43,5,52,13,31,5,4,1,6,6,14,38,13,3,11,5,9,5,10,3,5,0,1,2,2,10,4,4,1,2,0,2,3,3,1,1,0,0,4,3,2,1,0,0,2,1,0,0,0,1,0,0,1,1,1,0,0,7,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,1,2,1,0,0,7,3,6
51 - Κυκλάδων,193 E.T. Δήμου Αντιπάρου,425,292,4,2,6,286,150,98,7,54,5,49,8,49,5,5,2,9,9,26,26,11,2,8,1,10,6,17,2,8,1,0,5,2,12,4,3,2,1,2,1,7,3,1,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,5,7
51 - Κυκλάδων,194 E.T. Δήμου Πάρου,530,302,22,7,29,273,102,43,9,47,5,38,19,64,2,6,6,1,3,59,23,7,5,0,0,16,5,12,1,10,0,1,2,3,14,4,6,3,4,0,4,8,3,3,1,0,3,13,10,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,0,1,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,2,0,2,1,1,2,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,4,3,11,9,8
51 - Κυκλάδων,195 E.T. Δήμου Πάρου,539,336,11,6,17,319,144,49,14,80,5,59,12,81,3,4,0,5,7,77,6,2,2,0,0,2,1,9,2,8,0,0,1,1,17,4,4,1,6,3,1,9,3,2,2,2,2,11,9,0,0,0,0,1,0,0,0,1,1,4,4,0,0,0,0,0,7,0,1,0,4,1,3,2,1,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,2,1,2,0,0,0,0,1,0,0,6,3,1,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,8,5,8
51 - Κυκλάδων,196 E.T. Δήμου Πάρου,495,266,4,2,6,260,108,73,7,46,1,29,5,50,4,2,1,2,18,36,31,12,7,3,3,15,4,15,2,13,0,0,1,1,11,5,5,1,0,2,2,4,4,3,0,0,1,6,4,3,1,0,0,0,0,0,0,0,0,3,1,5,4,3,1,1,5,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,1,3,3,3,0,0,5,1,1
