ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΒΡΟΥΤΣΗΣ ΙΩΑΝΝΗΣ (ΓΙΑΝΝΗΣ) του Βασιλείου,ΚΑΦΟΥΡΟΣ ΜΑΡΚΟΣ του Εμμανουήλ,ΜΟΝΟΓΥΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Μιχαήλ,ΠΡΙΝΙΑ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΦΟΡΤΩΜΑΣ ΦΙΛΙΠΠΟΣ του Αριστοτέλη,ΧΑΛΚΙΑ ΑΝΘΗ του Γεωργίου,ΣΥΡΙΖΑ,ΒΛΑΣΤΑΡΗ ΕΙΡΗΝΗ του Κωνσταντίνου,ΓΛΕΖΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΚΑΡΑΜΟΛΕΓΚΟΥ ΘΑΛΛΕΛΑΙΑ (ΙΑΚΩΒΙΝΑ - ΘΑΛΕΙΑ) του Ηλία,ΜΑΡΑΓΚΟΣ ΓΕΩΡΓΙΟΣ του Ισιδώρου,ΣΥΡΜΑΛΕΝΙΟΣ ΝΙΚΟΛΑΟΣ του Ευάγγελου,ΧΑΝΙΩΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ (ΑΝΤΩΝΑΚΗ) ΜΑΡΓΑΡΙΤΑ του Κωνσταντίνου,ΒΛΑΣΕΡΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΑΚΡΥΩΝΙΤΗΣ ΓΕΩΡΓΙΟΣ (ΤΖΩΡΤΖΗΣ) του Νικολάου,ΠΟΛΑΤΣΙΔΗΣ ΧΡΗΣΤΟΣ του Ιωάννη,ΠΟΛΙΤΗ ΟΛΓΑ του Νικολάου,ΠΟΛΥΧΡΟΝΑΚΟΣ ΙΩΑΝΝΗΣ του Αλεξίου (Σέργης),Κ.Κ.Ε.,ΒΛΑΧΟΣ ΑΝΔΡΕΑΣ του Χρήστου,ΓΚΙΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ιωάννη,ΚΑΪΛΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,ΚΟΡΡΕΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΠΡΩΤΟΠΑΠΑ ΦΡΑΤΖΕΣΚΑ του Ιακώβου,ΡΕΜΟΥΝΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΑΜΠΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΜΠΟΥΛΜΕΤΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΣΑΚΕΛΛΑΡΙΟΣ ΝΙΚΟΛΑΟΣ του Φλώρου,ΧΑΡΑΛΑΜΠΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Θεοδώρου,ΧΑΣΤΑΤΖΕΡΗ ΣΟΥΛΙΩΤΗ ΒΑΣΙΛΙΚΗ του Σωκράτη,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΓΛΕΖΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΕΛΕΝΗ ΜΑΡΙΑ του Αναστασίου,ΖΟΥΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΝΕΡΟΥΤΣΟΣ ΙΣΙΔΩΡΟΣ του Ιωάννη,ΠΑΠΙΟΠΟΥΛΟΥ ΑΝΝΑ του Παναγιώτη,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΤΣΙΝΤΖΑΣ ΑΘΑΝΑΣΙΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΜΑΚΟΣ ΗΛΙΑΣ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΣΕΜΙΖΙΔΟΥ ΜΑΡΙΑ του Ιωάννη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΣΙΛΑ ΑΓΓΕΛΙΚΗ του Δημητρίου,ΒΟΥΤΣΙΝΟΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΔΗΜΗΤΡΕΛΟΣ ΛΟΥΚΑΣ του Δημητρίου,ΚΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΠΛΑΚΙΩΤΗ ΧΡΥΣΟΥΛΑ του Μιχαήλ,Κίνημα 21,ΑΡΑΓΙΑΝΝΗΣ ΕΥΑΓΓΕΛΟΣ του Πέτρου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΑΔΑΜΙΔΗΣ ΦΙΛΙΠΠΟΣ του Παναγιώτη,ΔΗΜΗΤΡΙΟΥ ΠΕΤΡΟΣ του Ευαγγέλου,ΜΑΝΟΥ ΑΛΕΞΑΝΔΡΑ του Ορφέως Γεωργίου,ΜΟΣΧΟΒΗ ΑΝΝΑ του Βασιλείου,ΝΙΚΗ,ΑΥΛΙΤΗ ΘΕΟΔΩΡΑ του Μάρκου,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη,ΣΑΝΗ ΙΩΑΝΝΑ του Νικολάου,ΣΥΡΙΑΝΟΥ ΜΑΡΙΑ της Νικολάου,ΧΑΤΖΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννου,κοινωνία αξιών,ΧΑΛΑΡΗΣ ΦΙΛΙΠΠΟΣ του Γεωργίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΞΑΓΟΡΑΡΗ ΦΩΤΕΙΝΗ του Δημήτρίου,ΟΡΦΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,Ο.Α.Κ.Κ.Ε.,ΔΙΠΛΑΡΑΚΗ ΑΝΝΑ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΤΣΩΝΗ ΙΩΑΝΝΑ του Μιχαήλ,Ελλήνων Συνέλευσις,ΒΑΒΛΙΑΚΗ ΣΤΑΥΡΟΥΛΑ του Δημητρίου,ΚΟΥΝΑΔΗΣ ΙΩΑΝΝΗΣ του Ματθαίου,Ένωση Κεντρώων,ΑΑΡΩΝ ΣΤΥΛΙΑΝΟΣ του Δημητρίου,ΔΡΙΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΜΑΝΔΗΛΑΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΥΡΣΙΑΔΗ ΚΑΛΛΙΟΠΗ - ΔΗΜΗΤΡΑ του Ιωάννη,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΜΠΑΤΖΑΚΑ ΛΕΥΚΗ του Ιωάννη,ΠΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΑΛΕΞΑΝΔΡΑΚΗ ΔΙΑΜΑΝΤΩ του Αθανασίου,ΔΟΓΟΥ ΖΩΓΡΑΦΙΑ του Παντελή,ΛΑΜΠΡΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΜΑΝΩΛΗ ΑΣΗΜΙΝΑ του Γεωργίου,ΣΙΔΕΡΗΣ ΙΩΑΝΝΗΣ του Παύλου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΡΒΑΡΑ του Βασιλείου,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΖΥΜΒΡΑΓΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΚΑΒΑΓΙΟΥ ΣΤΥΛΙΑΝΗ του Ιωάννη,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΑΛΜΠΕΡΤΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΒΙΡΒΙΛΗ ΣΤΑΥΡΟΥΛΑ του Σταύρου,ΚΑΜΝΙΤΣΗ ΝΙΟΒΗ του Χρήστου,ΜΑΛΑΚΑΤΕΣ ΕΥΑΓΓΕΛΟΣ του Ιακώβου,ΤΣΟΥΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Οικολόγοι Πράσινοι,ΔΕΛΛΑΤΟΛΑΣ ΜΑΤΘΑΙΟΣ του Ιωάννη,ΚΑΛΛΙΒΡΟΥΣΗΣ ΦΡΑΝΤΖΕΣΚΟΣ του Στεργίου,ΣΟΦΟΥ ΕΙΡΗΝΗ του Παναγιώτη,ΕΑΝ...,ΑΓΑΣ ΣΤΑΜΑΤΙΟΣ του Νικολάου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΖΑΒΑΛΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΜΠΑΝΟΣ ΔΗΜΗΤΡΙΟΣ του Εμμανουήλ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Διογένη
51 - Κυκλάδων,67 E.T. Δήμου Θήρας,551,219,5,1,6,213,184,74,117,23,17,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,6,0,8,0,0,6,5,2,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
51 - Κυκλάδων,68 E.T. Δήμου Ιητών,451,208,8,0,8,200,120,85,28,44,4,32,4,15,2,5,4,4,7,0,18,10,7,4,1,5,3,11,5,4,0,1,2,1,4,2,1,1,0,1,0,4,2,4,1,1,0,4,3,0,0,1,1,3,0,1,0,0,3,0,0,4,2,1,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,3,1,2
51 - Κυκλάδων,69 E.T. Δήμου Ιητών,466,238,6,0,6,232,111,59,24,49,5,33,5,24,7,2,10,5,11,3,21,10,10,2,1,6,2,18,10,8,0,2,3,3,7,4,1,0,2,1,0,9,7,5,0,2,2,1,0,0,0,0,0,6,2,0,0,1,5,0,0,3,3,0,2,1,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,5,2,3,1,2,1,4,2,9,5,6
51 - Κυκλάδων,70 E.T. Δήμου Ιητών,466,232,7,1,8,224,110,68,15,49,6,33,8,30,12,3,9,6,10,9,22,10,5,8,2,8,3,11,5,6,0,0,4,2,15,4,2,3,1,1,3,9,3,2,1,2,1,0,0,0,0,0,0,7,1,1,1,0,6,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,3,2,2,1,1,0,0,0,1,0,0,2,2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,3,1,3,2,0,0,0,0,2,2,2
51 - Κυκλάδων,71 E.T. Δήμου Ιητών,474,233,8,3,11,222,108,65,23,50,2,28,3,29,7,7,8,6,7,4,28,13,10,5,5,11,3,7,4,3,2,1,0,1,14,4,5,1,3,2,5,5,3,4,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,2,1,1,0,0,3,2,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,6,1,0,1,1,2,0,0,0,0,0,0,2,2,1,0,0,1,2,1,1,0,1,0,2,2,8,5,4
51 - Κυκλάδων,72 E.T. Δήμου Ιητών,453,209,4,3,7,202,103,62,21,56,3,28,5,25,4,9,8,4,11,1,18,8,7,7,0,5,4,14,5,6,1,1,2,1,7,4,5,1,0,0,1,9,3,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,4,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,2,2,0,0,0,2,0,0,3,3,1,1,1,0,0,0,0,0,2,2,0,1,0,0,0,0,7,4,3
51 - Κυκλάδων,73 E.T. Δήμου Σικίνου,411,176,3,2,5,171,93,65,18,45,5,12,2,26,5,11,5,9,11,4,25,5,15,14,3,4,3,11,3,4,1,4,3,1,4,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,5,5
51 - Κυκλάδων,74 E.T. Δήμου Φολεγάνδρου,506,278,4,2,6,272,125,50,38,49,14,17,7,62,7,17,36,2,19,8,21,8,6,2,3,8,3,16,4,3,1,4,6,5,12,4,9,0,0,1,1,2,1,0,0,0,1,5,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,16,1,11,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,4,2,2
51 - Κυκλάδων,75 E.T. Δήμου Φολεγάνδρου,263,168,5,3,8,160,99,56,14,64,10,10,8,18,0,5,7,5,1,4,19,3,11,3,0,6,3,7,2,3,0,0,1,3,3,1,2,0,1,0,0,6,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1
51 - Κυκλάδων,76 E.T. Δήμου Κέας,507,314,7,2,9,305,169,114,23,70,7,59,7,39,22,4,7,3,18,10,42,14,14,4,2,12,3,16,6,3,0,1,2,2,6,2,1,0,0,0,0,11,6,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,4,4
51 - Κυκλάδων,77 E.T. Δήμου Κέας,506,307,5,4,9,298,154,91,20,61,10,56,5,55,23,11,7,5,26,13,25,6,7,4,2,11,2,14,2,2,1,5,7,5,9,2,3,1,3,2,2,8,4,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,3,1,0,1,0,0,3,0,2,1,2,1,2,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,0,2,0,0,0,0,13,9,6
51 - Κυκλάδων,78 E.T. Δήμου Κέας,504,293,10,3,13,280,156,86,20,77,10,43,14,32,10,7,5,3,11,4,34,9,10,10,1,18,1,8,2,0,0,1,5,2,15,9,4,2,6,0,3,5,4,2,2,1,1,3,2,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,1,7,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,7,3,5
51 - Κυκλάδων,79 E.T. Δήμου Κέας,389,250,8,1,9,241,116,62,15,38,5,39,5,41,14,14,4,3,16,11,27,5,10,6,1,9,2,8,1,0,1,0,2,3,16,6,4,1,0,1,3,6,5,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,1,0,1,0,6,5,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,4,4,0,0,0,0,0,0,2,0,1,2,1,0,0,0,6,3,2
51 - Κυκλάδων,80 E.T. Δήμου Κέας,374,239,7,0,7,232,98,48,13,37,8,36,6,46,16,9,6,8,23,8,35,8,9,15,1,7,22,13,2,1,3,1,2,4,2,2,0,0,1,0,0,7,1,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,18,11,9
51 - Κυκλάδων,81 E.T. Δήμου Κύθνου,517,269,6,2,8,261,132,97,7,41,9,46,20,61,56,9,3,12,7,2,27,9,3,11,1,12,1,7,1,1,2,3,0,0,11,3,2,1,1,1,0,4,0,2,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,4,2,4
51 - Κυκλάδων,82 E.T. Δήμου Κύθνου,509,295,3,2,5,290,154,120,13,42,6,13,24,69,65,2,1,15,7,7,21,3,8,12,0,2,3,11,3,2,3,3,0,1,13,9,4,2,3,2,1,2,0,0,2,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,1,0,0,3,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,1,2,1,0,0,0,3,3,3
51 - Κυκλάδων,83 E.T. Δήμου Κύθνου,460,276,6,2,8,268,170,116,11,73,7,43,20,31,26,7,1,4,3,2,31,7,9,1,1,13,2,4,0,1,1,0,1,2,5,1,4,0,1,0,1,3,1,1,1,1,0,5,5,0,0,0,0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,2,1,1,0,2,1,1
51 - Κυκλάδων,84 E.T. Δήμου Κύθνου,425,241,1,1,2,239,140,108,13,52,6,29,13,39,33,11,1,4,10,2,20,5,8,10,0,4,6,3,0,0,1,1,2,0,16,5,5,2,1,2,2,7,6,2,1,1,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0
51 - Κυκλάδων,85 E.T. Δήμου Κύθνου,423,260,2,2,4,256,131,87,13,54,4,21,13,62,48,9,2,13,9,5,28,6,11,4,2,13,2,3,1,1,1,1,0,1,3,0,1,0,1,0,2,3,2,1,1,0,0,4,3,1,1,0,0,0,0,0,0,0,0,5,3,1,1,1,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,6,2,3
51 - Κυκλάδων,86 E.T. Δήμου Κιμώλου,387,169,2,1,3,166,84,40,13,55,6,25,3,26,8,7,3,10,7,7,24,6,14,1,11,6,2,6,1,1,1,1,1,1,10,7,1,1,0,4,3,4,1,0,2,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2
51 - Κυκλάδων,87 E.T. Δήμου Κιμώλου,362,178,2,3,5,173,93,58,13,55,0,21,1,40,6,3,1,21,24,2,17,3,7,4,6,4,1,4,0,0,0,0,1,2,9,5,3,2,1,2,2,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1
51 - Κυκλάδων,88 E.T. Δήμου Κιμώλου,384,184,4,1,5,179,96,51,11,54,0,22,2,35,4,2,3,16,18,9,15,5,8,1,5,5,0,6,1,1,0,2,3,2,8,3,3,0,1,1,0,1,0,0,0,1,1,4,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,7,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2,1,1
51 - Κυκλάδων,89 E.T. Δήμου Κιμώλου,312,129,3,1,4,125,60,32,10,32,2,19,2,22,8,2,6,7,9,4,17,2,10,3,4,4,2,5,1,2,1,0,1,1,4,1,3,0,1,0,0,1,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4
51 - Κυκλάδων,90 E.T. Δήμου Μήλου,459,265,7,0,7,258,152,95,18,61,6,25,5,28,3,5,4,2,24,2,17,6,6,7,0,5,2,12,2,3,5,3,1,1,12,9,7,1,0,0,1,14,2,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,2,0,1,0,0,0,0,0,0,2,1,2,1,0,0,1,1,0,0,1,1,0,0,8,5,6
51 - Κυκλάδων,91 E.T. Δήμου Μήλου,472,242,1,2,3,239,125,77,17,56,11,29,11,31,4,3,8,1,26,4,36,17,8,5,3,14,13,9,2,1,2,4,4,0,3,2,1,0,0,0,0,12,1,1,9,3,0,2,2,0,0,0,0,1,1,0,0,0,1,1,1,2,1,0,0,0,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,7,3,3
51 - Κυκλάδων,92 E.T. Δήμου Μήλου,475,278,1,0,1,277,133,84,7,52,5,35,3,44,11,8,5,5,27,4,24,5,5,2,4,7,8,14,3,2,4,4,4,6,9,5,3,2,1,2,1,14,0,0,11,0,0,5,5,1,1,0,0,1,1,0,0,1,0,0,0,3,1,1,1,0,5,1,2,0,1,0,3,1,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,1,1,1,2,2,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,11,8,7
51 - Κυκλάδων,93 E.T. Δήμου Μήλου,528,267,8,4,12,255,86,50,8,40,3,18,4,43,5,2,8,7,24,6,37,13,15,2,1,12,9,12,1,2,3,1,1,3,5,2,3,0,2,0,0,34,5,1,33,1,0,1,1,0,0,0,0,2,0,0,0,0,0,2,0,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,2,2,0,3,0,0,0,0,2,0,0,3,2,1,1,2,1,2,1,0,0,3,1,0,1,0,0,0,0,12,10,7
51 - Κυκλάδων,94 E.T. Δήμου Μήλου,568,286,5,2,7,279,101,62,4,50,5,22,7,49,5,5,10,6,32,6,25,6,5,2,1,3,11,18,1,5,3,2,4,6,16,6,2,0,0,3,2,34,3,1,30,0,3,5,2,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,4,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,2,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,3,1,0,2,0,0,0,0,7,5,4
51 - Κυκλάδων,95 E.T. Δήμου Μήλου,467,244,4,3,7,237,107,68,9,51,3,17,3,32,6,10,4,1,25,2,25,5,8,1,3,8,6,7,1,0,1,1,3,2,13,3,3,0,1,2,2,24,2,2,20,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,1,0,2,1,1,0,0,0,0,0,0,2,1,0,3,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0,1,0,2,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,2,1,1
51 - Κυκλάδων,96 E.T. Δήμου Μήλου,442,232,5,4,9,223,98,52,9,44,3,32,8,19,5,2,2,1,13,1,21,4,5,2,1,3,9,19,4,5,2,3,5,2,12,7,3,1,1,2,2,21,3,1,19,1,0,4,4,2,2,0,0,5,4,2,1,0,0,2,2,2,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,2,2,0,2,0,0,0,0,9,5,7
51 - Κυκλάδων,97 E.T. Δήμου Μήλου,394,215,6,2,8,207,85,56,8,46,6,21,2,31,7,4,4,2,18,7,18,9,5,2,1,7,4,9,5,3,1,0,2,1,10,5,4,1,1,2,2,29,2,0,28,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,8,8,4,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,0,1,2,1,1,0,0,0,0,0,5,2,3
51 - Κυκλάδων,98 E.T. Δήμου Μήλου,402,240,9,1,10,230,126,86,12,68,5,22,2,21,2,8,4,3,13,6,30,10,6,1,2,9,15,14,5,1,4,2,1,0,7,5,4,2,0,1,0,16,2,3,16,0,2,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,4,2,2
51 - Κυκλάδων,99 E.T. Δήμου Μήλου,382,221,3,1,4,217,92,55,8,39,6,34,2,30,5,8,4,1,20,6,23,10,8,2,1,9,5,19,6,4,3,1,6,8,11,2,3,2,1,2,1,16,2,1,16,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,1,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,9,7,6
