ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Ιωάννη,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΓΟΥΛΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΟΥΠΕΚΤΣΗ ΜΑΓΔΑΛΗΝΗ (ΛΙΝΑ) του Παναγιώτη,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΩΤΑΚΗ ΦΑΝΗ του Πελοπίδα,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΜΑΡΚΟΥΛΗΣ ΑΝΤΩΝΙΟΣ του Παντελή,ΣΑΡΑΝΤΗ ΒΑΡΒΑΡΑ του Αντωνίου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,ΤΣΑΠΑΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Ανδρέα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΠΟΣΤΟΛΟΥ ΟΛΥΜΠΙΑ του Κωνσταντίνου,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΔΕΛΛΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Ηλία,ΠΑΣΧΟΥ ΣΟΦΙΑ-ΘΕΟΔΩΡΑ του Αναστασίου,ΣΙΔΗΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΤΣΙΑΜΗΤΡΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΟΛΓΑ του Αθανασίου,ΚΟΥΤΣΟΥΠΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΜΑΝΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθερίου,ΤΣΑΝΑΞΙΔΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΛΟΚΥΡΗΣ ΘΩΜΑΣ του Στέφανου,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΚΟΤΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Στυλιανού,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ - ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΔΟΞΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΚΑΡΑΝΙΚΟΛΑ ΣΤΕΛΛΑ του Ιωάννη,ΜΠΕΝΑΝΤΙΚΟΒΑ ΛΟΥΤΣΙΕ (ΛΟΥΚΙΑ) του Μίλαν,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΣΑΒΒΑΣ του Δημητρίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΖΙΑΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Ο.Κ.Δ.Ε.,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΩΡΙΔΗΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΤΙΚΑΣ ΛΑΜΠΡΟΣ του Κυρίτση,ΜΑΥΡΟΠΟΥΛΟΥ ΜΑΡΙΝΑ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΜΑΡΙΑ  του Ιωάννη,Κίνημα 21,ΘΩΜΑΣ ΑΡΓΥΡΙΟΣ του Κωνσταντίνου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΗΣ ΠΑΥΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΕΡΜΗΓΚΑΣ ΓΕΩΡΓΙΟΣ ΑΝΔΡΟΜΑΧΟΣ του Δημητρίου,ΡΗΓΑΝΕΖΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΤΑΤΑΡΙΔΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΤΖΙΜΙΤΣΗ ΑΝΝΑ του Χριστοδούλου,ΝΙΚΗ,ΑΘΑΝΑΣΙΑΔΟΥ ΕΛΕΝΗ του Θεοδώρου,ΔΗΝΩΡΗΣ ΘΩΜΑΣ του Χρήστου,ΜΑΡΟΥΦΙΔΟΥ ΜΑΡΙΑ του Νικολάου,ΜΗΤΤΑΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΠΕΤΙΚΟΠΟΥΛΟΥ ΑΘΗΝΑ του Γεωργίου,ΧΡΥΣΟΜΑΛΛΟΣ ΘΩΜΑΣ του Αντωνίου,κοινωνία αξιών,ΒΥΤΙΝΙΩΤΗΣ ΕΥΣΤΑΘΙΟΣ (ΣΤΑΘΗΣ) του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΙΩΑΝΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΔΕΝΛΗ ΠΑΡΘΕΝΑ του Αλέξανδρου,Ο.Α.Κ.Κ.Ε.,ΣΕΓΚΟΥ ΒΑΡΒΑΡΑ του Ματθαίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Γεωργίου,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΜΠΑΛΤΖΗΣ ΧΡΗΣΤΟΣ του Στέφανου,ΤΣΟΥΜΑ ΣΩΤΗΡΙΑ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΕΥΑΓΓΕΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΙΡΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΜΗΤΤΑ ΟΛΥΜΠΙΑ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΕΛΕΥΘΕΡΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΕΤΡΟΥ ΓΕΩΡΓΙΑ του Θωμά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΟΥΓΑΤΣΑΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΠΡΟΔΡΟΜΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΣΩΤΗΡΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Πολυχρόνη,ΕΑΝ...,ΣΑΚΛΑΣ ΞΕΝΟΚΡΑΤΗΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΝΘΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδων,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΑΔΟΛΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΚΟΥΛΑΡΙΩΤΗ ΕΛΕΝΗ του Παναγιώτη
12 - Ημαθίας,265 E.T. Δήμου Ηρωικής Πόλης Νάουσας,530,341,8,3,11,330,134,56,86,3,28,4,31,38,2,17,2,4,20,2,27,16,5,1,10,1,3,38,7,13,16,5,2,15,32,4,5,11,3,3,15,5,1,3,3,0,1,2,2,2,0,0,0,0,0,0,0,0,0,4,4,1,1,4,1,1,1,3,26,20,4,2,12,1,2,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3,1,0,0,1,0,0,2,2,0,0,2,1,0,0,0,0,6,2,5
12 - Ημαθίας,266 E.T. Δήμου Ηρωικής Πόλης Νάουσας,543,336,11,1,12,324,96,44,54,1,19,8,28,58,4,39,5,15,24,2,29,17,0,3,0,6,5,31,2,15,14,4,2,12,19,6,6,2,6,2,3,16,0,6,4,3,2,2,1,0,2,1,1,0,1,1,1,0,0,2,1,2,1,5,0,2,2,3,25,12,6,1,8,3,8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,2,1,1,5,5,0,0,7,4,3,3,1,1,15,9,12
12 - Ημαθίας,267 E.T. Δήμου Ηρωικής Πόλης Νάουσας,532,350,5,1,6,344,113,50,57,0,36,8,39,70,8,43,7,13,30,4,25,21,1,2,5,3,5,39,3,19,14,13,0,13,19,8,2,4,9,4,9,9,2,5,0,0,1,2,0,0,0,0,1,1,2,0,2,1,1,3,2,0,0,0,0,0,0,0,27,17,6,6,9,1,4,0,0,1,0,1,0,1,0,0,0,2,1,1,2,2,1,1,0,0,0,3,3,0,0,5,4,2,1,1,0,0,2,2,3,3,0,0,16,8,14
12 - Ημαθίας,268 E.T. Δήμου Ηρωικής Πόλης Νάουσας,507,304,8,1,9,295,104,54,49,1,22,6,32,62,5,43,8,11,26,4,19,16,0,0,0,3,4,22,4,14,5,7,1,6,24,7,10,5,6,0,5,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,2,3,3,1,0,0,0,0,24,14,2,2,16,0,2,0,0,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,2,3,3,0,0,3,1,3,2,13,4,12
12 - Ημαθίας,269 E.T. Δήμου Ηρωικής Πόλης Νάουσας,533,351,5,3,8,343,129,61,72,2,29,8,41,59,3,32,9,4,20,3,27,17,6,2,3,5,6,41,4,20,16,4,4,21,28,5,5,5,4,6,9,9,0,2,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,4,3,3,2,0,0,0,0,0,17,12,3,0,7,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,0,0,1,1,1,2,2,0,0,3,2,3,3,2,0,8,5,5
12 - Ημαθίας,270 E.T. Δήμου Ηρωικής Πόλης Νάουσας,542,307,7,1,8,299,101,56,69,0,14,2,19,49,1,27,7,6,29,1,32,23,3,2,4,7,5,39,2,22,13,4,4,8,19,5,5,6,3,2,8,5,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,0,0,0,16,5,2,5,8,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,1,1,1,2,2,5,4,0,0,1,1,0,7,5,1,0,1,1,0,0,2,2,9,4,8
12 - Ημαθίας,271 E.T. Δήμου Ηρωικής Πόλης Νάουσας,536,313,7,3,10,303,116,64,62,1,23,3,30,63,4,34,4,7,35,5,21,14,1,1,5,1,1,21,8,8,5,5,0,6,12,1,5,2,4,0,4,3,1,2,1,0,0,0,3,3,2,0,0,0,0,0,0,0,0,1,0,3,2,5,0,0,1,2,28,16,3,4,9,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,4,2,2,1,2,2,2,0,0,1,0,2,1,0,0,0,0,12,9,9
12 - Ημαθίας,272 E.T. Δήμου Ηρωικής Πόλης Νάουσας,546,342,7,1,8,334,131,66,67,0,22,6,44,59,6,28,2,5,30,4,22,13,2,2,4,2,5,42,3,16,21,9,2,16,19,4,5,2,4,0,8,1,0,1,0,1,0,0,2,2,0,0,0,0,2,0,0,2,2,3,3,3,2,2,0,0,0,1,19,12,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,0,0,0,0,0,3,3,0,0,1,0,4,3,0,0,16,6,10
12 - Ημαθίας,273 E.T. Δήμου Ηρωικής Πόλης Νάουσας,536,351,12,1,13,338,116,53,65,0,22,8,39,58,1,26,9,4,42,5,29,23,3,1,0,4,7,42,7,16,21,8,2,9,23,7,4,5,3,0,10,1,0,1,0,0,0,0,3,3,0,0,0,0,3,2,0,1,2,2,1,3,2,3,0,0,0,3,20,9,1,1,12,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,1,1,1,0,0,24,15,16
12 - Ημαθίας,274 E.T. Δήμου Ηρωικής Πόλης Νάουσας,531,341,5,0,5,336,115,46,60,1,27,5,30,45,2,19,5,5,25,2,32,20,4,2,1,2,6,34,5,15,7,4,1,15,28,5,3,4,4,3,15,11,0,1,3,3,2,3,2,1,0,0,0,0,0,0,0,0,0,4,2,1,0,2,1,1,0,0,31,13,0,7,21,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,2,0,3,3,2,2,17,9,13
12 - Ημαθίας,275 E.T. Δήμου Ηρωικής Πόλης Νάουσας,540,324,6,1,7,317,113,46,68,1,21,3,29,54,5,25,7,13,20,5,20,15,0,2,3,7,3,35,4,16,12,9,0,7,24,2,3,5,8,0,8,5,0,2,1,1,0,2,2,2,0,0,0,0,1,1,0,0,0,1,1,4,3,2,0,0,1,1,29,21,1,5,16,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,2,2,0,0,19,4,12
12 - Ημαθίας,276 E.T. Δήμου Ηρωικής Πόλης Νάουσας,466,277,10,7,17,260,89,48,44,6,19,3,19,44,1,24,7,5,14,4,21,13,3,0,2,5,4,35,5,15,14,7,3,7,21,4,3,5,8,1,5,3,3,1,0,0,0,1,2,2,1,1,0,0,0,0,0,0,0,3,2,6,4,0,0,0,0,0,14,10,1,0,7,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,3,1,4,4,0,0,8,4,3
12 - Ημαθίας,277 E.T. Δήμου Ηρωικής Πόλης Νάουσας,624,417,8,1,9,408,177,60,109,1,49,4,42,61,2,21,9,4,43,3,60,40,4,9,3,13,14,22,2,13,4,3,0,9,17,1,5,3,1,1,7,10,1,1,2,1,2,1,1,1,0,0,0,0,3,0,0,0,1,3,3,4,3,3,1,1,0,1,19,12,4,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,1,0,1,1,1,0,0,2,2,0,0,2,2,3,3,1,1,13,9,8
12 - Ημαθίας,278 E.T. Δήμου Ηρωικής Πόλης Νάουσας,635,407,6,2,8,399,127,56,63,1,33,16,39,79,7,50,23,10,11,5,44,17,3,4,2,16,15,27,4,12,9,2,2,7,55,2,2,5,33,4,12,5,2,3,1,1,0,3,1,1,1,0,0,0,4,1,1,3,1,1,1,2,1,2,1,0,1,1,24,8,6,6,11,1,1,1,0,0,0,0,0,0,0,1,0,3,3,1,2,0,0,1,1,0,0,4,2,0,0,1,1,1,4,4,0,0,1,1,0,0,0,0,10,6,7
12 - Ημαθίας,279 E.T. Δήμου Ηρωικής Πόλης Νάουσας,652,452,10,2,12,440,172,40,90,7,87,8,51,45,4,25,17,4,17,3,43,19,6,0,5,12,19,43,2,11,3,19,2,36,52,5,2,8,20,2,22,14,7,2,0,0,1,2,1,1,0,0,0,0,2,1,1,0,0,4,3,2,2,2,0,0,2,1,30,12,5,2,17,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,4,1,1,7,6,1,0,0,0,0,0,0,1,1,1,0,11,5,9
12 - Ημαθίας,280 E.T. Δήμου Ηρωικής Πόλης Νάουσας,377,279,6,1,7,272,111,33,56,0,26,9,46,41,4,14,10,4,17,7,26,12,4,5,0,3,7,21,3,6,3,3,5,10,27,10,2,3,10,0,13,3,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,2,3,1,1,0,1,16,6,4,0,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,3,2,1,1,0,0,1,0,0,1,1,1,1,2,0,1,0,1,0,6,2,4
12 - Ημαθίας,281 E.T. Δήμου Ηρωικής Πόλης Νάουσας,381,274,7,1,8,266,122,27,74,1,37,8,45,35,2,17,7,0,17,5,23,9,7,1,5,4,7,12,4,3,3,3,1,1,35,8,5,8,4,3,11,2,1,0,0,0,0,1,1,0,2,1,0,0,2,0,0,2,1,3,0,3,1,1,0,0,0,0,10,5,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,2,0,0,1,0,1,1,1,1,0,0,0,0,6,1,6
12 - Ημαθίας,Ετερ. Ημαθίας (από 15ο Ε.Τ. Νομ. Θεσσαλονικης),198,121,0,0,0,121,50,9,22,3,16,4,12,24,8,13,1,8,6,2,10,7,3,1,6,0,1,11,7,4,0,5,1,0,7,3,1,1,4,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,2,0,0,4,3,2,2,0,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0
12 - Ημαθίας,Ετερ. Ημαθίας (από Εφετείο Θεσσαλονίκης),40,30,1,1,2,28,9,1,1,1,4,0,1,2,1,0,0,0,0,1,1,1,0,0,0,0,0,3,3,0,0,1,1,0,3,1,1,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1
12 - Ημαθίας,Ετερ. Ημαθίας (από 62ο Ε.Τ. Νομ. Αττικης-Αθηνών),323,227,0,0,0,227,77,8,27,3,31,3,21,63,10,20,10,20,17,11,20,12,5,5,1,6,3,21,12,4,3,8,3,2,9,5,0,2,2,1,0,9,0,2,1,0,2,1,2,2,0,0,0,0,4,1,2,1,1,1,1,2,2,3,1,1,2,2,5,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,5,7
Σύνολο,,135000,86025,1760,371,2131,83894,34285,4094,20043,1428,13139,2154,12864,14806,2814,4019,4196,2696,4557,2525,9509,2948,2731,1310,1042,1850,2967,4873,1173,1096,744,1790,924,829,6552,1661,1345,1738,1340,746,1729,1630,270,472,199,294,229,287,415,309,114,56,29,11,269,73,58,84,79,596,375,586,392,646,171,102,187,204,3831,1473,778,656,837,788,717,50,27,185,67,119,78,9,2,80,52,150,121,76,292,74,80,69,67,164,106,581,388,76,43,332,199,186,431,281,119,82,429,235,342,245,141,71,2372,1138,1491
