ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΣΤΕΡΓΙΑΝΗ (ΣΤΕΛΛΑ) του Ιωάννη,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΓΟΥΛΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΟΥΠΕΚΤΣΗ ΜΑΓΔΑΛΗΝΗ (ΛΙΝΑ) του Παναγιώτη,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,ΣΥΡΙΖΑ,ΓΙΩΤΑΚΗ ΦΑΝΗ του Πελοπίδα,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΜΑΡΚΟΥΛΗΣ ΑΝΤΩΝΙΟΣ του Παντελή,ΣΑΡΑΝΤΗ ΒΑΡΒΑΡΑ του Αντωνίου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,ΤΣΑΠΑΡΟΠΟΥΛΟΣ ΠΕΤΡΟΣ του Ανδρέα,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΑΠΟΣΤΟΛΟΥ ΟΛΥΜΠΙΑ του Κωνσταντίνου,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΔΕΛΛΑΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Ηλία,ΠΑΣΧΟΥ ΣΟΦΙΑ-ΘΕΟΔΩΡΑ του Αναστασίου,ΣΙΔΗΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΤΣΙΑΜΗΤΡΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΟΛΓΑ του Αθανασίου,ΚΟΥΤΣΟΥΠΙΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΜΑΝΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Γρηγορίου,ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθερίου,ΤΣΑΝΑΞΙΔΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΛΟΚΥΡΗΣ ΘΩΜΑΣ του Στέφανου,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΚΟΤΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Στυλιανού,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ - ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΔΟΞΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Παναγιώτη,ΚΑΡΑΝΙΚΟΛΑ ΣΤΕΛΛΑ του Ιωάννη,ΜΠΕΝΑΝΤΙΚΟΒΑ ΛΟΥΤΣΙΕ (ΛΟΥΚΙΑ) του Μίλαν,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΣΑΡΗΓΙΑΝΝΙΔΗΣ ΣΑΒΒΑΣ του Δημητρίου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΖΙΑΚΑΣ ΘΕΟΔΩΡΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Ο.Κ.Δ.Ε.,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΗΛΩΡΙΔΗΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΑΤΙΚΑΣ ΛΑΜΠΡΟΣ του Κυρίτση,ΜΑΥΡΟΠΟΥΛΟΥ ΜΑΡΙΝΑ του Ιωάννη,ΣΤΑΜΑΤΙΟΥ ΜΑΡΙΑ  του Ιωάννη,Κίνημα 21,ΘΩΜΑΣ ΑΡΓΥΡΙΟΣ του Κωνσταντίνου,ΚΙΝΗΜΑ ΦΤΩΧΩΝ ΕΛΛΑΔΟΣ,ΚΟΝΤΟΓΙΑΝΝΙΔΗΣ ΠΑΥΛΟΣ του Χρήστου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΕΡΜΗΓΚΑΣ ΓΕΩΡΓΙΟΣ ΑΝΔΡΟΜΑΧΟΣ του Δημητρίου,ΡΗΓΑΝΕΖΗΣ ΔΗΜΗΤΡΙΟΣ του Μιχαήλ,ΤΑΤΑΡΙΔΟΥ ΕΥΓΕΝΙΑ του Ιωάννη,ΤΖΙΜΙΤΣΗ ΑΝΝΑ του Χριστοδούλου,ΝΙΚΗ,ΑΘΑΝΑΣΙΑΔΟΥ ΕΛΕΝΗ του Θεοδώρου,ΔΗΝΩΡΗΣ ΘΩΜΑΣ του Χρήστου,ΜΑΡΟΥΦΙΔΟΥ ΜΑΡΙΑ του Νικολάου,ΜΗΤΤΑΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΠΕΤΙΚΟΠΟΥΛΟΥ ΑΘΗΝΑ του Γεωργίου,ΧΡΥΣΟΜΑΛΛΟΣ ΘΩΜΑΣ του Αντωνίου,κοινωνία αξιών,ΒΥΤΙΝΙΩΤΗΣ ΕΥΣΤΑΘΙΟΣ (ΣΤΑΘΗΣ) του Κωνσταντίνου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΙΩΑΝΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΜΑΔΕΝΛΗ ΠΑΡΘΕΝΑ του Αλέξανδρου,Ο.Α.Κ.Κ.Ε.,ΣΕΓΚΟΥ ΒΑΡΒΑΡΑ του Ματθαίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Γεωργίου,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΜΠΑΛΤΖΗΣ ΧΡΗΣΤΟΣ του Στέφανου,ΤΣΟΥΜΑ ΣΩΤΗΡΙΑ του Βασιλείου,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΕΥΑΓΓΕΛΟΥ ΜΑΡΙΑ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΜΠΙΡΟΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΜΗΤΤΑ ΟΛΥΜΠΙΑ του Ηλία,ΕΛΕΥΘΕΡΟΙ ΞΑΝΑ,ΕΛΕΥΘΕΡΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΕΤΡΟΥ ΓΕΩΡΓΙΑ του Θωμά,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΜΠΟΥΓΑΤΣΑΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΝΙΚΟΛΑΪΔΗΣ ΠΡΟΔΡΟΜΟΣ του Γρηγορίου,Οικολόγοι Πράσινοι,ΣΩΤΗΡΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Πολυχρόνη,ΕΑΝ...,ΣΑΚΛΑΣ ΞΕΝΟΚΡΑΤΗΣ του Γεωργίου,ΕΝΟΤΗΤΑ - ΑΛΗΘΕΙΑ ΕΝ.Α,ΑΝΘΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδων,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΒΑΔΟΛΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου,ΣΚΟΥΛΑΡΙΩΤΗ ΕΛΕΝΗ του Παναγιώτη
12 - Ημαθίας,232 E.T. Δήμου Ηρωικής Πόλης Νάουσας,503,314,5,1,6,308,115,29,44,12,45,0,59,53,4,13,17,20,23,5,48,14,13,3,7,8,17,23,6,4,2,10,2,10,28,2,3,7,5,1,17,2,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,19,6,7,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,5
12 - Ημαθίας,233 E.T. Δήμου Ηρωικής Πόλης Νάουσας,531,313,3,0,3,310,122,19,51,24,36,1,75,51,3,9,7,26,22,8,39,16,3,1,2,11,11,26,3,11,2,7,2,8,26,5,3,4,9,0,12,3,2,0,1,1,0,0,1,0,0,0,0,0,2,1,1,0,0,2,2,1,1,1,0,0,0,1,20,7,12,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,1,0,0,0,0,0,3,2,2,1,1,1,0,1,1,1,1,0,0,5,0,1
12 - Ημαθίας,234 E.T. Δήμου Ηρωικής Πόλης Νάουσας,458,309,11,1,12,297,127,37,74,11,20,7,73,59,1,7,29,11,38,5,25,14,7,3,8,2,5,9,2,1,0,1,1,2,19,2,3,6,4,1,10,3,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,2,1,0,0,24,13,11,6,4,5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,1,1,1,2,2,0,0,1,1,6,6,0,0,10,4,7
12 - Ημαθίας,235 E.T. Δήμου Ηρωικής Πόλης Νάουσας,452,294,4,1,5,289,107,18,63,1,28,19,61,78,4,9,33,13,38,6,30,21,12,1,5,4,9,8,0,4,1,1,1,2,23,4,5,2,5,1,16,4,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,17,10,4,1,4,4,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,2,1,1,2,2,1,1,0,0,9,6,8
12 - Ημαθίας,236 E.T. Δήμου Ηρωικής Πόλης Νάουσας,460,284,7,0,7,277,105,11,59,6,40,2,57,71,2,6,20,13,47,4,37,17,10,2,5,11,13,6,3,1,0,3,1,0,17,7,1,3,1,0,12,4,2,0,1,1,0,0,1,1,0,0,0,0,2,1,1,0,0,2,2,3,3,0,0,0,0,0,11,6,5,3,3,0,0,0,0,2,0,2,2,0,0,0,0,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,9,4,6
12 - Ημαθίας,237 E.T. Δήμου Ηρωικής Πόλης Νάουσας,469,274,3,2,5,269,94,18,62,4,19,1,60,71,0,4,29,6,44,2,25,10,11,3,8,5,3,9,1,3,2,1,1,2,36,3,2,8,10,5,18,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,19,11,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,2,0,0,6,4,3
12 - Ημαθίας,238 E.T. Δήμου Ηρωικής Πόλης Νάουσας,448,253,2,2,4,249,90,44,38,10,27,2,44,38,1,10,17,9,8,3,44,6,10,15,4,8,26,15,7,4,1,6,1,2,34,10,5,11,16,1,11,2,0,2,1,0,1,0,6,5,0,0,0,0,2,0,2,0,0,3,3,1,1,0,0,0,0,0,4,3,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,5,4,3
12 - Ημαθίας,239 E.T. Δήμου Ηρωικής Πόλης Νάουσας,447,262,7,1,8,254,116,52,52,6,26,11,58,25,5,6,13,4,10,0,31,5,3,11,5,5,19,6,4,1,0,1,2,0,19,4,2,8,7,0,8,5,2,2,0,3,1,1,1,1,0,0,1,0,8,1,7,1,1,6,4,2,1,1,0,0,0,0,15,9,2,6,1,2,3,0,0,1,0,1,1,0,0,0,0,1,1,1,2,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,2,1,2,2,0,0,7,3,5
12 - Ημαθίας,240 E.T. Δήμου Ηρωικής Πόλης Νάουσας,341,219,5,1,6,213,115,5,79,2,41,2,56,35,0,1,8,17,18,2,18,10,5,3,0,11,1,1,0,0,0,0,0,0,14,4,1,3,5,0,5,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,1,0,0,1,1,11,4,7,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,0,0,0,0,0,1,1,0,0,3,2,0,0,0,0,4,1,2
12 - Ημαθίας,241 E.T. Δήμου Ηρωικής Πόλης Νάουσας,367,248,3,2,5,243,72,32,47,1,17,1,32,84,2,3,3,79,29,2,28,4,4,5,1,16,7,4,0,2,0,1,0,1,25,6,2,4,4,0,10,3,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,2,2,1,1,3,2,1,1,2,12,4,5,2,3,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,2,0,0,3,3,3
12 - Ημαθίας,242 E.T. Δήμου Ηρωικής Πόλης Νάουσας,440,283,14,1,15,268,116,15,65,1,30,5,61,39,2,4,12,5,24,6,26,14,5,1,4,4,4,14,1,3,0,6,1,6,32,8,8,1,10,2,17,2,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,1,0,1,0,2,1,2,0,0,0,2,15,6,4,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,2,3,2,5,4,2
12 - Ημαθίας,243 E.T. Δήμου Ηρωικής Πόλης Νάουσας,431,305,5,1,6,299,149,32,97,3,24,6,91,46,3,8,22,8,22,1,21,12,3,6,4,4,3,9,0,0,2,3,0,7,24,7,1,3,4,1,15,2,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,3,3,1,0,0,0,1,23,9,11,4,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,1,1,11,2,4
12 - Ημαθίας,244 E.T. Δήμου Ηρωικής Πόλης Νάουσας,516,333,9,1,10,323,130,60,73,1,28,7,29,46,3,27,6,5,15,7,15,10,2,0,1,0,5,31,1,14,12,6,0,7,18,3,2,4,8,0,5,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,1,0,1,3,38,23,12,6,11,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,1,2,2,2,2,1,1,24,18,10
12 - Ημαθίας,245 E.T. Δήμου Ηρωικής Πόλης Νάουσας,561,360,4,4,8,352,133,65,64,1,31,0,28,52,1,22,4,6,22,3,20,10,2,1,0,4,1,35,3,11,18,6,0,9,20,2,1,6,5,1,5,7,1,2,2,0,0,0,2,0,5,3,0,0,0,0,0,0,0,8,4,6,4,0,0,0,0,0,34,16,4,2,16,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,2,1,0,0,1,0,2,2,2,2,3,2,18,12,14
12 - Ημαθίας,246 E.T. Δήμου Ηρωικής Πόλης Νάουσας,519,322,4,3,7,315,112,60,61,2,18,8,18,60,3,31,5,5,23,1,28,19,2,2,1,2,7,23,3,12,5,2,1,5,22,2,4,5,4,3,8,9,2,5,1,1,2,3,5,5,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,0,0,1,25,12,3,2,13,4,5,0,0,2,0,2,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2,2,1,1,1,1,0,0,0,0,17,11,13
12 - Ημαθίας,247 E.T. Δήμου Ηρωικής Πόλης Νάουσας,526,317,5,0,5,312,94,47,44,0,12,7,36,81,7,47,10,6,29,2,25,20,2,2,3,1,0,36,4,13,15,4,0,6,14,0,2,3,3,1,9,12,1,2,3,0,0,2,2,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,13,2,0,9,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0,1,1,1,0,0,1,1,3,2,0,0,0,0,0,1,0,1,1,0,0,2,2,0,0,13,5,12
12 - Ημαθίας,248 E.T. Δήμου Ηρωικής Πόλης Νάουσας,530,337,8,0,8,329,115,57,63,2,25,5,48,70,6,41,7,8,32,3,25,20,0,1,3,3,2,36,1,14,21,2,0,10,13,1,4,3,4,0,5,9,2,2,3,2,2,1,1,0,1,1,0,0,2,0,1,0,1,2,1,3,1,3,0,0,1,0,22,9,2,1,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,16,9,7
12 - Ημαθίας,249 E.T. Δήμου Ηρωικής Πόλης Νάουσας,524,311,1,3,4,307,102,48,58,4,9,5,38,39,1,22,3,5,20,6,30,21,6,3,6,5,3,53,3,35,17,14,2,15,17,1,3,6,3,3,8,8,1,3,1,0,0,0,3,3,1,1,0,0,3,0,1,1,2,0,0,0,0,2,0,0,1,1,28,16,3,0,15,1,2,0,0,3,1,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,2,2,2,2,0,0,8,2,6
12 - Ημαθίας,250 E.T. Δήμου Ηρωικής Πόλης Νάουσας,512,312,6,2,8,304,112,58,63,2,16,3,28,53,4,32,7,13,20,1,20,14,2,1,1,3,1,43,6,19,10,10,0,13,19,4,1,6,7,6,6,10,0,1,1,1,2,2,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,3,0,0,0,2,17,11,7,2,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,1,0,1,0,3,2,0,0,14,8,9
12 - Ημαθίας,251 E.T. Δήμου Ηρωικής Πόλης Νάουσας,516,309,6,0,6,303,95,37,56,1,33,3,24,58,3,26,4,10,22,5,15,14,1,1,0,0,1,40,3,22,17,15,0,13,12,1,3,3,4,0,6,16,4,5,2,3,0,1,3,1,0,0,0,0,2,1,2,0,1,2,2,1,0,3,2,0,0,2,33,19,10,5,18,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,5,5,0,0,12,6,10
12 - Ημαθίας,252 E.T. Δήμου Ηρωικής Πόλης Νάουσας,532,328,2,1,3,325,115,53,76,1,19,3,26,60,8,38,7,9,23,4,19,10,0,1,2,4,2,42,6,18,25,10,0,7,15,2,3,2,7,1,1,16,4,3,3,3,3,3,1,1,1,0,1,1,1,0,1,0,0,2,2,0,0,3,0,0,1,3,28,19,2,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,1,0,0,2,2,12,7,12
12 - Ημαθίας,253 E.T. Δήμου Ηρωικής Πόλης Νάουσας,524,374,12,7,19,355,135,71,83,0,13,1,33,63,1,36,4,9,29,7,34,21,0,0,7,7,6,34,2,20,16,10,1,4,18,2,3,6,6,1,9,7,1,1,1,0,1,2,0,0,0,0,0,0,1,0,0,0,0,3,2,1,1,2,1,0,0,1,25,8,2,1,21,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,2,2,2,1,5,2,0,0,0,0,15,10,8
12 - Ημαθίας,254 E.T. Δήμου Ηρωικής Πόλης Νάουσας,525,333,9,2,11,322,130,68,67,1,24,2,29,43,4,17,3,6,18,6,34,25,4,1,5,1,5,26,0,12,15,3,1,9,21,1,4,6,6,1,8,11,2,2,2,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,0,2,1,2,0,0,0,0,28,17,9,1,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,1,1,0,0,0,0,1,0,2,2,0,0,13,9,10
12 - Ημαθίας,255 E.T. Δήμου Ηρωικής Πόλης Νάουσας,528,343,6,0,6,337,119,56,69,4,18,3,34,52,0,40,7,11,18,4,40,21,2,2,2,3,11,29,4,14,11,7,2,6,29,6,8,2,8,2,12,6,1,1,2,1,0,0,3,3,1,0,0,0,1,0,0,0,1,1,1,4,3,1,0,0,0,1,25,14,4,1,14,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,19,11,17
12 - Ημαθίας,256 E.T. Δήμου Ηρωικής Πόλης Νάουσας,528,386,10,1,11,375,131,71,78,3,22,0,20,57,5,32,3,10,24,3,23,19,3,0,4,4,1,53,1,29,21,13,1,11,28,3,4,1,6,1,12,14,1,6,1,4,2,1,5,5,0,0,0,0,1,0,0,0,1,1,1,3,3,2,0,0,0,0,22,16,1,2,10,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,2,0,1,1,2,1,2,2,1,0,0,2,1,2,2,1,0,19,6,15
12 - Ημαθίας,257 E.T. Δήμου Ηρωικής Πόλης Νάουσας,519,365,4,0,4,361,115,43,73,0,24,2,41,77,8,42,7,8,26,3,28,19,4,1,3,6,2,58,4,21,27,12,1,12,17,8,4,4,2,2,6,13,1,1,2,4,2,2,0,0,1,0,0,0,0,0,0,0,0,2,0,2,1,3,1,0,0,2,22,9,2,2,11,0,5,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,7,4,0,0,9,5,6
12 - Ημαθίας,258 E.T. Δήμου Ηρωικής Πόλης Νάουσας,532,352,4,2,6,346,113,50,66,0,17,8,37,66,10,33,4,7,34,8,22,14,4,2,3,0,5,41,2,14,15,5,2,11,28,5,6,4,8,0,14,13,3,1,3,2,1,2,1,1,0,0,0,0,3,0,0,3,3,2,1,1,1,5,1,2,2,1,30,16,3,4,13,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,2,2,1,0,13,2,8
12 - Ημαθίας,259 E.T. Δήμου Ηρωικής Πόλης Νάουσας,530,380,6,3,9,371,125,42,66,4,27,5,38,66,5,26,18,12,31,7,30,23,2,1,3,7,2,53,3,32,18,6,2,14,28,6,8,2,3,2,10,8,1,1,0,1,2,1,1,0,0,0,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,0,26,11,4,0,21,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,3,2,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,19,7,13
12 - Ημαθίας,260 E.T. Δήμου Ηρωικής Πόλης Νάουσας,526,377,5,2,7,370,133,66,69,1,27,2,45,59,9,24,3,12,27,6,26,20,0,1,4,2,3,49,4,25,22,6,1,4,17,4,2,5,2,2,7,18,4,4,3,4,3,4,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,17,4,0,10,3,4,0,0,1,0,1,1,1,0,0,0,0,0,0,2,1,1,0,0,2,1,1,1,0,0,1,1,1,2,1,1,1,1,1,6,6,2,1,15,5,14
12 - Ημαθίας,261 E.T. Δήμου Ηρωικής Πόλης Νάουσας,536,322,9,1,10,312,99,54,54,1,20,4,22,57,4,39,3,7,20,6,44,33,5,2,5,3,4,33,1,17,8,8,0,17,21,1,1,7,4,3,12,4,0,2,1,0,0,1,2,2,0,0,0,0,4,0,0,2,1,2,0,0,0,1,0,0,1,0,31,17,1,4,15,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,1,1,8,4,3
12 - Ημαθίας,262 E.T. Δήμου Ηρωικής Πόλης Νάουσας,543,322,3,4,7,315,115,59,54,0,24,4,33,46,1,32,2,3,20,1,32,28,3,1,1,2,1,39,3,17,17,5,0,15,25,4,6,3,7,2,10,7,1,3,2,2,0,3,2,2,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,24,12,1,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,0,4,2,3,0,0,0,0,0,0,4,3,0,0,10,3,7
12 - Ημαθίας,263 E.T. Δήμου Ηρωικής Πόλης Νάουσας,549,339,4,2,6,333,131,69,67,0,20,10,37,69,8,35,4,13,33,1,26,16,2,0,0,5,3,26,3,11,9,2,0,7,15,4,1,4,4,0,2,11,3,1,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,1,1,9,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,5,1,2,1,0,0,19,4,14
12 - Ημαθίας,264 E.T. Δήμου Ηρωικής Πόλης Νάουσας,536,378,7,0,7,371,143,77,67,0,28,2,45,67,5,40,6,9,37,1,32,22,4,0,2,2,5,37,1,21,10,5,0,12,24,3,3,6,6,0,10,9,2,4,3,2,0,0,7,6,2,1,0,0,2,0,0,1,1,2,1,1,1,2,1,0,0,1,17,11,3,2,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,4,4,0,0,0,0,0,2,1,0,0,1,0,3,2,0,0,14,11,6
