ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,Νέα Δημοκρατία,ΓΙΟΓΙΑΚΑΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΝΤΟΥΜΑ ΕΡΙΚΑ του Βασιλείου,ΠΑΠΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Λαμπρινού,ΣΥΡΙΖΑ,ΓΟΓΟΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΚΑΤΣΗΣ ΜΑΡΙΟΣ του Σπυρίδωνα,ΣΤΕΡΓΙΟΥ ΑΝΝΑ του Ιωάννη,ΠΑΣΟΚ-Κίνημα Αλλαγής,ΚΑΤΣΙΟΣ ΧΡΗΣΤΟΣ του Μιχαήλ,ΜΕΜΜΟΥ ΑΓΓΕΛΙΚΗ του Θεολόγου,ΤΑΤΣΗ ΜΑΓΔΑΛΗΝΗ (ΜΑΓΔΑ) του Αναστασίου,Κ.Κ.Ε.,ΓΕΩΡΓΙΟΥ ΧΡΥΣΗΙΔΑ του Κωνσταντίνου,ΔΗΜΑ ΑΙΚΑΤΕΡΙΝΗ του Θεοδώρου,ΠΑΠΑΓΙΑΝΝΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΒΑΝΙΤΗ ΔΗΜΗΤΡΑ του Αδάμ - Χρήστου,ΜΠΙΛΛΑΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,ΠΑΝΑΓΙΩΤΟΥ ΔΗΜΗΤΡΙΟΣ του Κωνσταντίνου,ΜέΡΑ25-ΣΥΜΜΑΧΙΑ ΓΙΑ ΤΗ ΡΗΞΗ,ΠΑΠΑΖΟΓΛΟΥ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΠΑΠΠΑΣ ΝΙΚΟΛΑΟΣ του Λαζάρου,ΤΣΑΚΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΕΝΩΝΩ ΣΥΜΜΑΧΙΑ ΕΛΕΥΘΕΡΙΑΣ,ΠΕΤΡΙΤΗ ΚΥΡΙΑΚΗ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΑΝΑΣΤΑΣΙΟΥ ΧΡΙΣΤΙΝΑ του Θωμά,ΜΟΥΣΕΛΙΜΗΣ ΛΑΜΠΡΟΣ του Παναγιώτη,ΝΕΙΛΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,Ο.Κ.Δ.Ε.,ΑΝΔΡΙΩΤΗΣ ΚΥΡΙΑΚΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΡΤΗ ΙΟΥΛΙΑ του Επαμεινώνδα,ΛΙΑΜΠΟΤΗΣ ΣΩΤΗΡΙΟΣ του Ευαγγέλου,ΣΟΥΡΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,Κίνημα 21,ΡΕΣΒΑΝΗΣ ΗΛΙΑΣ του Νικολάου,ΕΘΝΙΚΗ ΔΗΜΙΟΥΡΓΙΑ,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΝΙΚΗ,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΑΡΕΤΗ του Βασιλείου,κοινωνία αξιών,ΡΕΓΚΟΣ ΚΥΡΙΑΚΟΣ του Αντωνίου,ΒΟΡΕΙΑ ΛΕΓΚΑ - ΚΡΑΜΑ,ΣΙΔΗΡΟΠΟΥΛΟΣ ΙΑΚΩΒΟΣ του Ιωάννη,Ο.Α.Κ.Κ.Ε.,ΠΑΠΑΓΕΩΡΓΙΟΥ ΦΩΤΙΟΣ του Θεολόγου,Μ-Λ Κ.Κ.Ε.,ΧΟΒΟΛΟΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ελλήνων Συνέλευσις,ΔΗΜΗΤΡΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,ΤΣΙΡΩΝΗΣ ΣΥΜΕΩΝ του Ιωάννη,Ένωση Κεντρώων,ΜΠΕΡΑΤΗΣ ΠΕΤΡΟΣ - ΕΥΣΤΑΘΙΟΣ του Ανδρέα,ΤΩΡΑ ΟΛΟΙ ΜΑΖΙ (Τ.ΟΛ.ΜΑ),ΚΟΥΡΚΟΥΛΗ ΚΕΛΛΥ του Γεωργίου,ΣΥΜΜΑΧΙΑ ΑΝΑΤΡΟΠΗΣ,ΔΗΜΗΤΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Νικολάου,ΠΟΛΙΤΙΚΗ ΠΡΩΤΟΒΟΥΛΙΑ ,ΠΑΥΛΙΔΟΥ-ΘΩΜΑ ΑΛΕΞΑΝΔΡΑ (ΒΑΒΩ) του Βασιλείου,ΠΝΟΗ ΔΗΜΟΚΡΑΤΙΑΣ,ΣΓΟΥΡΙΔΗΣ ΧΡΗΣΤΟΣ του Σεραφείμ,ΠΡΑΣΙΝΟ ΚΙΝΗΜΑ,ΒΑΣΙΛΕΙΟΥ ΘΩΜΑΣ του Χρήστου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΓΙΑΝΝΑΚΟΠΟΥΛΟΣ ΜΙΧΑΗΛ ΙΩΑΝΝΗΣ ΘΕΟΧΑΡΗΣ του Νικολάου
20 - Θεσπρωτίας,62 E.T. Δήμου Ηγουμενίτσας,385,238,5,2,7,231,89,63,14,6,43,4,30,3,53,13,1,34,11,2,6,1,8,3,2,1,8,4,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,2,2,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,3,3
20 - Θεσπρωτίας,63 E.T. Δήμου Ηγουμενίτσας,394,250,9,2,11,239,109,77,17,10,61,9,40,9,31,9,1,20,5,1,1,2,8,2,3,2,3,3,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,7,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,7,6
20 - Θεσπρωτίας,64 E.T. Δήμου Ηγουμενίτσας,395,236,0,0,0,236,111,64,30,12,53,8,34,4,44,7,0,32,7,2,3,1,3,1,1,1,3,2,1,0,1,1,2,0,2,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,3,2,0,0,3,1
20 - Θεσπρωτίας,65 E.T. Δήμου Ηγουμενίτσας,555,285,6,2,8,277,132,99,14,9,43,11,16,9,45,18,4,22,17,1,7,3,2,1,0,0,7,4,0,2,1,0,2,2,0,0,0,0,2,2,0,0,0,0,7,1,7,5,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,2,1,6,3
20 - Θεσπρωτίας,66 E.T. Δήμου Ηγουμενίτσας,389,211,0,1,1,210,92,62,11,7,47,10,29,0,36,16,2,17,7,0,4,0,5,0,0,1,7,1,0,4,1,0,0,0,0,0,0,0,2,1,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,6,1,1,0,0,0,0,0,1,0
20 - Θεσπρωτίας,67 E.T. Δήμου Σουλίου,490,271,5,3,8,263,91,65,16,5,84,7,66,6,40,16,10,9,13,4,1,1,4,1,2,1,4,1,0,0,1,1,4,0,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,15,3,1,0,0,0,0,0,0,0,0,0,0,1,0
20 - Θεσπρωτίας,68 E.T. Δήμου Σουλίου,475,216,4,2,6,210,75,47,13,7,67,47,13,7,20,6,6,2,13,5,1,1,3,0,1,2,2,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,6,0,0,0,0,0,0,0,0,0,17,1,14,0,0,0,0,1,1,0,0,0,0,1,0,1,1
20 - Θεσπρωτίας,69 E.T. Δήμου Σουλίου,456,221,2,1,3,218,97,67,17,7,45,4,27,4,32,18,3,7,25,12,1,5,1,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,5,2
20 - Θεσπρωτίας,70 E.T. Δήμου Σουλίου,471,275,5,0,5,270,123,89,24,6,47,5,28,5,40,24,9,3,9,6,1,0,12,1,6,1,4,2,0,1,0,0,5,0,5,0,0,0,1,0,0,0,2,2,0,0,11,2,0,0,0,0,0,0,8,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0
20 - Θεσπρωτίας,71 E.T. Δήμου Σουλίου,502,267,9,1,10,257,134,106,10,7,63,11,39,3,28,7,9,6,3,0,0,2,4,0,1,1,3,2,0,1,1,1,4,1,2,0,0,0,0,0,0,0,0,0,3,1,2,1,0,0,1,0,0,0,2,2,3,0,3,1,0,1,1,1,0,0,0,2,0,0,0,1,1
20 - Θεσπρωτίας,72 E.T. Δήμου Σουλίου,473,211,1,1,2,209,135,103,11,17,33,4,23,4,25,3,9,5,4,2,0,0,5,0,4,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,73 E.T. Δήμου Σουλίου,395,184,0,1,1,183,75,52,11,6,39,4,18,6,32,13,4,8,0,0,0,0,13,0,10,1,1,0,0,0,0,0,2,0,2,0,0,0,3,0,0,1,1,0,0,0,6,2,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,1,1,1,1,5,4
20 - Θεσπρωτίας,74 E.T. Δήμου Σουλίου,515,325,5,1,6,319,135,116,14,3,72,4,42,6,42,22,9,10,28,19,1,0,12,2,0,7,4,0,0,0,0,0,4,0,3,0,0,0,2,1,0,1,1,0,2,1,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,6,4
20 - Θεσπρωτίας,75 E.T. Δήμου Σουλίου,497,308,4,0,4,304,119,74,17,12,59,6,37,2,58,29,5,14,25,21,0,0,11,3,0,5,1,1,0,0,1,1,4,0,4,0,0,0,3,1,0,0,6,4,3,1,4,3,0,0,0,0,0,0,3,2,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,2,2
20 - Θεσπρωτίας,76 E.T. Δήμου Σουλίου,501,311,5,0,5,306,94,63,18,4,72,5,38,11,48,23,3,14,38,29,0,1,5,1,1,1,9,5,0,1,1,0,7,1,6,0,0,0,3,0,1,1,2,0,6,5,3,0,0,0,0,0,0,0,3,2,3,0,3,3,0,0,0,3,2,0,0,0,0,2,1,4,3
20 - Θεσπρωτίας,77 E.T. Δήμου Σουλίου,532,308,10,1,11,297,140,104,23,8,51,4,30,6,31,17,4,7,34,29,2,0,9,2,1,4,6,0,0,1,0,0,4,0,3,0,0,0,0,0,0,0,3,1,5,1,2,1,0,0,0,0,0,0,1,1,3,1,2,0,0,0,0,3,2,0,0,0,0,1,0,4,0
20 - Θεσπρωτίας,78 E.T. Δήμου Σουλίου,497,282,4,1,5,277,122,81,23,8,80,9,53,6,31,18,2,8,15,10,2,1,5,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,6,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,1,0,0,1,0,1,0,4,1
20 - Θεσπρωτίας,79 E.T. Δήμου Σουλίου,431,244,4,2,6,238,101,64,12,16,45,4,33,5,26,11,3,10,29,22,0,0,5,1,0,4,1,0,1,0,1,1,7,1,5,0,0,0,1,0,1,0,3,3,4,2,1,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1,4,2
20 - Θεσπρωτίας,80 E.T. Δήμου Σουλίου,214,80,1,0,1,79,40,21,1,7,12,1,5,3,11,10,0,1,7,2,0,0,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20 - Θεσπρωτίας,81 E.T. Δήμου Σουλίου,503,213,2,1,3,210,126,90,27,7,24,3,19,0,32,14,5,13,13,8,0,0,2,1,0,1,2,0,0,2,2,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,1,1
20 - Θεσπρωτίας,82 E.T. Δήμου Σουλίου,506,237,6,1,7,230,96,63,9,17,39,3,27,2,36,9,16,8,15,12,0,2,6,0,1,3,9,0,4,2,4,4,3,0,1,1,0,0,1,0,0,0,3,1,2,0,4,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,2,2,0,0,2,2,1,0,4,2
20 - Θεσπρωτίας,83 E.T. Δήμου Σουλίου,53,38,0,0,0,38,13,4,6,1,6,1,4,0,10,4,0,5,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20 - Θεσπρωτίας,84 E.T. Δήμου Σουλίου,431,180,3,0,3,177,77,61,10,1,31,3,19,5,27,10,5,9,9,8,1,0,11,1,2,8,1,0,0,0,2,2,3,0,1,1,0,0,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,3,0,3,0,0,0,0,1,1,0,0,0,0,2,1,3,2
20 - Θεσπρωτίας,85 E.T. Δήμου Σουλίου,425,202,8,0,8,194,81,66,4,2,39,2,27,3,31,17,4,7,16,11,0,1,5,0,0,4,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,4,2,4,3,0,0,0,0,0,0,1,1,6,0,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20 - Θεσπρωτίας,86 E.T. Δήμου Σουλίου,341,146,0,2,2,144,49,30,4,11,38,7,19,5,31,8,10,12,5,0,0,1,4,1,0,2,3,1,1,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,2,1
20 - Θεσπρωτίας,87 E.T. Δήμου Σουλίου,449,237,7,0,7,230,127,115,8,1,43,6,26,5,25,10,5,7,15,9,2,2,1,0,0,0,6,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,2,0,0,0,0,0,0,3,3,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,1,1
20 - Θεσπρωτίας,88 E.T. Δήμου Σουλίου,427,204,10,0,10,194,94,69,16,1,47,0,38,3,25,12,5,7,7,2,2,1,7,1,0,3,2,2,0,0,2,0,1,0,1,0,1,0,0,0,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
20 - Θεσπρωτίας,89 E.T. Δήμου Σουλίου,440,240,5,7,12,228,117,94,15,4,40,9,23,3,31,20,0,7,11,6,1,1,5,1,0,3,0,0,0,0,1,1,5,0,5,0,0,0,1,0,0,0,1,1,3,2,2,2,1,1,0,0,0,0,1,1,2,0,2,0,0,0,0,2,2,0,0,3,2,0,0,2,1
20 - Θεσπρωτίας,90 E.T. Δήμου Σουλίου,631,299,4,1,5,294,120,62,47,7,72,7,47,7,43,6,2,14,21,6,1,12,10,3,0,5,3,1,0,0,2,2,4,1,3,0,0,0,0,0,0,0,1,1,3,2,4,1,0,0,0,0,0,0,2,1,0,0,0,1,0,2,0,1,1,0,0,1,1,1,1,3,3
20 - Θεσπρωτίας,91 E.T. Δήμου Σουλίου,463,218,5,1,6,212,91,53,29,3,51,13,32,1,15,14,0,0,14,7,1,5,8,2,1,3,3,1,0,1,0,0,3,1,1,0,0,0,3,2,0,0,5,3,1,0,2,2,0,0,1,1,0,0,2,0,3,1,0,0,0,0,0,2,2,2,1,0,0,0,0,6,2
20 - Θεσπρωτίας,92 E.T. Δήμου Σουλίου,275,140,5,0,5,135,65,46,4,10,37,4,22,5,8,0,7,1,11,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,7,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
20 - Θεσπρωτίας,93 E.T. Δήμου Σουλίου,684,282,12,1,13,269,97,71,11,5,59,8,35,5,39,10,7,10,25,15,1,4,8,0,1,2,8,1,0,1,1,1,18,0,17,0,0,0,2,1,1,0,0,0,2,1,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,2,0
20 - Θεσπρωτίας,94 E.T. Δήμου Σουλίου,388,200,3,2,5,195,89,65,7,9,38,2,31,1,27,12,1,11,11,9,0,0,9,2,3,0,3,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,10,9,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0
20 - Θεσπρωτίας,95 E.T. Δήμου Σουλίου,214,74,2,0,2,72,40,27,4,7,13,1,7,1,5,1,0,4,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,1,0,0,2,0
20 - Θεσπρωτίας,96 E.T. Δήμου Σουλίου,143,57,1,0,1,56,32,12,17,2,9,1,5,1,3,0,0,3,1,0,0,0,5,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
20 - Θεσπρωτίας,97 E.T. Δήμου Σουλίου,157,94,2,1,3,91,55,16,5,31,18,0,12,3,5,1,3,1,6,0,1,2,1,0,0,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
20 - Θεσπρωτίας,98 E.T. Δήμου Σουλίου,340,115,6,0,6,109,40,22,2,15,21,3,14,1,21,9,4,5,8,1,1,1,1,0,0,1,5,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2
20 - Θεσπρωτίας,99 E.T. Δήμου Σουλίου,223,64,1,3,4,60,38,22,8,4,8,0,4,2,3,1,0,2,4,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0
20 - Θεσπρωτίας,100 E.T. Δήμου Σουλίου,376,151,3,1,4,147,69,47,13,2,17,2,11,3,16,6,2,8,10,3,0,3,20,0,0,20,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,2,2,2,1,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
20 - Θεσπρωτίας,101 E.T. Δήμου Σουλίου,402,161,1,0,1,160,59,51,2,3,32,7,13,4,31,9,1,15,7,5,2,0,13,1,0,12,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,4,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,9,3
20 - Θεσπρωτίας,102 E.T. Δήμου Σουλίου,96,49,2,0,2,47,24,17,5,0,4,0,2,1,8,3,0,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20 - Θεσπρωτίας,103 E.T. Δήμου Σουλίου,284,147,2,0,2,145,41,33,4,0,32,1,27,1,35,12,6,14,11,11,0,0,3,0,0,3,2,0,0,1,0,0,12,0,9,0,0,0,0,0,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20 - Θεσπρωτίας,104 E.T. Δήμου Σουλίου,237,120,1,1,2,118,44,35,5,1,27,1,13,2,13,5,3,3,8,4,0,0,4,0,0,3,3,1,0,0,0,0,6,0,4,0,0,0,1,1,0,0,0,0,2,1,4,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
20 - Θεσπρωτίας,105 E.T. Δήμου Σουλίου,423,172,14,2,16,156,79,58,4,13,31,2,26,2,17,5,1,11,3,2,1,0,3,0,0,0,1,1,0,0,1,1,2,0,1,0,0,0,0,0,0,0,4,4,2,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,8,4
20 - Θεσπρωτίας,106 E.T. Δήμου Σουλίου,298,151,3,2,5,146,73,35,18,15,35,2,19,6,19,14,1,2,6,4,1,1,6,0,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0
